lat,lng,dir,city,D1,D2,M
42.301631,-71.0851235962,2,boston,#a28667,#b19e7f,#473028
42.301631,-71.0851235962,3,boston,#a2303e,#f4f3e4,#472f27
42.301631,-71.0871533155,0,boston,,,
42.301631,-71.0871533155,1,boston,,,
42.301631,-71.0871533155,2,boston,,,
42.301631,-71.0871533155,3,boston,,,
42.301631,-71.0891830348,0,boston,,,
42.301631,-71.0891830348,1,boston,,,
42.301631,-71.0891830348,2,boston,,,
42.301631,-71.0891830348,3,boston,,,
42.301631,-71.1013613507,0,boston,,,
42.301631,-71.1013613507,1,boston,,,
42.301631,-71.1013613507,2,boston,,,
42.301631,-71.1013613507,3,boston,,,
42.301631,-71.1054207893,0,boston,#b46e61,#d9b699,#e6dfd8
42.301631,-71.1054207893,1,boston,#5e462e,#c7ccca,#63635d
42.301631,-71.1054207893,2,boston,#b5b4bb,#a09ea8,#a09ea8
42.301631,-71.1054207893,3,boston,,,
42.301631,-71.1074505086,0,boston,#c6a07e,#bb9475,#b4b0a5
42.301631,-71.1074505086,1,boston,,,
42.301631,-71.1074505086,2,boston,#d2dfdb,#5a3b2e,#463029
42.301631,-71.1074505086,3,boston,#736e27,#b3886a,#422d24
42.301631,-71.1094802279,0,boston,,,
42.301631,-71.1094802279,1,boston,#5c1a1a,#f8ffff,#52584a
42.301631,-71.1094802279,2,boston,#d0d5da,#5a342c,#5a5043
42.301631,-71.1094802279,3,boston,#e0d5bf,#fffffe,#5f4538
42.301631,-71.1115099472,0,boston,#319657,#28804a,#a8a59d
42.301631,-71.1115099472,1,boston,#339459,#abd4b3,#a7a7a4
42.301631,-71.1115099472,2,boston,#f9fef7,#dde0e2,#514b40
42.301631,-71.1115099472,3,boston,,,
42.301631,-71.1135396665,0,boston,,,
42.301631,-71.1135396665,1,boston,#9f896d,#ad9b82,#ad9b82
42.301631,-71.1135396665,2,boston,#c1aa88,#c4af91,#a79b80
42.301631,-71.1135396665,3,boston,#bbab89,#c2b79f,#ae9e87
42.301631,-71.1155693858,0,boston,#2f1904,#96af6b,#87644c
42.301631,-71.1155693858,1,boston,#eee2c9,#1f1102,#897b63
42.301631,-71.1155693858,2,boston,#304525,#3b5231,#424544
42.301631,-71.1155693858,3,boston,,,
42.303131,-71.0607669646,0,boston,#1f734b,#fefcf4,#e2dcd1
42.303131,-71.0607669646,1,boston,,,
42.303131,-71.0607669646,2,boston,#f3f6f7,#daccc3,#5c473a
42.303131,-71.0607669646,3,boston,#eeebe5,#a59378,#645042
42.303131,-71.0627966839,0,boston,#c3d5e8,#ebece5,#ebece5
42.303131,-71.0627966839,1,boston,#edf1f0,#a9b1b9,#605f5b
42.303131,-71.0627966839,2,boston,#f9f7fa,#e7eae0,#b5b8b3
42.303131,-71.0627966839,3,boston,#aac5e2,#9db3ca,#afb1ab
42.303131,-71.0648264032,0,boston,#f7f8fb,#ebe4e8,#5a6259
42.303131,-71.0648264032,1,boston,#5f2c38,#d1d5d6,#787c81
42.303131,-71.0648264032,2,boston,#cfd9c1,#dbe1dc,#5b6365
42.303131,-71.0648264032,3,boston,,,
42.303131,-71.0668561225,0,boston,#fffdf6,#768ca1,#888272
42.303131,-71.0668561225,1,boston,#e3e2db,#71784a,#6a6a64
42.303131,-71.0668561225,2,boston,#d2c6a4,#c4b593,#373b31
42.303131,-71.0668561225,3,boston,#e4d4b3,#c2b495,#dfdcd9
42.303131,-71.0688858418,0,boston,#f3f3f2,#e0e0df,#87857b
42.303131,-71.0688858418,1,boston,#dde5ea,#d8dadf,#676e71
42.303131,-71.0688858418,2,boston,#edede4,#d9dad1,#41433a
42.303131,-71.0688858418,3,boston,#e6e4e0,#7a8552,#5f5952
42.303131,-71.0709155611,0,boston,#ac7370,#e8e6e5,#5a574e
42.303131,-71.0709155611,1,boston,#c1b4ac,#c3cac9,#686c66
42.303131,-71.0709155611,2,boston,#1f1600,#311a0d,#848880
42.303131,-71.0709155611,3,boston,#18508d,#103f6d,#70756f
42.303131,-71.0749749997,0,boston,#fdf8f6,#fdfdfd,#fdf8f6
42.303131,-71.0749749997,1,boston,#d7dead,#9da15a,#9ba5b7
42.303131,-71.0749749997,2,boston,#fdfcfd,#c6b8ac,#5b655b
42.303131,-71.0749749997,3,boston,#fdfcfd,#030617,#61685c
42.303131,-71.077004719,0,boston,#fbe7c6,#fcfbd2,#7e857f
42.303131,-71.077004719,1,boston,#adbccd,#e0dbd0,#778182
42.303131,-71.077004719,2,boston,#e0d2c6,#72794a,#545967
42.303131,-71.077004719,3,boston,#c9dbeb,#f1f0ec,#f1f0ec
42.303131,-71.0790344383,0,boston,#4d7fa5,#f7e0c9,#e8e7e3
42.303131,-71.0790344383,1,boston,#262c01,#e0d9bd,#4b483d
42.303131,-71.0790344383,2,boston,#5d0711,#440812,#494639
42.303131,-71.0790344383,3,boston,#c3ae91,#eae8e4,#eae8e4
42.303131,-71.0810641576,0,boston,#a2bed2,#f3f3ed,#40443d
42.303131,-71.0810641576,1,boston,#e6caa8,#a18056,#988a78
42.303131,-71.0810641576,2,boston,#7b572d,#f1e1d2,#827a64
42.303131,-71.0810641576,3,boston,#a2a34f,#e1c6b5,#797260
42.303131,-71.0830938769,0,boston,#da9d98,#9fb7dd,#41423a
42.303131,-71.0830938769,1,boston,#91a5c1,#c0b190,#6f6d5f
42.303131,-71.0830938769,2,boston,#b8a381,#dbe6ef,#acaa95
42.303131,-71.0830938769,3,boston,#eac1b7,#f0d6d0,#786d56
42.303131,-71.0851235962,0,boston,#f6d1bc,#bb8b72,#d8d6d3
42.303131,-71.0851235962,1,boston,#f6e6da,#5c4326,#665b4d
42.303131,-71.0851235962,2,boston,#40270c,#885742,#6e6156
42.303131,-71.0851235962,3,boston,#d7be96,#f8f4df,#bab098
42.303131,-71.0912127541,0,boston,,,
42.303131,-71.0912127541,1,boston,,,
42.303131,-71.0912127541,2,boston,,,
42.303131,-71.0912127541,3,boston,,,
42.303131,-71.0993316314,0,boston,,,
42.303131,-71.0993316314,1,boston,,,
42.303131,-71.0993316314,2,boston,,,
42.303131,-71.0993316314,3,boston,,,
42.303131,-71.10339107,0,boston,#eaebeb,#e8e8e8,#e3e1e2
42.303131,-71.10339107,1,boston,#08342e,#b4a984,#edeff2
42.303131,-71.10339107,2,boston,#e1e6ed,#eeefea,#99aab2
42.303131,-71.10339107,3,boston,#acbdda,#d5b5ae,#f6f6ee
42.303131,-71.1054207893,0,boston,#f5f7f7,#616332,#f5f7f7
42.303131,-71.1054207893,1,boston,#f7ecd7,#f9f4e9,#f9f4e9
42.303131,-71.1054207893,2,boston,#7f4726,#b9a693,#726961
42.303131,-71.1054207893,3,boston,#e0e6f8,#b1c5db,#7e786b
42.303131,-71.1074505086,0,boston,#dadcba,#f1f4ee,#5a6d6b
42.303131,-71.1074505086,1,boston,,,
42.303131,-71.1074505086,2,boston,#364428,#72725d,#72725d
42.303131,-71.1074505086,3,boston,#ebe8d5,#f6f6f7,#60614c
42.303131,-71.1135396665,0,boston,#fffff9,#543a1b,#a29d94
42.303131,-71.1135396665,1,boston,,,
42.303131,-71.1135396665,2,boston,#d5c2a8,#b5a081,#767465
42.303131,-71.1135396665,3,boston,#f9d6be,#ffe1c9,#a09991
42.303131,-71.1155693858,0,boston,#16516f,#25677f,#45534b
42.303131,-71.1155693858,1,boston,#144c6e,#36718f,#45534b
42.303131,-71.1155693858,2,boston,#aa7d52,#f8f9f9,#b4b5b0
42.303131,-71.1155693858,3,boston,#d50a2f,#de2247,#b1b3b1
42.303131,-71.1175991051,0,boston,#e1d8ce,#daccc0,#e0e7ea
42.303131,-71.1175991051,1,boston,#e8dcd3,#f4efec,#dbd0c4
42.303131,-71.1175991051,2,boston,,,
42.303131,-71.1175991051,3,boston,,,
42.303131,-71.1196288244,0,boston,,,
42.303131,-71.1196288244,1,boston,,,
42.303131,-71.1196288244,2,boston,,,
42.303131,-71.1196288244,3,boston,,,
42.304631,-71.056707526,0,boston,#8e5e5c,#d7d8d9,#777770
42.304631,-71.056707526,1,boston,#e0e3dc,#d4d6d8,#53524a
42.304631,-71.056707526,2,boston,#f9fcfe,#ced0d0,#73736f
42.304631,-71.056707526,3,boston,#abaeac,#a7a6a1,#7e7d77
42.304631,-71.0587372453,0,boston,#6b5537,#dfdfdf,#566b75
42.304631,-71.0587372453,1,boston,#e1e5ed,#5d442a,#717674
42.304631,-71.0587372453,2,boston,#803238,#5d4e2e,#747269
42.304631,-71.0587372453,3,boston,#69332d,#f1ebed,#785a50
42.304631,-71.0607669646,0,boston,#d7a67a,#c28b5f,#e3e3df
42.304631,-71.0607669646,1,boston,#e1e6ea,#cbcdcd,#525a5b
42.304631,-71.0607669646,2,boston,#480704,#6c3d2b,#724230
42.304631,-71.0607669646,3,boston,#74432f,#516329,#e5e5e2
42.304631,-71.0648264032,0,boston,#e4e3e0,#dad9d5,#848883
42.304631,-71.0648264032,1,boston,#1f1a00,#fafcfb,#4b4942
42.304631,-71.0648264032,2,boston,#eedec5,#b49c78,#776e59
42.304631,-71.0648264032,3,boston,#ebd9ba,#ac937d,#d5d3cd
42.304631,-71.0668561225,0,boston,#5e4719,#edd8c9,#5f5544
42.304631,-71.0668561225,1,boston,#836238,#2d1406,#73726c
42.304631,-71.0668561225,2,boston,#a27f6a,#e5e5e1,#bdbab2
42.304631,-71.0668561225,3,boston,#a29259,#724c2c,#edede8
42.304631,-71.0688858418,0,boston,#eccb8a,#c8a975,#e8e8e7
42.304631,-71.0688858418,1,boston,#9e2533,#9a8567,#5d605d
42.304631,-71.0688858418,2,boston,#31340b,#e9eae9,#e9eae9
42.304631,-71.0688858418,3,boston,#b72c2c,#c43b3c,#e9e9e8
42.304631,-71.0709155611,0,boston,#e1e2de,#8299a9,#e1e2de
42.304631,-71.0709155611,1,boston,#7e4d33,#fcfdfb,#646764
42.304631,-71.0709155611,2,boston,#a16658,#fdfcf9,#7e7f77
42.304631,-71.0709155611,3,boston,#79432c,#a6bed5,#dddedc
42.304631,-71.0729452804,0,boston,#555a27,#849aad,#a09a8c
42.304631,-71.0729452804,1,boston,#d5d5d2,#a1a8af,#717471
42.304631,-71.0729452804,2,boston,#dfdfdf,#324a59,#8b8d8b
42.304631,-71.0729452804,3,boston,#e1e7e0,#d2d6d8,#ababa3
42.304631,-71.0749749997,0,boston,#e9eae4,#dfded5,#e9eae4
42.304631,-71.0749749997,1,boston,#a7a692,#111627,#61686e
42.304631,-71.0749749997,2,boston,#aba36f,#d0d6e8,#5e594f
42.304631,-71.0749749997,3,boston,#c1a995,#e6e5de,#e6e5de
42.304631,-71.077004719,0,boston,#a16747,#a48f6c,#505757
42.304631,-71.077004719,1,boston,#9c6646,#f7faf8,#9c6646
42.304631,-71.077004719,2,boston,#768b94,#111e29,#7e8e95
42.304631,-71.077004719,3,boston,#e7d3b1,#af9f79,#f2f1f3
42.304631,-71.0790344383,0,boston,#e9eae9,#d3d4cd,#e9eae9
42.304631,-71.0790344383,1,boston,#99b6ce,#e2e7e4,#5a6262
42.304631,-71.0790344383,2,boston,#c4b394,#c4d4de,#6a6255
42.304631,-71.0790344383,3,boston,#b67d6a,#98944e,#e7e9e7
42.304631,-71.0810641576,0,boston,#e7caad,#c2a689,#4e483b
42.304631,-71.0810641576,1,boston,#5c571f,#8a794e,#524e48
42.304631,-71.0810641576,2,boston,#5f4730,#7a724c,#53463d
42.304631,-71.0810641576,3,boston,#ccad92,#b07e6b,#73797b
42.304631,-71.0830938769,0,boston,#ebece5,#beb1a0,#737264
42.304631,-71.0830938769,1,boston,#c89c79,#1e0f00,#706961
42.304631,-71.0830938769,2,boston,#296368,#342d0b,#60655d
42.304631,-71.0830938769,3,boston,#c0a28a,#f2f5f2,#88847a
42.304631,-71.0851235962,0,boston,#b89278,#c8b2a1,#98bbbe
42.304631,-71.0851235962,1,boston,#9fb9bc,#b2a190,#9fb9bc
42.304631,-71.0851235962,2,boston,#fffcfd,#bcc496,#575650
42.304631,-71.0851235962,3,boston,#eaecd4,#997d5f,#76736b
42.304631,-71.0932424734,0,boston,,,
42.304631,-71.0932424734,1,boston,,,
42.304631,-71.0932424734,2,boston,,,
42.304631,-71.0932424734,3,boston,,,
42.304631,-71.0952721927,0,boston,,,
42.304631,-71.0952721927,1,boston,,,
42.304631,-71.0952721927,2,boston,#b4a795,#a99685,#bdb9b7
42.304631,-71.0952721927,3,boston,,,
42.304631,-71.10339107,0,boston,#c89c76,#9b6f48,#f6f3ee
42.304631,-71.10339107,1,boston,,,
42.304631,-71.10339107,2,boston,,,
42.304631,-71.10339107,3,boston,#bc883d,#9b651f,#f5f4ed
42.304631,-71.1054207893,0,boston,#99b1cc,#5e7e97,#f3f3f0
42.304631,-71.1054207893,1,boston,#cfd3a3,#f0f2f7,#4b4c44
42.304631,-71.1054207893,2,boston,#5c1c12,#96594a,#6c726c
42.304631,-71.1054207893,3,boston,#8b3841,#acc3d7,#eeece8
42.304631,-71.1074505086,0,boston,#e0e0e0,#bec1bf,#aeada8
42.304631,-71.1074505086,1,boston,#d8dedb,#adb6c4,#ada79a
42.304631,-71.1074505086,2,boston,#eeeeee,#d7d9d8,#494c46
42.304631,-71.1074505086,3,boston,#dee0e0,#c9ccce,#dee0e0
42.304631,-71.1094802279,0,boston,#963139,#76282b,#d7d9da
42.304631,-71.1094802279,1,boston,#7e1827,#c1b7a8,#c4c6bd
42.304631,-71.1094802279,2,boston,#c8c2b2,#a6b7c0,#a99f8e
42.304631,-71.1094802279,3,boston,#807850,#6f8798,#d6d7d7
42.304631,-71.1135396665,0,boston,#c08f87,#95b0c8,#f3f2ee
42.304631,-71.1135396665,1,boston,#fcf5f0,#ad8a7c,#a1988b
42.304631,-71.1135396665,2,boston,#e9e2ca,#9a815e,#5b5958
42.304631,-71.1135396665,3,boston,#f4f0ea,#b7bed6,#907857
42.304631,-71.1155693858,0,boston,#c5844d,#a26a41,#ab8164
42.304631,-71.1155693858,1,boston,#db9c68,#dea885,#3e3a2a
42.304631,-71.1155693858,2,boston,#24466b,#757e41,#706e69
42.304631,-71.1155693858,3,boston,#77733b,#634c30,#756f62
42.304631,-71.1175991051,0,boston,#fcfaf9,#875f49,#cfcbbc
42.304631,-71.1175991051,1,boston,#f4f4f5,#78899f,#c6c3b7
42.304631,-71.1175991051,2,boston,#532a24,#b7c2c8,#585a50
42.304631,-71.1175991051,3,boston,#7d92a0,#48586f,#585c53
42.304631,-71.1196288244,0,boston,#88a6cc,#685027,#c0b39e
42.304631,-71.1196288244,1,boston,#7d98b3,#f5f6f6,#c1b9a6
42.304631,-71.1196288244,2,boston,,,
42.304631,-71.1196288244,3,boston,,,
42.304631,-71.1216585437,0,boston,,,
42.304631,-71.1216585437,1,boston,,,
42.304631,-71.1216585437,2,boston,,,
42.304631,-71.1216585437,3,boston,,,
42.306131,-71.056707526,0,boston,#f6e7d5,#e9d1c0,#dcdcdb
42.306131,-71.056707526,1,boston,#c3aa93,#e7e8e1,#686e6b
42.306131,-71.056707526,2,boston,#c2c2bf,#afafa9,#737772
42.306131,-71.056707526,3,boston,#fcfbf4,#96afbd,#d6d6d3
42.306131,-71.0587372453,0,boston,#db6c61,#a18752,#5e4b3d
42.306131,-71.0587372453,1,boston,#e5eef0,#c9dad8,#89877f
42.306131,-71.0587372453,2,boston,#f6efd3,#6b2f23,#898781
42.306131,-71.0587372453,3,boston,#d9776b,#f1a8a0,#d9776b
42.306131,-71.0607669646,0,boston,#cbcdd2,#366162,#86898c
42.306131,-71.0607669646,1,boston,#ffffff,#eaeaeb,#7a7a78
42.306131,-71.0607669646,2,boston,#cfd2d2,#c2c5c3,#807f7b
42.306131,-71.0607669646,3,boston,#e9e2dc,#462f1b,#8d8f8e
42.306131,-71.0627966839,0,boston,#dbdad6,#cdcac3,#b0ada1
42.306131,-71.0627966839,1,boston,#f1f0f7,#896050,#a19e93
42.306131,-71.0627966839,2,boston,#f5f5f5,#e4e7e7,#5c5d4d
42.306131,-71.0627966839,3,boston,#f0edec,#e0e0e2,#7f8385
42.306131,-71.0648264032,0,boston,#ececeb,#d3cdbe,#7a7a6e
42.306131,-71.0648264032,1,boston,#edebe7,#1c4e35,#78756f
42.306131,-71.0648264032,2,boston,#efefe8,#646d36,#494c45
42.306131,-71.0648264032,3,boston,#e9e9e7,#cdcac4,#e9e9e7
42.306131,-71.0668561225,0,boston,#abd1dc,#f2efec,#454d51
42.306131,-71.0668561225,1,boston,#e9f0f4,#dcddeb,#686a65
42.306131,-71.0668561225,2,boston,#96a6c8,#8196b5,#c3bbad
42.306131,-71.0668561225,3,boston,#f3f0e7,#c5beae,#c5beae
42.306131,-71.0688858418,0,boston,#332500,#bca988,#deddd9
42.306131,-71.0688858418,1,boston,#e5e4db,#869faf,#7f7e75
42.306131,-71.0688858418,2,boston,#957a54,#71573a,#817d72
42.306131,-71.0688858418,3,boston,#6683a0,#e1dfdc,#e1dfdc
42.306131,-71.0709155611,0,boston,#37568f,#461b0d,#dadcda
42.306131,-71.0709155611,1,boston,#f7f6fb,#d1bdae,#767264
42.306131,-71.0709155611,2,boston,#b8875c,#f4eee8,#86806b
42.306131,-71.0709155611,3,boston,#859446,#496784,#e3e3e1
42.306131,-71.0729452804,0,boston,#f8acae,#e6cbaa,#e6cbaa
42.306131,-71.0729452804,1,boston,#0b2545,#c3ac93,#c3ac93
42.306131,-71.0729452804,2,boston,,,
42.306131,-71.0729452804,3,boston,#ffebc4,#d8b78d,#e7cba9
42.306131,-71.0749749997,0,boston,,,
42.306131,-71.0749749997,1,boston,,,
42.306131,-71.0749749997,2,boston,#b0b3bd,#a5adb5,#583f3a
42.306131,-71.0749749997,3,boston,#cddaef,#8d98ac,#7a7a72
42.306131,-71.077004719,0,boston,#d9a48d,#f6d2bd,#d9a48d
42.306131,-71.077004719,1,boston,#e7c7ab,#d7af95,#44433b
42.306131,-71.077004719,2,boston,#81231e,#ede1f4,#6c6b60
42.306131,-71.077004719,3,boston,#876737,#a08351,#827d6f
42.306131,-71.0790344383,0,boston,#b7a066,#7a692c,#d3c5ae
42.306131,-71.0790344383,1,boston,#9c8a6b,#c7bcbc,#59626c
42.306131,-71.0790344383,2,boston,#cad6ea,#e1d9cb,#3d3e3e
42.306131,-71.0790344383,3,boston,#f8f1e0,#eaddc9,#e1d5c1
42.306131,-71.0810641576,0,boston,#497fb1,#c39083,#e5e6e5
42.306131,-71.0810641576,1,boston,#715f3d,#afa08b,#adb1b4
42.306131,-71.0810641576,2,boston,#776b30,#c5ad91,#8e7957
42.306131,-71.0810641576,3,boston,#eccdc0,#8e785a,#e4e4e3
42.306131,-71.0830938769,0,boston,#a68466,#f6f5ed,#e6e6e0
42.306131,-71.0830938769,1,boston,#531214,#b28b6a,#463a30
42.306131,-71.0830938769,2,boston,#fffff7,#dcdede,#dcdede
42.306131,-71.0830938769,3,boston,#d3b4a0,#f2f5e9,#3d2f28
42.306131,-71.0851235962,0,boston,#9db1ca,#f8f5f0,#8d786b
42.306131,-71.0851235962,1,boston,#cab1a1,#ebe8e0,#41312d
42.306131,-71.0851235962,2,boston,#b79f7d,#6b592e,#3b2f26
42.306131,-71.0851235962,3,boston,#f7e2d3,#caab93,#494436
42.306131,-71.0871533155,0,boston,,,
42.306131,-71.0871533155,1,boston,#e6ecf9,#d4d8e1,#5d5449
42.306131,-71.0871533155,2,boston,,,
42.306131,-71.0871533155,3,boston,,,
42.306131,-71.0952721927,0,boston,,,
42.306131,-71.0952721927,1,boston,,,
42.306131,-71.0952721927,2,boston,,,
42.306131,-71.0952721927,3,boston,,,
42.306131,-71.1054207893,0,boston,#fffdfb,#e8e3d8,#39362f
42.306131,-71.1054207893,1,boston,#ecf48f,#d6eafd,#454b48
42.306131,-71.1054207893,2,boston,#eff6c4,#828cb5,#edf0f1
42.306131,-71.1054207893,3,boston,#f1dbc4,#eddfd4,#d0cab0
42.306131,-71.1074505086,0,boston,#c9755c,#e39c82,#c89b77
42.306131,-71.1074505086,1,boston,#ccdbe0,#e7e5e4,#c2ccd2
42.306131,-71.1074505086,2,boston,,,
