lat,lng,dir,city,D1,D2,M
42.312131,-71.1155693858,1,boston,#ab8963,#b1bccc,#dbdedf
42.312131,-71.1155693858,2,boston,#e3e9ec,#717ea4,#c9d0d6
42.312131,-71.1155693858,3,boston,#726f32,#e1d5c8,#dfe1c9
42.312131,-71.1175991051,0,boston,#896f4c,#604127,#e3e4e4
42.312131,-71.1175991051,1,boston,#d4c2ac,#fef7f8,#59605e
42.312131,-71.1175991051,2,boston,#f0efef,#c1c8d5,#473d3f
42.312131,-71.1175991051,3,boston,#d8c8ab,#f2e9dd,#7e6951
42.312131,-71.1196288244,0,boston,#adc4ee,#a98267,#bcb8ae
42.312131,-71.1196288244,1,boston,#f0e3d1,#e3e8e4,#8a8880
42.312131,-71.1196288244,2,boston,#aa9a51,#908136,#58584d
42.312131,-71.1196288244,3,boston,#facb7d,#986d32,#868781
42.312131,-71.1216585437,0,boston,#f7f7f4,#cecec7,#f7f7f4
42.312131,-71.1216585437,1,boston,#82a05e,#f6f7f6,#f6f7f6
42.312131,-71.1216585437,2,boston,#dce7bd,#dfe8d2,#69686a
42.312131,-71.1216585437,3,boston,#f7faf1,#d4dceb,#ebe8dc
42.312131,-71.123688263,0,boston,#b39a5f,#8f8e42,#949388
42.312131,-71.123688263,1,boston,#b07b63,#c69f89,#878e92
42.312131,-71.123688263,2,boston,#d49f91,#dbb89f,#7c8993
42.312131,-71.123688263,3,boston,#365671,#42617a,#b9c2c8
42.312131,-71.1257179823,0,boston,#b0996c,#b8c7dc,#d6d3c6
42.312131,-71.1257179823,1,boston,#815d40,#836445,#c2c5b3
42.312131,-71.1257179823,2,boston,#0a4c99,#5081af,#41413e
42.312131,-71.1257179823,3,boston,#9eb3ca,#edece1,#9eb3ca
42.312131,-71.1277477016,0,boston,#ebe9d6,#f9f8f9,#848486
42.312131,-71.1277477016,1,boston,#6d7894,#606c86,#757e90
42.312131,-71.1277477016,2,boston,#c1d7e2,#f7f9f9,#f7f9f9
42.312131,-71.1277477016,3,boston,#895730,#936946,#fafbfb
42.312131,-71.1297774209,0,boston,#b4bac5,#909dac,#909dac
42.312131,-71.1297774209,1,boston,,,
42.312131,-71.1297774209,2,boston,#d7d5da,#565d6e,#74727f
42.312131,-71.1297774209,3,boston,#788a5b,#7f899b,#7f899b
42.312131,-71.1318071402,0,boston,,,
42.312131,-71.1318071402,1,boston,,,
42.312131,-71.1318071402,2,boston,#cbdaea,#c5d4e4,#897e9d
42.312131,-71.1318071402,3,boston,,,
42.312131,-71.1338368595,0,boston,,,
42.312131,-71.1338368595,1,boston,,,
42.312131,-71.1338368595,2,boston,,,
42.312131,-71.1338368595,3,boston,,,
42.312131,-71.1358665788,0,boston,,,
42.312131,-71.1358665788,1,boston,#c7bab6,#b9acaa,#978d91
42.312131,-71.1358665788,2,boston,,,
42.312131,-71.1358665788,3,boston,,,
42.313631,-71.0404697716,0,boston,#622c0e,#f5ddc0,#8e8984
42.313631,-71.0404697716,1,boston,#ca8630,#e6c77b,#b3a291
42.313631,-71.0404697716,2,boston,#af943e,#5692b9,#737169
42.313631,-71.0404697716,3,boston,#a58643,#ede1d2,#a49d90
42.313631,-71.0424994909,0,boston,,,
42.313631,-71.0424994909,1,boston,#b5c3b3,#b4aead,#525f5a
42.313631,-71.0424994909,2,boston,#878d58,#91946b,#bdc0c1
42.313631,-71.0424994909,3,boston,,,
42.313631,-71.0465589295,0,boston,#ba130b,#531218,#ba130b
42.313631,-71.0465589295,1,boston,,,
42.313631,-71.0465589295,2,boston,#e1ded7,#afaea0,#afaea0
42.313631,-71.0465589295,3,boston,#721821,#f8f8f5,#f8f8f5
42.313631,-71.0526480874,0,boston,#591019,#94454f,#d1c0b7
42.313631,-71.0526480874,1,boston,#bfcbd3,#e3e4df,#5d564a
42.313631,-71.0526480874,2,boston,#7f5b2a,#e7eef3,#88837c
42.313631,-71.0526480874,3,boston,#a03b4d,#7d5f30,#bfbbad
42.313631,-71.0546778067,0,boston,#f6f2eb,#494119,#aaa699
42.313631,-71.0546778067,1,boston,#efe6e4,#ddd4c9,#472e2a
42.313631,-71.0546778067,2,boston,#553818,#e9e8ea,#7c7774
42.313631,-71.0546778067,3,boston,#4c430c,#aa877c,#dedfdf
42.313631,-71.056707526,0,boston,#02063f,#e0e1df,#e0e1df
42.313631,-71.056707526,1,boston,#7793a3,#dfe0df,#dfe0df
42.313631,-71.056707526,2,boston,#041722,#2d170a,#5a574c
42.313631,-71.056707526,3,boston,#68400c,#7e5c23,#e2e3e4
42.313631,-71.0587372453,0,boston,#c2b573,#b38e69,#7b786c
42.313631,-71.0587372453,1,boston,#89a7c8,#e1e6e9,#828481
42.313631,-71.0587372453,2,boston,#f0f0f0,#d1ceca,#7d7970
42.313631,-71.0587372453,3,boston,#ffebc9,#e2c2a0,#e5e5e3
42.313631,-71.0607669646,0,boston,#e9e7e7,#d9d4ce,#847d6d
42.313631,-71.0607669646,1,boston,#889eb5,#efeeed,#68655f
42.313631,-71.0607669646,2,boston,#979552,#8ba4b7,#819098
42.313631,-71.0607669646,3,boston,#7e9fc9,#faf7f7,#849198
42.313631,-71.0627966839,0,boston,#f1c57e,#b28b4c,#cca88d
42.313631,-71.0627966839,1,boston,#cfcca0,#f1f0ea,#6f7170
42.313631,-71.0627966839,2,boston,#e1b1a1,#8f6f42,#344349
42.313631,-71.0627966839,3,boston,#fcd491,#cba15e,#2a1d1f
42.313631,-71.0648264032,0,boston,#f0e4cc,#dbd5bc,#53564a
42.313631,-71.0648264032,1,boston,#e4dfd3,#d4cdc2,#ada596
42.313631,-71.0648264032,2,boston,#e5d0b4,#0f2c4c,#46413d
42.313631,-71.0648264032,3,boston,#fcfbfa,#404c6c,#2c2424
42.313631,-71.0668561225,0,boston,#ebc19a,#f4f3ef,#f4f3ef
42.313631,-71.0668561225,1,boston,#dac4aa,#ebebd5,#586161
42.313631,-71.0668561225,2,boston,#cbbf98,#f5f6f0,#939491
42.313631,-71.0668561225,3,boston,#c67d5c,#ebbe96,#f5f4f0
42.313631,-71.0688858418,0,boston,#c6905f,#ebeae5,#ebeae5
42.313631,-71.0688858418,1,boston,#d2758e,#c16873,#756f62
42.313631,-71.0688858418,2,boston,#aa9067,#f8fafa,#858a89
42.313631,-71.0688858418,3,boston,#d98b64,#d9beae,#8c9397
42.313631,-71.0709155611,0,boston,#fbf7f0,#bed0da,#fbf7f0
42.313631,-71.0709155611,1,boston,#d4cbb1,#dbcec4,#a6a29b
42.313631,-71.0709155611,2,boston,,,
42.313631,-71.0709155611,3,boston,#fffef8,#ac9d79,#6a634d
42.313631,-71.0729452804,0,boston,#88a9bd,#7d6d44,#cbc7bc
42.313631,-71.0729452804,1,boston,#e2e1de,#d0cec9,#605f5b
42.313631,-71.0729452804,2,boston,#c7cfd2,#25290b,#6b6b62
42.313631,-71.0729452804,3,boston,#e3d9cf,#c8c4b7,#c8c4b7
42.313631,-71.0749749997,0,boston,#ccae8e,#2c1b04,#e8e6e1
42.313631,-71.0749749997,1,boston,#9aa060,#fcfcf3,#5b4534
42.313631,-71.0749749997,2,boston,#351903,#926f54,#543e2f
42.313631,-71.0749749997,3,boston,#a98761,#dac4af,#ebe6e1
42.313631,-71.077004719,0,boston,#5f2220,#3a110e,#bab6a8
42.313631,-71.077004719,1,boston,#a63a3b,#44100e,#6e726b
42.313631,-71.077004719,2,boston,#e7e9e3,#b8c3cb,#818788
42.313631,-71.077004719,3,boston,#ccbca6,#eaecec,#5a514a
42.313631,-71.0790344383,0,boston,#af6455,#d6b496,#b9b5a6
42.313631,-71.0790344383,1,boston,#e5f3fd,#551a17,#766c57
42.313631,-71.0790344383,2,boston,#873521,#ebe1c5,#625543
42.313631,-71.0790344383,3,boston,#dce09d,#f0eadf,#f0eadf
42.313631,-71.0810641576,0,boston,#494407,#693a24,#dedfdf
42.313631,-71.0810641576,1,boston,#976821,#825514,#c99089
42.313631,-71.0810641576,2,boston,#bba086,#cad3d9,#827a71
42.313631,-71.0810641576,3,boston,#e7e7de,#907c68,#9f9c96
42.313631,-71.0830938769,0,boston,#bb8c7b,#e8dbc9,#cabfaa
42.313631,-71.0830938769,1,boston,#f8fbf4,#e9ebe7,#787e7c
42.313631,-71.0830938769,2,boston,#ecf0e3,#61462f,#585b57
42.313631,-71.0830938769,3,boston,#ca5469,#0a0c00,#6e7375
42.313631,-71.0851235962,0,boston,#90a5c6,#6e8ca8,#e2e2e3
42.313631,-71.0851235962,1,boston,#445466,#817869,#4d5b5b
42.313631,-71.0851235962,2,boston,#ba8e79,#614223,#4f5957
42.313631,-71.0851235962,3,boston,#87a9ca,#efe9dd,#515c53
42.313631,-71.0871533155,0,boston,#8aabcf,#7d9fb9,#5b655b
42.313631,-71.0871533155,1,boston,#dcd1bd,#ffffff,#5b5652
42.313631,-71.0871533155,2,boston,#ddc0a1,#8d97c7,#333120
42.313631,-71.0871533155,3,boston,#bcaa82,#f1efec,#9b8c72
42.313631,-71.0891830348,0,boston,#9c6f53,#8f6c45,#f2dddc
42.313631,-71.0891830348,1,boston,#fef7f4,#ffffff,#a09d92
42.313631,-71.0891830348,2,boston,#dfcdba,#cdbcaa,#dad5d0
42.313631,-71.0891830348,3,boston,#bd9b80,#b8907a,#baa18b
42.313631,-71.0912127541,0,boston,#443e00,#935d3d,#817d6a
42.313631,-71.0912127541,1,boston,#9b995f,#f5f8f9,#888373
42.313631,-71.0912127541,2,boston,#c29f88,#d1dbe8,#49281d
42.313631,-71.0912127541,3,boston,#b36848,#a9a253,#442319
42.313631,-71.0932424734,0,boston,#b57651,#f1f5bc,#4f3228
42.313631,-71.0932424734,1,boston,#c78b83,#e5c6b3,#4f3028
42.313631,-71.0932424734,2,boston,#b1926f,#95a7b7,#7b7b71
42.313631,-71.0932424734,3,boston,#ddb0a0,#bd9f7f,#7f8173
42.313631,-71.0952721927,0,boston,#d4cabb,#c3b7a5,#e6e4e2
42.313631,-71.0952721927,1,boston,#eeede9,#ccbfae,#ccbfae
42.313631,-71.0952721927,2,boston,#cacecf,#4c5d35,#cacecf
42.313631,-71.0952721927,3,boston,#3f3713,#cacdce,#27201b
42.313631,-71.097301912,0,boston,#8e3928,#ac8a6f,#f0f0ec
42.313631,-71.097301912,1,boston,#6b2c13,#d5b096,#6f756d
42.313631,-71.097301912,2,boston,#d9ceb5,#d5c5bb,#7c7672
42.313631,-71.097301912,3,boston,#403a0d,#899152,#f2f1ef
42.313631,-71.0993316314,0,boston,#d29c74,#472308,#f8f1e3
42.313631,-71.0993316314,1,boston,#baab93,#a6957e,#aaaaa8
42.313631,-71.0993316314,2,boston,#eff2e9,#b3c7cf,#584f48
42.313631,-71.0993316314,3,boston,#d2a076,#b37d57,#5d5347
42.313631,-71.1013613507,0,boston,#822818,#e39586,#e39586
42.313631,-71.1013613507,1,boston,#bad7e1,#c9e0e8,#745442
42.313631,-71.1013613507,2,boston,#eebbaf,#dda89c,#775649
42.313631,-71.1013613507,3,boston,#e2917c,#862f19,#e2917c
42.313631,-71.10339107,0,boston,#d3b29e,#8b4841,#e6e7e7
42.313631,-71.10339107,1,boston,#e7e7e5,#d9d9d7,#7e807d
42.313631,-71.10339107,2,boston,#bfa479,#564e17,#82684f
42.313631,-71.10339107,3,boston,#816831,#ddcbb5,#826a51
42.313631,-71.1054207893,0,boston,#b7540c,#781c13,#bec6d1
42.313631,-71.1054207893,1,boston,#e2e3e1,#c7c7c3,#c7c7c3
42.313631,-71.1054207893,2,boston,#ededf0,#d5dcdf,#868685
42.313631,-71.1054207893,3,boston,#a73f01,#c7741f,#4a4435
42.313631,-71.1074505086,0,boston,#fcfcf4,#956156,#9f9f9c
42.313631,-71.1074505086,1,boston,#e8c9c1,#b49287,#494951
42.313631,-71.1074505086,2,boston,#bacadc,#d2dbe2,#bacadc
42.313631,-71.1074505086,3,boston,#ece8d3,#d6c5ae,#eeeeea
42.313631,-71.1094802279,0,boston,#f3f1f4,#dcdadd,#f3f1f4
42.313631,-71.1094802279,1,boston,#6f3041,#e8e6ea,#353c43
42.313631,-71.1094802279,2,boston,#1e3566,#cacbd3,#513030
42.313631,-71.1094802279,3,boston,,,
42.313631,-71.1115099472,0,boston,#f0e5d0,#3d320d,#717a79
42.313631,-71.1115099472,1,boston,#c8b097,#f3ebe9,#cfcdda
42.313631,-71.1115099472,2,boston,#4b360c,#5e441f,#71726f
42.313631,-71.1115099472,3,boston,#7c5023,#e1aca4,#d8d6d0
42.313631,-71.1135396665,0,boston,#214272,#ebebe9,#ebebe9
42.313631,-71.1135396665,1,boston,#7d97b7,#e5e5eb,#8f887a
42.313631,-71.1135396665,2,boston,#f6efd5,#deccb3,#8e8a80
42.313631,-71.1135396665,3,boston,#6280a1,#6b7031,#c0c0bc
42.313631,-71.1155693858,0,boston,#d0b377,#f6f0e6,#565c6b
42.313631,-71.1155693858,1,boston,#ffefd9,#eedfc3,#f1f6fa
42.313631,-71.1155693858,2,boston,#795827,#5a4815,#9e8882
42.313631,-71.1155693858,3,boston,#b18d85,#bdb3a1,#444445
42.313631,-71.1175991051,0,boston,#dde4a8,#2d390c,#ecebe9
42.313631,-71.1175991051,1,boston,#b79e70,#d5b6aa,#b79e70
42.313631,-71.1175991051,2,boston,#fcefe4,#f6fafd,#3f3f3c
42.313631,-71.1175991051,3,boston,#f6ece4,#cfbcab,#aba9a1
42.313631,-71.1196288244,0,boston,,,
42.313631,-71.1196288244,1,boston,,,
42.313631,-71.1196288244,2,boston,#d9cfb4,#bbbfd0,#413f3e
42.313631,-71.1196288244,3,boston,,,
42.313631,-71.1216585437,0,boston,,,
42.313631,-71.1216585437,1,boston,,,
42.313631,-71.1216585437,2,boston,,,
42.313631,-71.1216585437,3,boston,,,
42.313631,-71.123688263,0,boston,#fcfdfe,#cecbd0,#777281
42.313631,-71.123688263,1,boston,#7e1c2e,#8b3948,#9ca1b0
42.313631,-71.123688263,2,boston,#8e7364,#b0b4bd,#b0b4bd
42.313631,-71.123688263,3,boston,#eaeae5,#c3c2d2,#767789
42.313631,-71.1277477016,0,boston,,,
42.313631,-71.1277477016,1,boston,#8b9882,#808b78,#8b9882
42.313631,-71.1277477016,2,boston,#8c9f8b,#7f8a7a,#54554c
42.313631,-71.1277477016,3,boston,#caced0,#c8cacb,#caced0
42.313631,-71.1297774209,0,boston,,,
42.313631,-71.1297774209,1,boston,#efe6fd,#b2aabb,#5a4c3f
42.313631,-71.1297774209,2,boston,#eeeae9,#b7acb5,#5f4b42
42.313631,-71.1297774209,3,boston,#86776a,#6b5a4d,#584b42
42.313631,-71.1318071402,0,boston,#fef7fa,#abbbcd,#9aa7b3
42.313631,-71.1318071402,1,boston,,,
42.313631,-71.1318071402,2,boston,,,
42.313631,-71.1318071402,3,boston,#c9c9c1,#c4c3b9,#c9c9c1
42.313631,-71.1378962981,0,boston,,,
42.313631,-71.1378962981,1,boston,#d3d9e2,#c5cbd8,#c1bfb8
42.313631,-71.1378962981,2,boston,,,
42.313631,-71.1378962981,3,boston,,,
42.313631,-71.1399260174,0,boston,#b2a27f,#e4e3e2,#e4e3e2
42.313631,-71.1399260174,1,boston,#a6ac6b,#dbe0de,#1d1f1f
42.313631,-71.1399260174,2,boston,#dbdfdc,#221c09,#dbdfdc
42.313631,-71.1399260174,3,boston,#ece9d7,#f1f6f9,#78786e
42.315131,-71.0384400523,0,boston,#46511d,#877450,#c1cbc8
42.315131,-71.0384400523,1,boston,#af3543,#bcb193,#8a876a
42.315131,-71.0384400523,2,boston,#dad9d7,#445534,#dad9d7
42.315131,-71.0384400523,3,boston,#dae6e4,#0a0a03,#4d5f59
42.315131,-71.0404697716,0,boston,#d4dcc9,#e2dedb,#d4dcc9
42.315131,-71.0404697716,1,boston,#7a3c32,#612724,#543c33
42.315131,-71.0404697716,2,boston,#fffef9,#ecebe6,#9d9e95
42.315131,-71.0404697716,3,boston,#a5523d,#875135,#b3b4b8
42.315131,-71.0445292102,0,boston,#80565a,#b0a69c,#a5a9aa
42.315131,-71.0445292102,1,boston,#977e68,#8f7560,#888985
42.315131,-71.0445292102,2,boston,,,
42.315131,-71.0445292102,3,boston,,,
42.315131,-71.0465589295,0,boston,#5f141f,#4a1f1f,#7a5b4b
42.315131,-71.0465589295,1,boston,,,
42.315131,-71.0465589295,2,boston,,,
42.315131,-71.0465589295,3,boston,#221b08,#a7b4bc,#755a49
42.315131,-71.0485886488,0,boston,#e9ebea,#30150e,#7e6059
42.315131,-71.0485886488,1,boston,,,
42.315131,-71.0485886488,2,boston,#ada679,#9f8c7c,#4d3a32
42.315131,-71.0485886488,3,boston,#756c43,#ced2c5,#5d443e
42.315131,-71.0526480874,0,boston,#7d96bf,#e0e1e2,#e0e1e2
42.315131,-71.0526480874,1,boston,#ebece8,#6d3637,#6c6f72
42.315131,-71.0526480874,2,boston,#95acc1,#f2f2f2,#95958d
42.315131,-71.0526480874,3,boston,#7d97bb,#6c82ac,#e4e4e4
42.315131,-71.0546778067,0,boston,#b6706b,#975548,#dbd3ca
42.315131,-71.0546778067,1,boston,#040e2c,#f7f7f5,#8e8e8a
42.315131,-71.0546778067,2,boston,#66060f,#000b1e,#908f8c
42.315131,-71.0546778067,3,boston,#b8716e,#7794b3,#ddd8cf
42.315131,-71.056707526,0,boston,#8cacc6,#f9f8f3,#dbcec1
42.315131,-71.056707526,1,boston,#ebe4d0,#978b54,#62513f
42.315131,-71.056707526,2,boston,#f0eae0,#cdbca5,#7a6f5a
42.315131,-71.056707526,3,boston,#8db3d8,#b5967e,#7c725f
42.315131,-71.0587372453,0,boston,#bb9566,#c3a475,#e0dfde
42.315131,-71.0587372453,1,boston,#627e96,#928260,#e2e3e3
42.315131,-71.0587372453,2,boston,#95a4bb,#e1e6e2,#6c7270
42.315131,-71.0587372453,3,boston,#ce8e85,#b6986d,#cbc4b6
42.315131,-71.0607669646,0,boston,#d0d0cd,#a9a69b,#d0d0cd
42.315131,-71.0607669646,1,boston,#f1f1ef,#7d4647,#6b6d64
42.315131,-71.0607669646,2,boston,#a1917a,#8c7d5f,#8a8884
42.315131,-71.0607669646,3,boston,#c5b8ad,#d7d6d3,#7a7972
42.315131,-71.0627966839,0,boston,#da9c90,#c78a7d,#d5d4d2
42.315131,-71.0627966839,1,boston,#d0948a,#f3f8fe,#412e24
42.315131,-71.0627966839,2,boston,#262105,#fafafa,#46342d
42.315131,-71.0627966839,3,boston,#8ba7c1,#e4ddd5,#e4ddd5
42.315131,-71.0648264032,0,boston,#d5cba8,#f3ebe3,#6a6e73
42.315131,-71.0648264032,1,boston,#6a6925,#faf7f6,#3e3936
42.315131,-71.0648264032,2,boston,#f4ecda,#e7d4c7,#68645b
42.315131,-71.0648264032,3,boston,#0f2100,#e9e9e6,#e9e9e6
42.315131,-71.0668561225,0,boston,#d3bea2,#f3f0e1,#676357
42.315131,-71.0668561225,1,boston,#6d5e20,#cda88c,#422e28
42.315131,-71.0668561225,2,boston,#6a532c,#c4b8a2,#473430
42.315131,-71.0668561225,3,boston,#d4b19b,#f1dfcf,#6288a4
42.315131,-71.0688858418,0,boston,#eab8a5,#c48d76,#6d7685
42.315131,-71.0688858418,1,boston,#e2ddd9,#482b1c,#676e66
42.315131,-71.0688858418,2,boston,#f2f2f2,#8c6656,#574641
42.315131,-71.0688858418,3,boston,#eec2b6,#bed3e9,#5e6f83
42.315131,-71.0709155611,0,boston,#ffffff,#b59984,#e3e3df
42.315131,-71.0709155611,1,boston,#bc9f7f,#a38865,#e2e1de
42.315131,-71.0709155611,2,boston,#bfcde5,#d6e1e8,#505149
42.315131,-71.0709155611,3,boston,#fffffd,#ab7a72,#717066
42.315131,-71.0729452804,0,boston,#99695d,#e3e2e0,#e3e2e0
42.315131,-71.0729452804,1,boston,#6c7020,#959653,#8d8d83
42.315131,-71.0729452804,2,boston,#b2b949,#b9c157,#7a7368
42.315131,-71.0729452804,3,boston,#9d8761,#668592,#d9dadb
42.315131,-71.0749749997,0,boston,#f7f6f5,#e9eae9,#cdcccc
42.315131,-71.0749749997,1,boston,#dd6f71,#ab7668,#4a2925
42.315131,-71.0749749997,2,boston,#655f28,#cebba8,#413232
42.315131,-71.0749749997,3,boston,#9cb4d0,#f7f7f4,#8a8981
42.315131,-71.077004719,0,boston,#6c6928,#ffffff,#dededc
42.315131,-71.077004719,1,boston,#b09675,#9f8566,#dfdfde
42.315131,-71.077004719,2,boston,#a39906,#8e9201,#84837f
42.315131,-71.077004719,3,boston,#7d5534,#625229,#878782
42.315131,-71.0790344383,0,boston,#d7abbb,#fafcfa,#fafcfa
42.315131,-71.0790344383,1,boston,#e7d9af,#cddbea,#69605f
42.315131,-71.0790344383,2,boston,#60590f,#454a0f,#564648
42.315131,-71.0790344383,3,boston,#a77d57,#f5f1e8,#d9d3cd
42.315131,-71.0810641576,0,boston,#dddfda,#aa9f89,#aa9f89
42.315131,-71.0810641576,1,boston,#3c1515,#583d29,#929a99
42.315131,-71.0810641576,2,boston,#78874a,#d4d7d5,#626c5c
42.315131,-71.0810641576,3,boston,#e6e9e6,#d4d5d0,#8b8d81
42.315131,-71.0830938769,0,boston,#a4694d,#ab755f,#e8e8e6
42.315131,-71.0830938769,1,boston,#e8e9ea,#4e3520,#e8e9ea
42.315131,-71.0830938769,2,boston,#8e6631,#9e7242,#8e8c80
42.315131,-71.0830938769,3,boston,#eed6d3,#e8e1cb,#8c8c82
42.315131,-71.0851235962,0,boston,#bf8c6d,#f8f4f7,#a2a094
42.315131,-71.0851235962,1,boston,#947657,#d9d6d0,#53554f
42.315131,-71.0851235962,2,boston,#eeedea,#828750,#52534e
42.315131,-71.0851235962,3,boston,#ba9579,#220402,#dedcd6
42.315131,-71.0871533155,0,boston,#ddbd9e,#cba787,#e0dfdf
42.315131,-71.0871533155,1,boston,#e5dbc7,#ac8d72,#788081
42.315131,-71.0871533155,2,boston,#545823,#eaeaea,#787e80
42.315131,-71.0871533155,3,boston,#e9eae7,#d2cdc6,#e9eae7
42.315131,-71.0891830348,0,boston,#b97c6e,#c1ae93,#e5e5e3
42.315131,-71.0891830348,1,boston,#e0e6ec,#eef0ed,#bec3c7
42.315131,-71.0891830348,2,boston,#e7cea5,#6c3421,#757068
42.315131,-71.0891830348,3,boston,#b67e71,#5b361b,#deddd7
42.315131,-71.0912127541,0,boston,#261400,#f0f0ea,#a59f8f
42.315131,-71.0912127541,1,boston,#d7c9bc,#dedad4,#747176
42.315131,-71.0912127541,2,boston,#b28e71,#b8a784,#68707c
42.315131,-71.0912127541,3,boston,#a69057,#995f5f,#eceeee
42.315131,-71.0932424734,0,boston,#f1d1b8,#c6a079,#7a5841
42.315131,-71.0932424734,1,boston,#dfcbb1,#b8ad7a,#6e5747
42.315131,-71.0932424734,2,boston,#b08362,#f7f6ef,#7f7b74
42.315131,-71.0932424734,3,boston,#e1bda2,#cfac8c,#f0eeea
42.315131,-71.0952721927,0,boston,#7b6d23,#60551b,#cbc6b8
42.315131,-71.0952721927,1,boston,#be4c4e,#d36c67,#50443a
42.315131,-71.0952721927,2,boston,#ea7f7b,#d46461,#716b5d
42.315131,-71.0952721927,3,boston,#866007,#69521a,#7d6858
42.315131,-71.097301912,0,boston,#90744d,#dfdcdb,#a9abad
42.315131,-71.097301912,1,boston,#a9b8bf,#b2b8c4,#958a7a
42.315131,-71.097301912,2,boston,#d4d4d4,#989477,#52402c
42.315131,-71.097301912,3,boston,#1d330b,#e0e0e1,#4f3a27
42.315131,-71.0993316314,0,boston,#c39562,#ad7d4d,#9cb9bb
42.315131,-71.0993316314,1,boston,#535d0d,#cead8d,#d5d4ca
42.315131,-71.0993316314,2,boston,#6c2526,#3b170c,#6d756c
42.315131,-71.0993316314,3,boston,#908027,#958537,#6a6e64
42.315131,-71.1013613507,0,boston,#734033,#e6e4da,#e6e4da
42.315131,-71.1013613507,1,boston,#a6b9d0,#f6f5f3,#dddedc
42.315131,-71.1013613507,2,boston,#dfe0e4,#c9d1d5,#555c5e
42.315131,-71.1013613507,3,boston,#fdf9e7,#ffffff,#62625a
42.315131,-71.10339107,0,boston,#ac7056,#c4a976,#97988e
42.315131,-71.10339107,1,boston,#5995cb,#6b9bd5,#45443c
42.315131,-71.10339107,2,boston,#c42b38,#a96d35,#41403c
42.315131,-71.10339107,3,boston,#8a4c24,#522a11,#898c8b
42.315131,-71.1054207893,0,boston,#85a8cc,#182e5f,#85a8cc
42.315131,-71.1054207893,1,boston,,,
42.315131,-71.1054207893,2,boston,#dbecff,#8699c7,#614f40
42.315131,-71.1054207893,3,boston,#7792b3,#8ea6c3,#e9e9e6
42.315131,-71.1074505086,0,boston,#faf5f6,#b4ab90,#dadadf
42.315131,-71.1074505086,1,boston,#8a9338,#ced7ac,#4f4f44
42.315131,-71.1074505086,2,boston,#e2e6be,#999aca,#7c819b
42.315131,-71.1074505086,3,boston,#f5ecf6,#ded1d4,#ded1d4
42.315131,-71.1094802279,0,boston,#a0824a,#534115,#8e9983
42.315131,-71.1094802279,1,boston,#c07668,#291d02,#494840
42.315131,-71.1094802279,2,boston,#b99871,#ebeff4,#5b584c
42.315131,-71.1094802279,3,boston,#896f44,#6985a4,#b2a994
42.315131,-71.1115099472,1,boston,#d7d7e0,#6d736a,#35312f
42.315131,-71.1115099472,2,boston,#f8f0d5,#7c6342,#262623
42.315131,-71.1115099472,3,boston,#626248,#333525,#232220
42.315131,-71.1135396665,0,boston,#dbba6e,#c9a16a,#474752
42.315131,-71.1135396665,1,boston,,,
42.315131,-71.1135396665,2,boston,#a67e5c,#b28771,#653c2f
42.315131,-71.1135396665,3,boston,#a16d3d,#f9f8f9,#654c3f
42.315131,-71.1155693858,0,boston,#a1b7d3,#f6f1ec,#394246
42.315131,-71.1155693858,1,boston,#887e26,#e6b2a3,#d4dfe7
42.315131,-71.1155693858,2,boston,#4f4c16,#e9dcd1,#e1e8ee
42.315131,-71.1155693858,3,boston,#8f9326,#fdfaf3,#e7dfd6
42.315131,-71.1175991051,0,boston,,,
42.315131,-71.1175991051,1,boston,#91915e,#e1ded9,#3b4042
42.315131,-71.1175991051,2,boston,#bab791,#c6bfa8,#3c3e40
42.315131,-71.1175991051,3,boston,,,
42.315131,-71.123688263,0,boston,,,
42.315131,-71.123688263,1,boston,#625885,#9c90ae,#9c90ae
42.315131,-71.123688263,2,boston,#f7f1fe,#fcfefe,#857b7e
42.315131,-71.123688263,3,boston,#648a57,#9cb0af,#6b5e68
42.315131,-71.1318071402,0,boston,#fcfcfc,#e9e7ef,#fcfcfc
42.315131,-71.1318071402,1,boston,#efedf6,#fdfefe,#fdfefe
42.315131,-71.1318071402,2,boston,#1c2c07,#9fa5bb,#624f53
42.315131,-71.1318071402,3,boston,#726666,#574549,#574549
42.315131,-71.1338368595,0,boston,#772c2e,#410d0d,#825f55
42.315131,-71.1338368595,1,boston,#0a0400,#cfc7b6,#c6c6cb
42.315131,-71.1338368595,2,boston,,,
42.315131,-71.1338368595,3,boston,#55080b,#bbaa9f,#85635a
42.315131,-71.1358665788,0,boston,#f4eff5,#f7f7f9,#f4eff5
42.315131,-71.1358665788,1,boston,,,
42.315131,-71.1358665788,2,boston,#a8ad77,#edede0,#b1a49b
42.315131,-71.1358665788,3,boston,,,
42.315131,-71.1399260174,0,boston,,,
42.315131,-71.1399260174,1,boston,,,
42.315131,-71.1399260174,2,boston,#d9ded7,#857660,#696858
42.315131,-71.1399260174,3,boston,#5e361c,#653b23,#7b8086
42.315131,-71.1419557367,0,boston,#ecece9,#a29484,#ecece9
42.315131,-71.1419557367,1,boston,,,
42.315131,-71.1419557367,2,boston,#eae7e2,#ddd7d2,#d0cbc5
42.315131,-71.1419557367,3,boston,#573a17,#957c5a,#e9ebeb
42.316631,-71.0384400523,0,boston,,,
42.316631,-71.0384400523,1,boston,,,
42.316631,-71.0384400523,2,boston,,,
