,lat,lng
0,51.49886,-0.213170173349
1,51.50036,-0.213170173349
2,51.50186,-0.213170173349
3,51.50336,-0.213170173349
4,51.50486,-0.213170173349
5,51.50636,-0.213170173349
6,51.50786,-0.213170173349
7,51.50936,-0.213170173349
8,51.51086,-0.213170173349
9,51.51236,-0.213170173349
10,51.51386,-0.213170173349
11,51.51536,-0.213170173349
12,51.49286,-0.21076020224
13,51.49436,-0.21076020224
14,51.49586,-0.21076020224
15,51.49736,-0.21076020224
16,51.49886,-0.21076020224
17,51.50036,-0.21076020224
18,51.50186,-0.21076020224
19,51.50336,-0.21076020224
20,51.50486,-0.21076020224
21,51.50636,-0.21076020224
22,51.50786,-0.21076020224
23,51.50936,-0.21076020224
24,51.51086,-0.21076020224
25,51.51236,-0.21076020224
26,51.51386,-0.21076020224
27,51.51536,-0.21076020224
28,51.51686,-0.21076020224
29,51.51836,-0.21076020224
30,51.51986,-0.21076020224
31,51.52136,-0.21076020224
32,51.48836,-0.208350231132
33,51.48986,-0.208350231132
34,51.49136,-0.208350231132
35,51.49286,-0.208350231132
36,51.49436,-0.208350231132
37,51.49586,-0.208350231132
38,51.49736,-0.208350231132
39,51.49886,-0.208350231132
40,51.50036,-0.208350231132
41,51.50186,-0.208350231132
42,51.50336,-0.208350231132
43,51.50486,-0.208350231132
44,51.50636,-0.208350231132
45,51.50786,-0.208350231132
46,51.50936,-0.208350231132
47,51.51086,-0.208350231132
48,51.51236,-0.208350231132
49,51.51386,-0.208350231132
50,51.51536,-0.208350231132
51,51.51686,-0.208350231132
52,51.51836,-0.208350231132
53,51.51986,-0.208350231132
54,51.52136,-0.208350231132
55,51.52286,-0.208350231132
56,51.52436,-0.208350231132
57,51.52586,-0.208350231132
58,51.48536,-0.205940260023
59,51.48686,-0.205940260023
60,51.48836,-0.205940260023
61,51.48986,-0.205940260023
62,51.49136,-0.205940260023
63,51.49286,-0.205940260023
64,51.49436,-0.205940260023
65,51.49586,-0.205940260023
66,51.49736,-0.205940260023
67,51.49886,-0.205940260023
68,51.50036,-0.205940260023
69,51.50186,-0.205940260023
70,51.50336,-0.205940260023
71,51.50486,-0.205940260023
72,51.50636,-0.205940260023
73,51.50786,-0.205940260023
74,51.50936,-0.205940260023
75,51.51086,-0.205940260023
76,51.51236,-0.205940260023
77,51.51386,-0.205940260023
78,51.51536,-0.205940260023
79,51.51686,-0.205940260023
80,51.51836,-0.205940260023
81,51.51986,-0.205940260023
82,51.52136,-0.205940260023
83,51.52286,-0.205940260023
84,51.52436,-0.205940260023
85,51.52586,-0.205940260023
86,51.52736,-0.205940260023
87,51.52886,-0.205940260023
88,51.53036,-0.205940260023
89,51.48236,-0.203530288915
90,51.48386,-0.203530288915
91,51.48536,-0.203530288915
92,51.48686,-0.203530288915
93,51.48836,-0.203530288915
94,51.48986,-0.203530288915
95,51.49136,-0.203530288915
96,51.49286,-0.203530288915
97,51.49436,-0.203530288915
98,51.49586,-0.203530288915
99,51.49736,-0.203530288915
100,51.49886,-0.203530288915
101,51.50036,-0.203530288915
102,51.50186,-0.203530288915
103,51.50336,-0.203530288915
104,51.50486,-0.203530288915
105,51.50636,-0.203530288915
106,51.50786,-0.203530288915
107,51.50936,-0.203530288915
108,51.51086,-0.203530288915
109,51.51236,-0.203530288915
110,51.51386,-0.203530288915
111,51.51536,-0.203530288915
112,51.51686,-0.203530288915
113,51.51836,-0.203530288915
114,51.51986,-0.203530288915
115,51.52136,-0.203530288915
116,51.52286,-0.203530288915
117,51.52436,-0.203530288915
118,51.52586,-0.203530288915
119,51.52736,-0.203530288915
120,51.52886,-0.203530288915
121,51.53036,-0.203530288915
122,51.53186,-0.203530288915
123,51.53336,-0.203530288915
124,51.47936,-0.201120317806
125,51.48086,-0.201120317806
126,51.48236,-0.201120317806
127,51.48386,-0.201120317806
128,51.48536,-0.201120317806
129,51.48686,-0.201120317806
