,lat,lng
313,1.303376,103.789562516
314,1.304876,103.789562516
315,1.306376,103.789562516
316,1.307876,103.789562516
317,1.309376,103.789562516
318,1.310876,103.789562516
319,1.312376,103.789562516
320,1.313876,103.789562516
321,1.315376,103.789562516
322,1.316876,103.789562516
323,1.318376,103.789562516
324,1.319876,103.789562516
325,1.321376,103.789562516
326,1.322876,103.789562516
327,1.324376,103.789562516
328,1.325876,103.789562516
329,1.327376,103.789562516
330,1.328876,103.789562516
331,1.330376,103.789562516
332,1.331876,103.789562516
333,1.333376,103.789562516
334,1.334876,103.789562516
335,1.336376,103.789562516
336,1.337876,103.789562516
337,1.265876,103.791062904
338,1.267376,103.791062904
339,1.268876,103.791062904
340,1.270376,103.791062904
341,1.271876,103.791062904
342,1.273376,103.791062904
343,1.274876,103.791062904
344,1.276376,103.791062904
345,1.277876,103.791062904
346,1.279376,103.791062904
347,1.280876,103.791062904
348,1.282376,103.791062904
349,1.283876,103.791062904
350,1.285376,103.791062904
351,1.286876,103.791062904
352,1.288376,103.791062904
353,1.289876,103.791062904
354,1.291376,103.791062904
355,1.292876,103.791062904
356,1.294376,103.791062904
357,1.295876,103.791062904
358,1.297376,103.791062904
359,1.298876,103.791062904
360,1.300376,103.791062904
361,1.301876,103.791062904
362,1.303376,103.791062904
363,1.304876,103.791062904
364,1.306376,103.791062904
365,1.307876,103.791062904
366,1.309376,103.791062904
367,1.310876,103.791062904
368,1.312376,103.791062904
369,1.313876,103.791062904
370,1.315376,103.791062904
371,1.316876,103.791062904
372,1.318376,103.791062904
373,1.319876,103.791062904
374,1.321376,103.791062904
375,1.322876,103.791062904
376,1.324376,103.791062904
377,1.325876,103.791062904
378,1.327376,103.791062904
379,1.328876,103.791062904
380,1.330376,103.791062904
381,1.331876,103.791062904
382,1.333376,103.791062904
383,1.334876,103.791062904
384,1.336376,103.791062904
385,1.337876,103.791062904
386,1.339376,103.791062904
387,1.264376,103.792563292
388,1.265876,103.792563292
389,1.267376,103.792563292
390,1.268876,103.792563292
391,1.270376,103.792563292
392,1.271876,103.792563292
393,1.273376,103.792563292
394,1.274876,103.792563292
395,1.276376,103.792563292
396,1.277876,103.792563292
397,1.279376,103.792563292
398,1.280876,103.792563292
399,1.282376,103.792563292
400,1.283876,103.792563292
401,1.285376,103.792563292
402,1.286876,103.792563292
403,1.288376,103.792563292
404,1.289876,103.792563292
405,1.291376,103.792563292
406,1.292876,103.792563292
407,1.294376,103.792563292
408,1.295876,103.792563292
409,1.297376,103.792563292
410,1.298876,103.792563292
411,1.300376,103.792563292
412,1.301876,103.792563292
413,1.303376,103.792563292
414,1.304876,103.792563292
415,1.306376,103.792563292
416,1.307876,103.792563292
417,1.309376,103.792563292
418,1.310876,103.792563292
419,1.312376,103.792563292
420,1.313876,103.792563292
421,1.315376,103.792563292
422,1.316876,103.792563292
423,1.318376,103.792563292
424,1.319876,103.792563292
425,1.321376,103.792563292
426,1.322876,103.792563292
427,1.324376,103.792563292
428,1.325876,103.792563292
429,1.327376,103.792563292
430,1.328876,103.792563292
431,1.330376,103.792563292
432,1.331876,103.792563292
433,1.333376,103.792563292
434,1.334876,103.792563292
435,1.336376,103.792563292
436,1.337876,103.792563292
437,1.339376,103.792563292
438,1.340876,103.792563292
439,1.262876,103.79406368
440,1.264376,103.79406368
441,1.265876,103.79406368
442,1.267376,103.79406368
443,1.268876,103.79406368
444,1.270376,103.79406368
445,1.271876,103.79406368
446,1.273376,103.79406368
447,1.274876,103.79406368
448,1.276376,103.79406368
449,1.277876,103.79406368
450,1.279376,103.79406368
451,1.280876,103.79406368
452,1.282376,103.79406368
453,1.283876,103.79406368
454,1.285376,103.79406368
455,1.286876,103.79406368
456,1.288376,103.79406368
457,1.289876,103.79406368
458,1.291376,103.79406368
459,1.292876,103.79406368
460,1.294376,103.79406368
461,1.295876,103.79406368
462,1.297376,103.79406368
463,1.298876,103.79406368
464,1.300376,103.79406368
465,1.301876,103.79406368
466,1.303376,103.79406368
467,1.304876,103.79406368
468,1.306376,103.79406368
469,1.307876,103.79406368
470,1.309376,103.79406368
471,1.310876,103.79406368
472,1.312376,103.79406368
473,1.313876,103.79406368
474,1.315376,103.79406368
475,1.316876,103.79406368
476,1.318376,103.79406368
477,1.319876,103.79406368
478,1.321376,103.79406368
479,1.322876,103.79406368
480,1.324376,103.79406368
481,1.325876,103.79406368
482,1.327376,103.79406368
483,1.328876,103.79406368
484,1.330376,103.79406368
485,1.331876,103.79406368
486,1.333376,103.79406368
487,1.334876,103.79406368
488,1.336376,103.79406368
489,1.337876,103.79406368
490,1.339376,103.79406368
491,1.340876,103.79406368
492,1.342376,103.79406368
493,1.261376,103.795564067
494,1.262876,103.795564067
495,1.264376,103.795564067
496,1.265876,103.795564067
497,1.267376,103.795564067
498,1.268876,103.795564067
499,1.270376,103.795564067
500,1.271876,103.795564067
501,1.273376,103.795564067
502,1.274876,103.795564067
503,1.276376,103.795564067
504,1.277876,103.795564067
505,1.279376,103.795564067
506,1.280876,103.795564067
507,1.282376,103.795564067
508,1.283876,103.795564067
509,1.285376,103.795564067
510,1.286876,103.795564067
511,1.288376,103.795564067
512,1.289876,103.795564067
513,1.291376,103.795564067
514,1.292876,103.795564067
515,1.294376,103.795564067
516,1.295876,103.795564067
517,1.297376,103.795564067
518,1.298876,103.795564067
519,1.300376,103.795564067
520,1.301876,103.795564067
521,1.303376,103.795564067
522,1.304876,103.795564067
523,1.306376,103.795564067
524,1.307876,103.795564067
525,1.309376,103.795564067
526,1.310876,103.795564067
527,1.312376,103.795564067
528,1.313876,103.795564067
529,1.315376,103.795564067
530,1.316876,103.795564067
531,1.318376,103.795564067
532,1.319876,103.795564067
533,1.321376,103.795564067
534,1.322876,103.795564067
535,1.324376,103.795564067
536,1.325876,103.795564067
537,1.327376,103.795564067
538,1.328876,103.795564067
539,1.330376,103.795564067
540,1.331876,103.795564067
541,1.333376,103.795564067
542,1.334876,103.795564067
543,1.336376,103.795564067
544,1.337876,103.795564067
545,1.339376,103.795564067
546,1.340876,103.795564067
547,1.342376,103.795564067
548,1.343876,103.795564067
549,1.259876,103.797064455
550,1.261376,103.797064455
551,1.262876,103.797064455
552,1.264376,103.797064455
553,1.265876,103.797064455
554,1.267376,103.797064455
555,1.268876,103.797064455
556,1.270376,103.797064455
557,1.271876,103.797064455
558,1.273376,103.797064455
559,1.274876,103.797064455
560,1.276376,103.797064455
561,1.277876,103.797064455
562,1.279376,103.797064455
563,1.280876,103.797064455
564,1.282376,103.797064455
565,1.283876,103.797064455
566,1.285376,103.797064455
567,1.286876,103.797064455
568,1.288376,103.797064455
569,1.289876,103.797064455
570,1.291376,103.797064455
571,1.292876,103.797064455
572,1.294376,103.797064455
573,1.295876,103.797064455
574,1.297376,103.797064455
575,1.298876,103.797064455
576,1.300376,103.797064455
577,1.301876,103.797064455
578,1.303376,103.797064455
579,1.304876,103.797064455
580,1.306376,103.797064455
581,1.307876,103.797064455
582,1.309376,103.797064455
583,1.310876,103.797064455
584,1.312376,103.797064455
585,1.313876,103.797064455
586,1.315376,103.797064455
587,1.316876,103.797064455
588,1.318376,103.797064455
589,1.319876,103.797064455
590,1.321376,103.797064455
591,1.322876,103.797064455
592,1.324376,103.797064455
593,1.325876,103.797064455
594,1.327376,103.797064455
595,1.328876,103.797064455
596,1.330376,103.797064455
597,1.331876,103.797064455
598,1.333376,103.797064455
599,1.334876,103.797064455
600,1.336376,103.797064455
601,1.337876,103.797064455
602,1.339376,103.797064455
603,1.340876,103.797064455
604,1.342376,103.797064455
605,1.343876,103.797064455
606,1.345376,103.797064455
607,1.259876,103.798564843
608,1.261376,103.798564843
609,1.262876,103.798564843
610,1.264376,103.798564843
611,1.265876,103.798564843
612,1.267376,103.798564843
613,1.268876,103.798564843
614,1.270376,103.798564843
615,1.271876,103.798564843
616,1.273376,103.798564843
617,1.274876,103.798564843
618,1.276376,103.798564843
619,1.277876,103.798564843
620,1.279376,103.798564843
621,1.280876,103.798564843
622,1.282376,103.798564843
623,1.283876,103.798564843
624,1.285376,103.798564843
625,1.286876,103.798564843
626,1.288376,103.798564843
627,1.289876,103.798564843
628,1.291376,103.798564843
629,1.292876,103.798564843
630,1.294376,103.798564843
631,1.295876,103.798564843
632,1.297376,103.798564843
633,1.298876,103.798564843
634,1.300376,103.798564843
635,1.301876,103.798564843
636,1.303376,103.798564843
637,1.304876,103.798564843
638,1.306376,103.798564843
639,1.307876,103.798564843
640,1.309376,103.798564843
641,1.310876,103.798564843
642,1.312376,103.798564843
643,1.313876,103.798564843
644,1.315376,103.798564843
645,1.316876,103.798564843
646,1.318376,103.798564843
647,1.319876,103.798564843
648,1.321376,103.798564843
649,1.322876,103.798564843
650,1.324376,103.798564843
651,1.325876,103.798564843
652,1.327376,103.798564843
653,1.328876,103.798564843
654,1.330376,103.798564843
655,1.331876,103.798564843
656,1.333376,103.798564843
657,1.334876,103.798564843
658,1.336376,103.798564843
659,1.337876,103.798564843
660,1.339376,103.798564843
661,1.340876,103.798564843
662,1.342376,103.798564843
663,1.343876,103.798564843
664,1.345376,103.798564843
665,1.346876,103.798564843
666,1.258376,103.800065231
667,1.259876,103.800065231
668,1.261376,103.800065231
669,1.262876,103.800065231
670,1.264376,103.800065231
671,1.265876,103.800065231
672,1.267376,103.800065231
673,1.268876,103.800065231
674,1.270376,103.800065231
675,1.271876,103.800065231
676,1.273376,103.800065231
677,1.274876,103.800065231
678,1.276376,103.800065231
679,1.277876,103.800065231
680,1.279376,103.800065231
681,1.280876,103.800065231
682,1.282376,103.800065231
683,1.283876,103.800065231
684,1.285376,103.800065231
685,1.286876,103.800065231
686,1.288376,103.800065231
687,1.289876,103.800065231
688,1.291376,103.800065231
689,1.292876,103.800065231
690,1.294376,103.800065231
691,1.295876,103.800065231
692,1.297376,103.800065231
693,1.298876,103.800065231
694,1.300376,103.800065231
695,1.301876,103.800065231
696,1.303376,103.800065231
697,1.304876,103.800065231
698,1.306376,103.800065231
699,1.307876,103.800065231
700,1.309376,103.800065231
701,1.310876,103.800065231
702,1.312376,103.800065231
703,1.313876,103.800065231
704,1.315376,103.800065231
705,1.316876,103.800065231
706,1.318376,103.800065231
707,1.319876,103.800065231
708,1.321376,103.800065231
709,1.322876,103.800065231
710,1.324376,103.800065231
711,1.325876,103.800065231
712,1.327376,103.800065231
713,1.328876,103.800065231
714,1.330376,103.800065231
715,1.331876,103.800065231
716,1.333376,103.800065231
717,1.334876,103.800065231
718,1.336376,103.800065231
719,1.337876,103.800065231
720,1.339376,103.800065231
721,1.340876,103.800065231
722,1.342376,103.800065231
723,1.343876,103.800065231
724,1.345376,103.800065231
725,1.346876,103.800065231
726,1.256876,103.801565619
727,1.258376,103.801565619
728,1.259876,103.801565619
729,1.261376,103.801565619
730,1.262876,103.801565619
731,1.264376,103.801565619
732,1.265876,103.801565619
733,1.267376,103.801565619
734,1.268876,103.801565619
735,1.270376,103.801565619
736,1.271876,103.801565619
737,1.273376,103.801565619
738,1.274876,103.801565619
739,1.276376,103.801565619
740,1.277876,103.801565619
741,1.279376,103.801565619
742,1.280876,103.801565619
743,1.282376,103.801565619
744,1.283876,103.801565619
745,1.285376,103.801565619
746,1.286876,103.801565619
747,1.288376,103.801565619
748,1.289876,103.801565619
749,1.291376,103.801565619
750,1.292876,103.801565619
751,1.294376,103.801565619
752,1.295876,103.801565619
753,1.297376,103.801565619
754,1.298876,103.801565619
755,1.300376,103.801565619
756,1.301876,103.801565619
757,1.303376,103.801565619
758,1.304876,103.801565619
759,1.306376,103.801565619
760,1.307876,103.801565619
761,1.309376,103.801565619
762,1.310876,103.801565619
763,1.312376,103.801565619
764,1.313876,103.801565619
765,1.315376,103.801565619
766,1.316876,103.801565619
767,1.318376,103.801565619
768,1.319876,103.801565619
769,1.321376,103.801565619
770,1.322876,103.801565619
771,1.324376,103.801565619
772,1.325876,103.801565619
773,1.327376,103.801565619
774,1.328876,103.801565619
775,1.330376,103.801565619
776,1.331876,103.801565619
777,1.333376,103.801565619
778,1.334876,103.801565619
779,1.336376,103.801565619
780,1.337876,103.801565619
781,1.339376,103.801565619
782,1.340876,103.801565619
783,1.342376,103.801565619
784,1.343876,103.801565619
785,1.345376,103.801565619
786,1.346876,103.801565619
787,1.348376,103.801565619
788,1.256876,103.803066007
789,1.258376,103.803066007
790,1.259876,103.803066007
791,1.261376,103.803066007
792,1.262876,103.803066007
793,1.264376,103.803066007
794,1.265876,103.803066007
795,1.267376,103.803066007
796,1.268876,103.803066007
797,1.270376,103.803066007
798,1.271876,103.803066007
799,1.273376,103.803066007
800,1.274876,103.803066007
801,1.276376,103.803066007
802,1.277876,103.803066007
803,1.279376,103.803066007
804,1.280876,103.803066007
805,1.282376,103.803066007
806,1.283876,103.803066007
807,1.285376,103.803066007
808,1.286876,103.803066007
809,1.288376,103.803066007
810,1.289876,103.803066007
811,1.291376,103.803066007
812,1.292876,103.803066007
813,1.294376,103.803066007
814,1.295876,103.803066007
815,1.297376,103.803066007
816,1.298876,103.803066007
817,1.300376,103.803066007
818,1.301876,103.803066007
819,1.303376,103.803066007
820,1.304876,103.803066007
821,1.306376,103.803066007
822,1.307876,103.803066007
823,1.309376,103.803066007
824,1.310876,103.803066007
825,1.312376,103.803066007
826,1.313876,103.803066007
827,1.315376,103.803066007
828,1.316876,103.803066007
829,1.318376,103.803066007
830,1.319876,103.803066007
831,1.321376,103.803066007
832,1.322876,103.803066007
833,1.324376,103.803066007
834,1.325876,103.803066007
835,1.327376,103.803066007
836,1.328876,103.803066007
837,1.330376,103.803066007
838,1.331876,103.803066007
839,1.333376,103.803066007
840,1.334876,103.803066007
841,1.336376,103.803066007
842,1.337876,103.803066007
843,1.339376,103.803066007
844,1.340876,103.803066007
845,1.342376,103.803066007
846,1.343876,103.803066007
847,1.345376,103.803066007
848,1.346876,103.803066007
849,1.348376,103.803066007
850,1.349876,103.803066007
851,1.255376,103.804566395
852,1.256876,103.804566395
853,1.258376,103.804566395
854,1.259876,103.804566395
855,1.261376,103.804566395
856,1.262876,103.804566395
857,1.264376,103.804566395
858,1.265876,103.804566395
859,1.267376,103.804566395
860,1.268876,103.804566395
861,1.270376,103.804566395
862,1.271876,103.804566395
863,1.273376,103.804566395
864,1.274876,103.804566395
865,1.276376,103.804566395
866,1.277876,103.804566395
867,1.279376,103.804566395
868,1.280876,103.804566395
869,1.282376,103.804566395
870,1.283876,103.804566395
871,1.285376,103.804566395
872,1.286876,103.804566395
873,1.288376,103.804566395
874,1.289876,103.804566395
875,1.291376,103.804566395
876,1.292876,103.804566395
877,1.294376,103.804566395
878,1.295876,103.804566395
879,1.297376,103.804566395
880,1.298876,103.804566395
881,1.300376,103.804566395
882,1.301876,103.804566395
883,1.303376,103.804566395
884,1.304876,103.804566395
885,1.306376,103.804566395
886,1.307876,103.804566395
887,1.309376,103.804566395
888,1.310876,103.804566395
889,1.312376,103.804566395
890,1.313876,103.804566395
891,1.315376,103.804566395
892,1.316876,103.804566395
893,1.318376,103.804566395
894,1.319876,103.804566395
895,1.321376,103.804566395
896,1.322876,103.804566395
897,1.324376,103.804566395
898,1.325876,103.804566395
899,1.327376,103.804566395
900,1.328876,103.804566395
901,1.330376,103.804566395
902,1.331876,103.804566395
903,1.333376,103.804566395
904,1.334876,103.804566395
905,1.336376,103.804566395
906,1.337876,103.804566395
907,1.339376,103.804566395
908,1.340876,103.804566395
909,1.342376,103.804566395
910,1.343876,103.804566395
911,1.345376,103.804566395
912,1.346876,103.804566395
913,1.348376,103.804566395
914,1.349876,103.804566395
915,1.255376,103.806066783
916,1.256876,103.806066783
917,1.258376,103.806066783
918,1.259876,103.806066783
919,1.261376,103.806066783
920,1.262876,103.806066783
921,1.264376,103.806066783
922,1.265876,103.806066783
923,1.267376,103.806066783
924,1.268876,103.806066783
925,1.270376,103.806066783
926,1.271876,103.806066783
927,1.273376,103.806066783
928,1.274876,103.806066783
929,1.276376,103.806066783
930,1.277876,103.806066783
931,1.279376,103.806066783
932,1.280876,103.806066783
933,1.282376,103.806066783
934,1.283876,103.806066783
935,1.285376,103.806066783
936,1.286876,103.806066783
937,1.288376,103.806066783
938,1.289876,103.806066783
939,1.291376,103.806066783
940,1.292876,103.806066783
941,1.294376,103.806066783
942,1.295876,103.806066783
943,1.297376,103.806066783
944,1.298876,103.806066783
945,1.300376,103.806066783
946,1.301876,103.806066783
947,1.303376,103.806066783
948,1.304876,103.806066783
949,1.306376,103.806066783
950,1.307876,103.806066783
951,1.309376,103.806066783
952,1.310876,103.806066783
953,1.312376,103.806066783
954,1.313876,103.806066783
955,1.315376,103.806066783
956,1.316876,103.806066783
957,1.318376,103.806066783
958,1.319876,103.806066783
959,1.321376,103.806066783
960,1.322876,103.806066783
961,1.324376,103.806066783
962,1.325876,103.806066783
963,1.327376,103.806066783
964,1.328876,103.806066783
965,1.330376,103.806066783
966,1.331876,103.806066783
967,1.333376,103.806066783
968,1.334876,103.806066783
969,1.336376,103.806066783
970,1.337876,103.806066783
971,1.339376,103.806066783
972,1.340876,103.806066783
973,1.342376,103.806066783
974,1.343876,103.806066783
975,1.345376,103.806066783
976,1.346876,103.806066783
977,1.348376,103.806066783
978,1.349876,103.806066783
979,1.351376,103.806066783
980,1.253876,103.807567171
981,1.255376,103.807567171
982,1.256876,103.807567171
983,1.258376,103.807567171
984,1.259876,103.807567171
985,1.261376,103.807567171
986,1.262876,103.807567171
987,1.264376,103.807567171
988,1.265876,103.807567171
989,1.267376,103.807567171
990,1.268876,103.807567171
991,1.270376,103.807567171
992,1.271876,103.807567171
993,1.273376,103.807567171
994,1.274876,103.807567171
995,1.276376,103.807567171
996,1.277876,103.807567171
997,1.279376,103.807567171
998,1.280876,103.807567171
999,1.282376,103.807567171
1000,1.283876,103.807567171
1001,1.285376,103.807567171
1002,1.286876,103.807567171
1003,1.288376,103.807567171
1004,1.289876,103.807567171
1005,1.291376,103.807567171
1006,1.292876,103.807567171
1007,1.294376,103.807567171
1008,1.295876,103.807567171
1009,1.297376,103.807567171
1010,1.298876,103.807567171
1011,1.300376,103.807567171
1012,1.301876,103.807567171
1013,1.303376,103.807567171
1014,1.304876,103.807567171
1015,1.306376,103.807567171
1016,1.307876,103.807567171
1017,1.309376,103.807567171
1018,1.310876,103.807567171
1019,1.312376,103.807567171
1020,1.313876,103.807567171
1021,1.315376,103.807567171
1022,1.316876,103.807567171
1023,1.318376,103.807567171
1024,1.319876,103.807567171
1025,1.321376,103.807567171
1026,1.322876,103.807567171
1027,1.324376,103.807567171
1028,1.325876,103.807567171
1029,1.327376,103.807567171
1030,1.328876,103.807567171
1031,1.330376,103.807567171
1032,1.331876,103.807567171
1033,1.333376,103.807567171
1034,1.334876,103.807567171
1035,1.336376,103.807567171
1036,1.337876,103.807567171
1037,1.339376,103.807567171
1038,1.340876,103.807567171
1039,1.342376,103.807567171
1040,1.343876,103.807567171
1041,1.345376,103.807567171
1042,1.346876,103.807567171
1043,1.348376,103.807567171
1044,1.349876,103.807567171
1045,1.351376,103.807567171
1046,1.253876,103.809067559
1047,1.255376,103.809067559
1048,1.256876,103.809067559
1049,1.258376,103.809067559
1050,1.259876,103.809067559
1051,1.261376,103.809067559
1052,1.262876,103.809067559
1053,1.264376,103.809067559
1054,1.265876,103.809067559
1055,1.267376,103.809067559
1056,1.268876,103.809067559
1057,1.270376,103.809067559
1058,1.271876,103.809067559
1059,1.273376,103.809067559
1060,1.274876,103.809067559
1061,1.276376,103.809067559
1062,1.277876,103.809067559
1063,1.279376,103.809067559
1064,1.280876,103.809067559
1065,1.282376,103.809067559
1066,1.283876,103.809067559
1067,1.285376,103.809067559
1068,1.286876,103.809067559
