,lat,lng,dir,city,D1,D2,M
2321,42.324131,-71.1216585437,2,boston,,,
2322,42.324131,-71.1216585437,3,boston,,,
2323,42.324131,-71.1318071402,0,boston,,,
2324,42.324131,-71.1318071402,1,boston,,,
2325,42.324131,-71.1318071402,2,boston,,,
2326,42.324131,-71.1318071402,3,boston,,,
2327,42.324131,-71.1378962981,0,boston,,,
2328,42.324131,-71.1378962981,1,boston,,,
2329,42.324131,-71.1378962981,2,boston,,,
2330,42.324131,-71.1378962981,3,boston,#363516,#5d522b,#363516
2331,42.324131,-71.143985456,0,boston,,,
2332,42.324131,-71.143985456,1,boston,,,
2333,42.324131,-71.143985456,2,boston,,,
2334,42.324131,-71.143985456,3,boston,,,
2335,42.325631,-71.0485886488,0,boston,,,
2336,42.325631,-71.0485886488,1,boston,,,
2337,42.325631,-71.0485886488,2,boston,,,
2338,42.325631,-71.0485886488,3,boston,,,
2339,42.325631,-71.0526480874,0,boston,,,
2340,42.325631,-71.0526480874,1,boston,,,
2341,42.325631,-71.0526480874,2,boston,,,
2342,42.325631,-71.0526480874,3,boston,#3b1a16,#19160a,#423327
2343,42.325631,-71.0546778067,0,boston,#914f34,#392e27,#392e27
2344,42.325631,-71.0546778067,1,boston,,,
2345,42.325631,-71.0546778067,2,boston,#674a41,#382f2b,#382f2b
2346,42.325631,-71.0546778067,3,boston,,,
2347,42.325631,-71.056707526,0,boston,#463c33,#50493d,#6a6255
2348,42.325631,-71.056707526,1,boston,,,
2349,42.325631,-71.056707526,2,boston,#a36969,#8b7570,#151412
2350,42.325631,-71.056707526,3,boston,#2c452c,#425137,#141412
2351,42.325631,-71.0587372453,0,boston,#8699a8,#82766d,#82766d
2352,42.325631,-71.0587372453,1,boston,#1f140b,#5e3626,#493c31
2353,42.325631,-71.0587372453,2,boston,#0b181b,#d57676,#4c372d
2354,42.325631,-71.0587372453,3,boston,#311c15,#4f3424,#626970
2355,42.325631,-71.0607669646,0,boston,#11192a,#352616,#8a826d
2356,42.325631,-71.0607669646,1,boston,#ae4a4d,#402c21,#817663
2357,42.325631,-71.0607669646,2,boston,,,
2358,42.325631,-71.0607669646,3,boston,,,
2359,42.325631,-71.0627966839,0,boston,#0b3708,#606526,#41392c
2360,42.325631,-71.0627966839,1,boston,,,
2361,42.325631,-71.0627966839,2,boston,,,
2362,42.325631,-71.0627966839,3,boston,,,
2363,42.325631,-71.0648264032,0,boston,,,
2364,42.325631,-71.0648264032,1,boston,,,
2365,42.325631,-71.0648264032,2,boston,,,
2366,42.325631,-71.0648264032,3,boston,,,
2367,42.325631,-71.0688858418,0,boston,#455868,#615242,#767465
2368,42.325631,-71.0688858418,1,boston,#1c2210,#101309,#50382f
2369,42.325631,-71.0688858418,2,boston,#886646,#2e241c,#4c3a2f
2370,42.325631,-71.0688858418,3,boston,#2f2e25,#5d5b51,#2f2e25
2371,42.325631,-71.0709155611,0,boston,#995f4a,#977050,#63564d
2372,42.325631,-71.0709155611,1,boston,#7a5f08,#231503,#6c635c
2373,42.325631,-71.0709155611,2,boston,#3d321a,#6f6654,#6f6654
2374,42.325631,-71.0709155611,3,boston,#001331,#0a2642,#756957
2375,42.325631,-71.0729452804,0,boston,#91604a,#84a1bf,#4e4d3f
2376,42.325631,-71.0729452804,1,boston,,,
2377,42.325631,-71.0729452804,2,boston,,,
2378,42.325631,-71.0729452804,3,boston,#363302,#293f5f,#6485a5
2379,42.325631,-71.0749749997,0,boston,#290f05,#925546,#c68262
2380,42.325631,-71.0749749997,1,boston,#51210e,#5e3c25,#c48465
2381,42.325631,-71.0749749997,2,boston,,,
2382,42.325631,-71.0749749997,3,boston,,,
2383,42.325631,-71.077004719,0,boston,#73573c,#4f6f8a,#453428
2384,42.325631,-71.077004719,1,boston,#807e49,#231d17,#786c59
2385,42.325631,-71.077004719,2,boston,#3a301d,#222931,#222931
2386,42.325631,-71.077004719,3,boston,#1e252e,#aa9771,#68787f
2387,42.325631,-71.0790344383,0,boston,,,
2388,42.325631,-71.0790344383,1,boston,#4d4037,#7d745a,#70635e
2389,42.325631,-71.0790344383,2,boston,,,
2390,42.325631,-71.0790344383,3,boston,,,
2391,42.325631,-71.0810641576,0,boston,,,
2392,42.325631,-71.0810641576,1,boston,#374110,#4a4b2d,#14170f
2393,42.325631,-71.0810641576,2,boston,#01140d,#45292e,#45292e
2394,42.325631,-71.0810641576,3,boston,,,
2395,42.325631,-71.0830938769,0,boston,#76543e,#5d4034,#5d4034
2396,42.325631,-71.0830938769,1,boston,#62513f,#6d5e4c,#62513f
2397,42.325631,-71.0830938769,2,boston,#8ba730,#615830,#5d5042
2398,42.325631,-71.0830938769,3,boston,,,
2399,42.325631,-71.0851235962,0,boston,#65361f,#532a24,#bf937a
2400,42.325631,-71.0851235962,1,boston,#53412d,#18160e,#706756
2401,42.325631,-71.0851235962,2,boston,#574822,#645936,#312f25
2402,42.325631,-71.0851235962,3,boston,#ba9376,#ccad95,#413e34
2403,42.325631,-71.0871533155,0,boston,,,
2404,42.325631,-71.0871533155,1,boston,,,
2405,42.325631,-71.0871533155,2,boston,,,
2406,42.325631,-71.0871533155,3,boston,,,
2407,42.325631,-71.0891830348,0,boston,#001e3b,#39231c,#484035
2408,42.325631,-71.0891830348,1,boston,#082744,#304962,#81a2bb
2409,42.325631,-71.0891830348,2,boston,#0d1c1c,#3e5765,#0d1c1c
2410,42.325631,-71.0891830348,3,boston,#493322,#273430,#273430
2411,42.325631,-71.0912127541,0,boston,,,
2412,42.325631,-71.0912127541,1,boston,#162538,#263753,#625c51
2413,42.325631,-71.0912127541,2,boston,,,
2414,42.325631,-71.0912127541,3,boston,#4d5323,#2d3326,#2d3326
2415,42.325631,-71.0932424734,0,boston,#4d3927,#0b0d08,#6c6658
2416,42.325631,-71.0932424734,1,boston,#1c3049,#584c37,#6b614c
2417,42.325631,-71.0932424734,2,boston,,,
2418,42.325631,-71.0932424734,3,boston,,,
2419,42.325631,-71.0952721927,0,boston,,,
2420,42.325631,-71.0952721927,1,boston,#564821,#15110e,#3d362f
2421,42.325631,-71.0952721927,2,boston,,,
2422,42.325631,-71.0952721927,3,boston,#765e3d,#354e66,#544e37
2423,42.325631,-71.097301912,0,boston,#15140b,#67604f,#3e3b30
2424,42.325631,-71.097301912,1,boston,,,
2425,42.325631,-71.097301912,2,boston,,,
2426,42.325631,-71.097301912,3,boston,,,
2427,42.325631,-71.0993316314,0,boston,#240c0d,#ca6b58,#55332a
2428,42.325631,-71.0993316314,1,boston,#586422,#734d2b,#d5a683
2429,42.325631,-71.0993316314,2,boston,#281906,#502e11,#deb496
2430,42.325631,-71.0993316314,3,boston,#5c3810,#3b2710,#593125
2431,42.325631,-71.1013613507,0,boston,,,
2432,42.325631,-71.1013613507,1,boston,,,
2433,42.325631,-71.1013613507,2,boston,,,
2434,42.325631,-71.1013613507,3,boston,,,
2435,42.325631,-71.10339107,0,boston,,,
2436,42.325631,-71.10339107,1,boston,,,
2437,42.325631,-71.10339107,2,boston,,,
2438,42.325631,-71.10339107,3,boston,,,
2439,42.325631,-71.1054207893,0,boston,#362d1e,#4c412c,#796a50
2440,42.325631,-71.1054207893,1,boston,#71602f,#6a342d,#bebfa0
2441,42.325631,-71.1054207893,2,boston,#0c1e41,#4a431a,#bfc5a1
2442,42.325631,-71.1054207893,3,boston,,,
2443,42.325631,-71.1074505086,0,boston,,,
2444,42.325631,-71.1074505086,1,boston,#9e7246,#543332,#99a6b8
2445,42.325631,-71.1074505086,2,boston,#130907,#7b7553,#485461
2446,42.325631,-71.1074505086,3,boston,,,
2447,42.325631,-71.1094802279,0,boston,,,
2448,42.325631,-71.1094802279,1,boston,,,
2449,42.325631,-71.1094802279,2,boston,#1f110c,#394721,#6e7b85
2450,42.325631,-71.1094802279,3,boston,#0c270f,#1a2c25,#708a72
2451,42.325631,-71.1115099472,0,boston,,,
2452,42.325631,-71.1115099472,1,boston,#20130a,#333b18,#767771
2453,42.325631,-71.1115099472,2,boston,,,
2454,42.325631,-71.1115099472,3,boston,#40392b,#16160f,#40392b
2455,42.325631,-71.1135396665,0,boston,,,
2456,42.325631,-71.1135396665,1,boston,,,
2457,42.325631,-71.1135396665,2,boston,,,
2458,42.325631,-71.1135396665,3,boston,,,
2459,42.325631,-71.1155693858,0,boston,,,
2460,42.325631,-71.1155693858,1,boston,,,
2461,42.325631,-71.1155693858,2,boston,,,
2462,42.325631,-71.1155693858,3,boston,,,
2463,42.325631,-71.1175991051,0,boston,,,
2464,42.325631,-71.1175991051,1,boston,,,
2465,42.325631,-71.1175991051,2,boston,,,
2466,42.325631,-71.1175991051,3,boston,,,
2467,42.325631,-71.1196288244,0,boston,,,
2468,42.325631,-71.1196288244,1,boston,,,
2469,42.325631,-71.1196288244,2,boston,,,
2470,42.325631,-71.1196288244,3,boston,#202f78,#12120a,#3e382a
2471,42.325631,-71.1216585437,0,boston,,,
2472,42.325631,-71.1216585437,1,boston,,,
2473,42.325631,-71.1216585437,2,boston,#0c121f,#212c19,#67695c
2474,42.325631,-71.1216585437,3,boston,#453d20,#0c0f19,#6c6c5e
2475,42.325631,-71.123688263,0,boston,#362f1f,#494333,#494333
2476,42.325631,-71.123688263,1,boston,#352814,#4b4330,#4b4330
2477,42.325631,-71.123688263,2,boston,,,
2478,42.325631,-71.123688263,3,boston,,,
2479,42.325631,-71.1318071402,0,boston,,,
2480,42.325631,-71.1318071402,1,boston,,,
2481,42.325631,-71.1318071402,2,boston,,,
2482,42.325631,-71.1318071402,3,boston,,,
2483,42.325631,-71.1338368595,0,boston,,,
2484,42.325631,-71.1338368595,1,boston,,,
2485,42.325631,-71.1338368595,2,boston,,,
2486,42.325631,-71.1338368595,3,boston,,,
2487,42.325631,-71.1378962981,0,boston,,,
2488,42.325631,-71.1378962981,1,boston,,,
2489,42.325631,-71.1378962981,2,boston,,,
2490,42.325631,-71.1378962981,3,boston,,,
2491,42.325631,-71.1399260174,0,boston,,,
2492,42.325631,-71.1399260174,1,boston,,,
2493,42.325631,-71.1399260174,2,boston,,,
2494,42.325631,-71.1399260174,3,boston,,,
2495,42.325631,-71.1419557367,0,boston,,,
2496,42.325631,-71.1419557367,1,boston,,,
2497,42.325631,-71.1419557367,2,boston,,,
2498,42.325631,-71.1419557367,3,boston,,,
2499,42.325631,-71.143985456,0,boston,,,
2500,42.325631,-71.143985456,1,boston,,,
2501,42.325631,-71.143985456,2,boston,,,
2502,42.325631,-71.143985456,3,boston,,,
2503,42.325631,-71.1460151753,0,boston,#361d08,#19160b,#534b3b
2504,42.325631,-71.1460151753,1,boston,,,
2505,42.325631,-71.1460151753,2,boston,,,
2506,42.325631,-71.1460151753,3,boston,,,
2507,42.325631,-71.1541340525,0,boston,,,
2508,42.325631,-71.1541340525,1,boston,,,
2509,42.325631,-71.1541340525,2,boston,,,
2510,42.325631,-71.1541340525,3,boston,,,
2511,42.327131,-71.0485886488,0,boston,,,
2512,42.327131,-71.0485886488,1,boston,,,
2513,42.327131,-71.0485886488,2,boston,,,
2514,42.327131,-71.0485886488,3,boston,,,
2515,42.327131,-71.0526480874,0,boston,,,
2516,42.327131,-71.0526480874,1,boston,,,
2517,42.327131,-71.0526480874,2,boston,,,
2518,42.327131,-71.0526480874,3,boston,#473e1c,#372719,#372719
2519,42.327131,-71.0546778067,0,boston,,,
2520,42.327131,-71.0546778067,1,boston,,,
2521,42.327131,-71.0546778067,2,boston,,,
2522,42.327131,-71.0546778067,3,boston,#1c3f58,#142638,#dcb99d
2523,42.327131,-71.056707526,0,boston,#464138,#a7a49b,#464138
2524,42.327131,-71.056707526,1,boston,,,
2525,42.327131,-71.056707526,2,boston,,,
2526,42.327131,-71.056707526,3,boston,,,
2527,42.327131,-71.0587372453,0,boston,#724339,#5a3630,#6d6d55
2528,42.327131,-71.0587372453,1,boston,#777164,#4f4f44,#161513
2529,42.327131,-71.0587372453,2,boston,#574218,#655021,#655021
2530,42.327131,-71.0587372453,3,boston,,,
2531,42.327131,-71.0607669646,0,boston,,,
2532,42.327131,-71.0607669646,1,boston,,,
2533,42.327131,-71.0607669646,2,boston,,,
2534,42.327131,-71.0607669646,3,boston,,,
2535,42.327131,-71.0627966839,0,boston,,,
2536,42.327131,-71.0627966839,1,boston,,,
2537,42.327131,-71.0627966839,2,boston,,,
2538,42.327131,-71.0627966839,3,boston,,,
2539,42.327131,-71.0668561225,0,boston,#e2826b,#1e2f20,#826f5c
2540,42.327131,-71.0668561225,1,boston,,,
2541,42.327131,-71.0668561225,2,boston,#1c3351,#9c726b,#2d2722
2542,42.327131,-71.0668561225,3,boston,,,
2543,42.327131,-71.0688858418,0,boston,,,
2544,42.327131,-71.0688858418,1,boston,,,
2545,42.327131,-71.0688858418,2,boston,#5f4a2b,#817050,#9f9270
2546,42.327131,-71.0688858418,3,boston,#873a34,#5f4426,#baad9b
2547,42.327131,-71.0709155611,0,boston,#322412,#944546,#8c7e6d
2548,42.327131,-71.0709155611,1,boston,#5c5420,#1f190b,#948473
2549,42.327131,-71.0709155611,2,boston,#6b4734,#4b2727,#968876
2550,42.327131,-71.0709155611,3,boston,#1c1e11,#403426,#4f5559
2551,42.327131,-71.0729452804,0,boston,#b48a68,#c09674,#c3b9a9
2552,42.327131,-71.0729452804,1,boston,#322a1f,#635c3f,#615c58
2553,42.327131,-71.0729452804,2,boston,#6c5136,#92724c,#3f3d39
2554,42.327131,-71.0729452804,3,boston,#b16e58,#e69681,#826754
2555,42.327131,-71.0749749997,0,boston,#472c22,#634532,#53342a
2556,42.327131,-71.0749749997,1,boston,#523528,#70503c,#70503c
2557,42.327131,-71.0749749997,2,boston,#40220f,#28180f,#a28a6c
2558,42.327131,-71.0749749997,3,boston,#142d3e,#173f2d,#56544d
2559,42.327131,-71.077004719,0,boston,#393528,#6b594b,#6b594b
2560,42.327131,-71.077004719,1,boston,#534436,#61758f,#6e5d4c
2561,42.327131,-71.077004719,2,boston,#624000,#512e29,#555148
2562,42.327131,-71.077004719,3,boston,,,
2563,42.327131,-71.0790344383,0,boston,#300b00,#4b362c,#4b362c
2564,42.327131,-71.0790344383,1,boston,#000923,#064473,#bab098
2565,42.327131,-71.0790344383,2,boston,,,
2566,42.327131,-71.0790344383,3,boston,#364860,#775546,#513730
2567,42.327131,-71.0810641576,0,boston,#6b1a21,#914340,#47382e
2568,42.327131,-71.0810641576,1,boston,#a84c4d,#4d3633,#4d3633
2569,42.327131,-71.0810641576,2,boston,#0d1620,#522623,#4c3330
2570,42.327131,-71.0810641576,3,boston,,,
2571,42.327131,-71.0830938769,0,boston,,,
2572,42.327131,-71.0830938769,1,boston,#112b49,#0a0a05,#3f3930
2573,42.327131,-71.0830938769,2,boston,#050a10,#97773d,#503d38
2574,42.327131,-71.0830938769,3,boston,,,
2575,42.327131,-71.0851235962,0,boston,,,
2576,42.327131,-71.0851235962,1,boston,,,
2577,42.327131,-71.0851235962,2,boston,,,
2578,42.327131,-71.0851235962,3,boston,,,
2579,42.327131,-71.0871533155,0,boston,,,
2580,42.327131,-71.0871533155,1,boston,#84433e,#9e6153,#9e6153
2581,42.327131,-71.0871533155,2,boston,#49315b,#9ba472,#433a2f
2582,42.327131,-71.0871533155,3,boston,,,
2583,42.327131,-71.0891830348,0,boston,,,
2584,42.327131,-71.0891830348,1,boston,,,
2585,42.327131,-71.0891830348,2,boston,#5c561c,#8a542f,#65573b
2586,42.327131,-71.0891830348,3,boston,#13110a,#607ea5,#645540
2587,42.327131,-71.0912127541,0,boston,#8eaabc,#33322a,#73715f
2588,42.327131,-71.0912127541,1,boston,#2b1c14,#be8f76,#2b1c14
2589,42.327131,-71.0912127541,2,boston,#635208,#a7b337,#615e4e
2590,42.327131,-71.0912127541,3,boston,#bbab5b,#556b88,#3f3a31
2591,42.327131,-71.0932424734,0,boston,,,
2592,42.327131,-71.0932424734,1,boston,#1b1603,#281907,#47392a
2593,42.327131,-71.0932424734,2,boston,#46502d,#606745,#5c6d6c
2594,42.327131,-71.0932424734,3,boston,,,
2595,42.327131,-71.0952721927,0,boston,#7f5932,#626139,#423d30
2596,42.327131,-71.0952721927,1,boston,,,
2597,42.327131,-71.0952721927,2,boston,#0e1804,#434f1f,#6e695c
2598,42.327131,-71.0952721927,3,boston,#15120c,#edcfb6,#494840
2599,42.327131,-71.097301912,0,boston,,,
2600,42.327131,-71.097301912,1,boston,,,
2601,42.327131,-71.097301912,2,boston,,,
2602,42.327131,-71.097301912,3,boston,,,
2603,42.327131,-71.0993316314,0,boston,,,
2604,42.327131,-71.0993316314,1,boston,,,
2605,42.327131,-71.0993316314,2,boston,,,
2606,42.327131,-71.0993316314,3,boston,,,
2607,42.327131,-71.1013613507,0,boston,#143202,#050516,#7c7c74
2608,42.327131,-71.1013613507,1,boston,#2d2f11,#0f190e,#2d2f11
2609,42.327131,-71.1013613507,2,boston,,,
2610,42.327131,-71.1013613507,3,boston,#331e10,#474128,#6c6351
2611,42.327131,-71.10339107,0,boston,#504528,#ad735a,#504528
2612,42.327131,-71.10339107,1,boston,,,
2613,42.327131,-71.10339107,2,boston,,,
2614,42.327131,-71.10339107,3,boston,,,
2615,42.327131,-71.1054207893,0,boston,#592820,#472219,#654746
2616,42.327131,-71.1054207893,1,boston,#1d0702,#503020,#7c6f4f
2617,42.327131,-71.1054207893,2,boston,#262b2d,#131412,#262b2d
2618,42.327131,-71.1054207893,3,boston,#190f0e,#895854,#674649
2619,42.327131,-71.1074505086,0,boston,#191c0c,#494737,#494737
2620,42.327131,-71.1074505086,1,boston,#221607,#49551f,#7d7662
2621,42.327131,-71.1074505086,2,boston,#333d19,#202c1e,#202c1e
2622,42.327131,-71.1074505086,3,boston,#40511b,#504738,#504738
2623,42.327131,-71.1115099472,0,boston,,,
2624,42.327131,-71.1115099472,1,boston,#3d4524,#0d150b,#664b48
2625,42.327131,-71.1115099472,2,boston,,,
2626,42.327131,-71.1115099472,3,boston,,,
2627,42.327131,-71.1155693858,0,boston,,,
2628,42.327131,-71.1155693858,1,boston,,,
2629,42.327131,-71.1155693858,2,boston,,,
2630,42.327131,-71.1155693858,3,boston,,,
2631,42.327131,-71.1175991051,0,boston,,,
2632,42.327131,-71.1175991051,1,boston,,,
2633,42.327131,-71.1175991051,2,boston,,,
2634,42.327131,-71.1175991051,3,boston,,,
2635,42.327131,-71.1196288244,0,boston,,,
2636,42.327131,-71.1196288244,1,boston,#0a0a01,#518d60,#464438
2637,42.327131,-71.1196288244,2,boston,,,
2638,42.327131,-71.1196288244,3,boston,,,
2639,42.327131,-71.123688263,0,boston,#361b20,#54462b,#361b20
2640,42.327131,-71.123688263,1,boston,#574f1c,#675727,#6a757e
2641,42.327131,-71.123688263,2,boston,#953c32,#665132,#616c75
2642,42.327131,-71.123688263,3,boston,#243342,#19140e,#7a818c
2643,42.327131,-71.1257179823,0,boston,#486378,#583742,#9c968a
2644,42.327131,-71.1257179823,1,boston,,,
2645,42.327131,-71.1257179823,2,boston,#2b0b23,#4e1926,#3c596d
2646,42.327131,-71.1257179823,3,boston,#24221c,#85796b,#ded8ca
2647,42.327131,-71.1297774209,0,boston,,,
2648,42.327131,-71.1297774209,1,boston,,,
2649,42.327131,-71.1297774209,2,boston,,,
2650,42.327131,-71.1297774209,3,boston,,,
2651,42.327131,-71.1318071402,0,boston,,,
2652,42.327131,-71.1318071402,1,boston,,,
2653,42.327131,-71.1318071402,2,boston,,,
2654,42.327131,-71.1318071402,3,boston,,,
2655,42.327131,-71.1378962981,0,boston,,,
2656,42.327131,-71.1378962981,1,boston,,,
2657,42.327131,-71.1378962981,2,boston,,,
2658,42.327131,-71.1378962981,3,boston,,,
2659,42.327131,-71.1399260174,0,boston,,,
2660,42.327131,-71.1399260174,1,boston,,,
2661,42.327131,-71.1399260174,2,boston,,,
2662,42.327131,-71.1399260174,3,boston,,,
2663,42.327131,-71.1419557367,0,boston,,,
2664,42.327131,-71.1419557367,1,boston,,,
2665,42.327131,-71.1419557367,2,boston,,,
2666,42.327131,-71.1419557367,3,boston,,,
2667,42.327131,-71.143985456,0,boston,,,
2668,42.327131,-71.143985456,1,boston,,,
2669,42.327131,-71.143985456,2,boston,,,
2670,42.327131,-71.143985456,3,boston,,,
2671,42.327131,-71.1460151753,0,boston,#4b2514,#683b20,#5d5a4f
2672,42.327131,-71.1460151753,1,boston,#0e170e,#524c37,#524c37
2673,42.327131,-71.1460151753,2,boston,#4e4130,#634746,#191c17
2674,42.327131,-71.1460151753,3,boston,#100e09,#26221a,#5e5a4e
2675,42.327131,-71.1480448946,0,boston,,,
2676,42.327131,-71.1480448946,1,boston,,,
2677,42.327131,-71.1480448946,2,boston,#27070f,#5e131b,#737b7a
2678,42.327131,-71.1480448946,3,boston,#29373c,#273138,#6e7477
2679,42.327131,-71.1500746139,0,boston,,,
2680,42.327131,-71.1500746139,1,boston,,,
2681,42.327131,-71.1500746139,2,boston,,,
2682,42.327131,-71.1500746139,3,boston,,,
2683,42.327131,-71.1521043332,0,boston,,,
2684,42.327131,-71.1521043332,1,boston,,,
2685,42.327131,-71.1521043332,2,boston,#646fa7,#586391,#9c9fb9
2686,42.327131,-71.1521043332,3,boston,,,
2687,42.327131,-71.1541340525,0,boston,,,
2688,42.327131,-71.1541340525,1,boston,,,
2689,42.327131,-71.1541340525,2,boston,,,
2690,42.327131,-71.1541340525,3,boston,,,
2691,42.328631,-71.0465589295,0,boston,,,
2692,42.328631,-71.0465589295,1,boston,,,
2693,42.328631,-71.0465589295,2,boston,,,
2694,42.328631,-71.0465589295,3,boston,,,
2695,42.328631,-71.0526480874,0,boston,#245146,#533928,#ac9884
2696,42.328631,-71.0526480874,1,boston,,,
2697,42.328631,-71.0526480874,2,boston,,,
2698,42.328631,-71.0526480874,3,boston,#007b5c,#735b44,#ac9683
2699,42.328631,-71.0546778067,0,boston,#339582,#357d72,#694a30
2700,42.328631,-71.0546778067,1,boston,#ad8d6e,#8b8a59,#656661
2701,42.328631,-71.0546778067,2,boston,,,
2702,42.328631,-71.0546778067,3,boston,#694b2e,#8a6441,#8a6441
2703,42.328631,-71.056707526,0,boston,#5b4b22,#6c869f,#b7af96
2704,42.328631,-71.056707526,1,boston,#1c1001,#412f13,#9f8c6f
2705,42.328631,-71.056707526,2,boston,#261a03,#483c23,#918266
2706,42.328631,-71.056707526,3,boston,#5e4a21,#1b384a,#917f60
2707,42.328631,-71.0587372453,0,boston,,,
2708,42.328631,-71.0587372453,1,boston,,,
2709,42.328631,-71.0587372453,2,boston,,,
2710,42.328631,-71.0587372453,3,boston,,,
2711,42.328631,-71.0607669646,0,boston,,,
2712,42.328631,-71.0607669646,1,boston,,,
2713,42.328631,-71.0607669646,2,boston,,,
2714,42.328631,-71.0607669646,3,boston,,,
2715,42.328631,-71.0627966839,0,boston,#d96571,#b4666a,#55605a
2716,42.328631,-71.0627966839,1,boston,,,
2717,42.328631,-71.0627966839,2,boston,,,
2718,42.328631,-71.0627966839,3,boston,#4c160c,#2c190f,#a78774
2719,42.328631,-71.0668561225,0,boston,#2f180e,#1c130b,#9a8e80
2720,42.328631,-71.0668561225,1,boston,#472724,#7a5244,#968875
2721,42.328631,-71.0668561225,2,boston,,,
2722,42.328631,-71.0668561225,3,boston,,,
2723,42.328631,-71.0688858418,0,boston,#482516,#6c583d,#7c7e72
2724,42.328631,-71.0688858418,1,boston,#681e1e,#312211,#7f7f73
2725,42.328631,-71.0688858418,2,boston,,,
2726,42.328631,-71.0688858418,3,boston,#000d1e,#633422,#77674d
2727,42.328631,-71.0709155611,0,boston,,,
2728,42.328631,-71.0709155611,1,boston,#000d17,#301a1b,#9d9483
2729,42.328631,-71.0709155611,2,boston,#3e686f,#1c2028,#4b403e
2730,42.328631,-71.0709155611,3,boston,#6e4c38,#423025,#caa18b
2731,42.328631,-71.0729452804,0,boston,,,
2732,42.328631,-71.0729452804,1,boston,#0d0a04,#8397a9,#8e8170
2733,42.328631,-71.0729452804,2,boston,#1c1400,#0e0b08,#302726
2734,42.328631,-71.0729452804,3,boston,,,
2735,42.328631,-71.0749749997,0,boston,#918067,#51493e,#51493e
2736,42.328631,-71.0749749997,1,boston,#705d08,#655e1a,#6e4e40
2737,42.328631,-71.0749749997,2,boston,#3c3619,#494225,#6e4f44
2738,42.328631,-71.0749749997,3,boston,#a39983,#292822,#58544a
2739,42.328631,-71.077004719,0,boston,#1d0b03,#1b2d3a,#907968
2740,42.328631,-71.077004719,1,boston,#492c20,#b88c73,#492c20
2741,42.328631,-71.077004719,2,boston,#222f3a,#a37067,#3f4c54
2742,42.328631,-71.077004719,3,boston,#32421f,#1b2835,#594650
2743,42.328631,-71.0790344383,0,boston,#5a1911,#83241a,#41302b
2744,42.328631,-71.0790344383,1,boston,#210a01,#530c0a,#56554e
2745,42.328631,-71.0790344383,2,boston,#182231,#322c1d,#475a6b
2746,42.328631,-71.0790344383,3,boston,#191b23,#3a3c2c,#948674
2747,42.328631,-71.0810641576,0,boston,#344650,#4d626e,#344650
2748,42.328631,-71.0810641576,1,boston,#333410,#181b0b,#4f3f39
2749,42.328631,-71.0810641576,2,boston,#3d0d00,#3e2401,#6a5542
2750,42.328631,-71.0810641576,3,boston,#4b2a17,#7b9bb3,#6f5d4e
2751,42.328631,-71.0830938769,0,boston,#ea5655,#231c11,#62533e
2752,42.328631,-71.0830938769,1,boston,#661804,#aa1a0a,#464138
2753,42.328631,-71.0830938769,2,boston,#471b00,#340300,#4e4739
2754,42.328631,-71.0830938769,3,boston,#894528,#8a7b65,#61594e
2755,42.328631,-71.0851235962,0,boston,,,
2756,42.328631,-71.0851235962,1,boston,,,
2757,42.328631,-71.0851235962,2,boston,,,
2758,42.328631,-71.0851235962,3,boston,#051321,#422012,#91826a
2759,42.328631,-71.0871533155,0,boston,,,
2760,42.328631,-71.0871533155,1,boston,#803723,#513b1c,#5c3b32
2761,42.328631,-71.0871533155,2,boston,#64413d,#322520,#64413d
2762,42.328631,-71.0871533155,3,boston,#965e39,#a27e56,#856d49
2763,42.328631,-71.0891830348,0,boston,,,
2764,42.328631,-71.0891830348,1,boston,,,
2765,42.328631,-71.0891830348,2,boston,,,
2766,42.328631,-71.0891830348,3,boston,,,
2767,42.328631,-71.0912127541,0,boston,#2a1b0e,#285471,#a17255
2768,42.328631,-71.0912127541,1,boston,#3b1c12,#876148,#9b7158
2769,42.328631,-71.0912127541,2,boston,#2a3740,#c3b894,#2a3740
2770,42.328631,-71.0912127541,3,boston,#6a6731,#b17a61,#2d3840
2771,42.328631,-71.0932424734,0,boston,,,
2772,42.328631,-71.0932424734,1,boston,#1e4d61,#294b5a,#434239
2773,42.328631,-71.0932424734,2,boston,#b98272,#c7917e,#514d45
2774,42.328631,-71.0932424734,3,boston,#3b0000,#51561a,#966c5a
2775,42.328631,-71.0952721927,0,boston,#75542c,#39271d,#7d633f
2776,42.328631,-71.0952721927,1,boston,,,
2777,42.328631,-71.0952721927,2,boston,,,
2778,42.328631,-71.0952721927,3,boston,#5f3120,#687029,#5f3120
2779,42.328631,-71.097301912,0,boston,,,
2780,42.328631,-71.097301912,1,boston,#6e373a,#8e8b53,#5c3e46
2781,42.328631,-71.097301912,2,boston,,,
2782,42.328631,-71.097301912,3,boston,,,
2783,42.328631,-71.0993316314,0,boston,#95a8bb,#393836,#95a8bb
2784,42.328631,-71.0993316314,1,boston,#4e4532,#aba181,#4e4532
2785,42.328631,-71.0993316314,2,boston,#3b280c,#49351e,#625d52
2786,42.328631,-71.0993316314,3,boston,#0b0c04,#495660,#2d2b28
2787,42.328631,-71.1013613507,0,boston,#321b15,#63642e,#78776b
2788,42.328631,-71.1013613507,1,boston,#774938,#131a10,#6b6249
2789,42.328631,-71.1013613507,2,boston,,,
2790,42.328631,-71.1013613507,3,boston,,,
2791,42.328631,-71.1074505086,0,boston,,,
