OBJECTID,POSTCODE,PC_NAME,city,label,lat,lng
1813,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.39049326,-71.10911396
1814,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.39107189,-71.10761033
1815,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38921888,-71.11086271
1816,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.3859464,-71.11419343
1817,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.37874738,-71.1012675
1818,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38382747,-71.10121823
1819,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38207924,-71.10401744
1820,2144,SOMERVILLE,MA,SOMERVILLE_02144,42.38876691,-71.11408058
1821,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.37667877,-71.09461989
1822,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38091218,-71.10786704
1823,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.37964725,-71.0933947
1824,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38030302,-71.08753832
1825,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.37959867,-71.10230705
1826,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38485499,-71.10264091
1827,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.3811211,-71.09632331
1828,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38804676,-71.11132532
1829,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38887632,-71.10484037
1830,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38583155,-71.11452536
1831,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38050224,-71.09992768
1832,2143,SOMERVILLE,MA,SOMERVILLE_02143,42.38162973,-71.08910315
