,lat,lng,dir,city,sky,tree
330,40.700283,-73.9809496656,2,newyork,47015,22587
331,40.700283,-73.9809496656,3,newyork,4993,54419
332,40.700283,-73.9829296278,0,newyork,32667,41325
333,40.700283,-73.9829296278,1,newyork,10956,42600
334,40.700283,-73.9829296278,2,newyork,39232,29832
335,40.700283,-73.9829296278,3,newyork,6642,58905
336,40.700283,-73.9849095899,0,newyork,42146,10324
337,40.700283,-73.9849095899,1,newyork,60487,17200
338,40.700283,-73.9849095899,2,newyork,65489,22478
339,40.700283,-73.9849095899,3,newyork,49199,19160
340,40.700283,-73.9868895521,0,newyork,67653,650
341,40.700283,-73.9868895521,1,newyork,73915,3416
342,40.700283,-73.9868895521,2,newyork,47807,2106
343,40.700283,-73.9868895521,3,newyork,33042,398
344,40.700283,-73.9888695142,0,newyork,34881,742
345,40.700283,-73.9888695142,1,newyork,10856,3361
346,40.700283,-73.9888695142,2,newyork,56348,4275
347,40.700283,-73.9888695142,3,newyork,60176,19524
348,40.700283,-73.9908494763,0,newyork,41704,33411
349,40.700283,-73.9908494763,1,newyork,33090,71689
350,40.700283,-73.9908494763,2,newyork,43988,39309
351,40.700283,-73.9908494763,3,newyork,2243,7970
352,40.700283,-73.9928294385,0,newyork,23241,6774
353,40.700283,-73.9928294385,1,newyork,25418,24697
354,40.700283,-73.9928294385,2,newyork,0,4009
355,40.700283,-73.9928294385,3,newyork,23380,23562
356,40.700283,-73.9948094006,0,newyork,1132,2160
357,40.700283,-73.9948094006,1,newyork,1245,37132
358,40.700283,-73.9948094006,2,newyork,3790,15935
359,40.700283,-73.9948094006,3,newyork,4057,25094
360,40.700283,-73.9967893628,0,newyork,55689,6006
361,40.700283,-73.9967893628,1,newyork,24454,40253
362,40.700283,-73.9967893628,2,newyork,29921,41500
363,40.700283,-73.9967893628,3,newyork,65594,5399
364,40.701783,-73.931450612,0,newyork,4069,71913
365,40.701783,-73.931450612,1,newyork,12447,60883
366,40.701783,-73.931450612,2,newyork,34123,10972
367,40.701783,-73.931450612,3,newyork,31814,13973
368,40.701783,-73.9334305741,0,newyork,38119,35515
369,40.701783,-73.9334305741,1,newyork,14523,80732
370,40.701783,-73.9334305741,2,newyork,42643,18806
371,40.701783,-73.9334305741,3,newyork,17003,14913
372,40.701783,-73.9354105363,0,newyork,63497,11488
373,40.701783,-73.9354105363,1,newyork,59372,5297
374,40.701783,-73.9354105363,2,newyork,55680,32579
375,40.701783,-73.9354105363,3,newyork,49983,37477
376,40.701783,-73.9373904984,0,newyork,14681,43908
377,40.701783,-73.9373904984,1,newyork,52827,8655
378,40.701783,-73.9373904984,2,newyork,32106,6509
379,40.701783,-73.9373904984,3,newyork,23879,47056
380,40.701783,-73.9413504227,0,newyork,19244,4103
381,40.701783,-73.9413504227,1,newyork,44271,4744
382,40.701783,-73.9413504227,2,newyork,22583,3181
383,40.701783,-73.9413504227,3,newyork,36823,715
384,40.701783,-73.9433303849,0,newyork,21507,21994
385,40.701783,-73.9433303849,1,newyork,9118,148
386,40.701783,-73.9433303849,2,newyork,38583,899
387,40.701783,-73.9433303849,3,newyork,32339,18456
388,40.701783,-73.945310347,0,newyork,16260,83339
389,40.701783,-73.945310347,1,newyork,68600,2980
390,40.701783,-73.945310347,2,newyork,51214,6845
391,40.701783,-73.945310347,3,newyork,32154,59506
392,40.701783,-73.9472903091,0,newyork,63486,11412
393,40.701783,-73.9472903091,1,newyork,60639,10117
394,40.701783,-73.9472903091,2,newyork,65195,40668
395,40.701783,-73.9472903091,3,newyork,59079,11296
396,40.701783,-73.9492702713,0,newyork,52370,4379
397,40.701783,-73.9492702713,1,newyork,43368,2190
398,40.701783,-73.9492702713,2,newyork,73981,9078
399,40.701783,-73.9492702713,3,newyork,65930,7298
400,40.701783,-73.9512502334,0,newyork,16823,2475
401,40.701783,-73.9512502334,1,newyork,35543,14087
402,40.701783,-73.9512502334,2,newyork,25939,27912
403,40.701783,-73.9512502334,3,newyork,12545,17746
404,40.701783,-73.9532301956,0,newyork,37147,18570
405,40.701783,-73.9532301956,1,newyork,27571,441
406,40.701783,-73.9532301956,2,newyork,38202,4592
407,40.701783,-73.9532301956,3,newyork,49062,2768
408,40.701783,-73.9552101577,0,newyork,29464,7145
409,40.701783,-73.9552101577,1,newyork,34282,5415
410,40.701783,-73.9552101577,2,newyork,30808,15694
411,40.701783,-73.9552101577,3,newyork,22741,19296
412,40.701783,-73.9571901199,0,newyork,22458,13698
413,40.701783,-73.9571901199,1,newyork,25725,11178
414,40.701783,-73.9571901199,2,newyork,14317,17720
415,40.701783,-73.9571901199,3,newyork,35641,11348
416,40.701783,-73.959170082,0,newyork,18451,1816
417,40.701783,-73.959170082,1,newyork,33614,2596
418,40.701783,-73.959170082,2,newyork,24496,7473
419,40.701783,-73.959170082,3,newyork,24429,12820
420,40.701783,-73.9611500442,0,newyork,61449,43999
421,40.701783,-73.9611500442,1,newyork,61353,26903
422,40.701783,-73.9611500442,2,newyork,60001,8975
423,40.701783,-73.9611500442,3,newyork,76555,40034
424,40.701783,-73.9631300063,0,newyork,36278,13941
425,40.701783,-73.9631300063,1,newyork,47576,375
426,40.701783,-73.9631300063,2,newyork,56237,204
427,40.701783,-73.9631300063,3,newyork,37052,10819
428,40.701783,-73.9809496656,0,newyork,39620,16374
429,40.701783,-73.9809496656,1,newyork,16190,65986
430,40.701783,-73.9809496656,2,newyork,23470,55854
431,40.701783,-73.9809496656,3,newyork,25742,19366
432,40.701783,-73.9829296278,0,newyork,43426,27657
433,40.701783,-73.9829296278,1,newyork,0,69068
434,40.701783,-73.9829296278,2,newyork,32165,9874
435,40.701783,-73.9829296278,3,newyork,29122,19848
436,40.701783,-73.9849095899,0,newyork,42931,14
437,40.701783,-73.9849095899,1,newyork,9332,744
438,40.701783,-73.9849095899,2,newyork,44043,2934
439,40.701783,-73.9849095899,3,newyork,59619,0
440,40.701783,-73.9868895521,0,newyork,35350,472
441,40.701783,-73.9868895521,1,newyork,67862,4164
442,40.701783,-73.9868895521,2,newyork,43969,12400
443,40.701783,-73.9868895521,3,newyork,5,6322
444,40.701783,-73.9888695142,0,newyork,26853,1159
445,40.701783,-73.9888695142,1,newyork,27862,17597
446,40.701783,-73.9888695142,2,newyork,18730,9093
447,40.701783,-73.9888695142,3,newyork,22914,4161
448,40.701783,-73.9908494763,0,newyork,44521,3551
449,40.701783,-73.9908494763,1,newyork,18822,2625
450,40.701783,-73.9908494763,2,newyork,10504,500
451,40.701783,-73.9908494763,3,newyork,30020,1560
452,40.701783,-73.9928294385,0,newyork,55865,171
453,40.701783,-73.9928294385,1,newyork,46876,85
454,40.701783,-73.9928294385,2,newyork,21548,155
455,40.701783,-73.9928294385,3,newyork,43619,367
456,40.701783,-73.9948094006,0,newyork,5237,0
457,40.701783,-73.9948094006,1,newyork,8120,39286
458,40.701783,-73.9948094006,2,newyork,50300,33780
459,40.701783,-73.9948094006,3,newyork,7569,0
460,40.701783,-73.9967893628,0,newyork,67215,96404
461,40.701783,-73.9967893628,1,newyork,61985,95513
462,40.701783,-73.9967893628,2,newyork,59599,105776
463,40.701783,-73.9967893628,3,newyork,58880,107727
464,40.703283,-73.9294706498,0,newyork,53072,9157
465,40.703283,-73.9294706498,1,newyork,48804,12470
466,40.703283,-73.9294706498,2,newyork,58727,1787
467,40.703283,-73.9294706498,3,newyork,50153,3309
468,40.703283,-73.931450612,0,newyork,20672,43
469,40.703283,-73.931450612,1,newyork,54045,526
470,40.703283,-73.931450612,2,newyork,56899,2770
471,40.703283,-73.931450612,3,newyork,42323,3018
472,40.703283,-73.9334305741,0,newyork,33980,122
473,40.703283,-73.9334305741,1,newyork,56595,773
474,40.703283,-73.9334305741,2,newyork,59527,6932
475,40.703283,-73.9334305741,3,newyork,43124,37
476,40.703283,-73.9354105363,0,newyork,24340,18820
477,40.703283,-73.9354105363,1,newyork,44983,1512
478,40.703283,-73.9354105363,2,newyork,63002,5781
479,40.703283,-73.9354105363,3,newyork,54831,4514
480,40.703283,-73.9373904984,0,newyork,53393,48777
481,40.703283,-73.9373904984,1,newyork,69555,9649
482,40.703283,-73.9373904984,2,newyork,48374,29543
483,40.703283,-73.9373904984,3,newyork,32651,44246
484,40.703283,-73.9413504227,0,newyork,31489,1949
485,40.703283,-73.9413504227,1,newyork,21603,45517
486,40.703283,-73.9413504227,2,newyork,5896,78368
487,40.703283,-73.9413504227,3,newyork,20118,32404
488,40.703283,-73.9433303849,0,newyork,19381,68937
489,40.703283,-73.9433303849,1,newyork,27891,24410
490,40.703283,-73.9433303849,2,newyork,0,25227
491,40.703283,-73.9433303849,3,newyork,24371,36841
492,40.703283,-73.945310347,0,newyork,0,45941
493,40.703283,-73.945310347,1,newyork,42491,28823
494,40.703283,-73.945310347,2,newyork,56263,212
495,40.703283,-73.945310347,3,newyork,32581,48423
496,40.703283,-73.9472903091,0,newyork,35968,19766
497,40.703283,-73.9472903091,1,newyork,18379,20843
498,40.703283,-73.9472903091,2,newyork,55995,2554
499,40.703283,-73.9472903091,3,newyork,50917,470
500,40.703283,-73.9492702713,0,newyork,18845,5621
501,40.703283,-73.9492702713,1,newyork,54218,10532
502,40.703283,-73.9492702713,2,newyork,45782,15232
503,40.703283,-73.9492702713,3,newyork,30376,17127
504,40.703283,-73.9512502334,0,newyork,20647,6597
505,40.703283,-73.9512502334,1,newyork,44174,16229
506,40.703283,-73.9512502334,2,newyork,17872,1532
507,40.703283,-73.9512502334,3,newyork,57786,18013
508,40.703283,-73.9532301956,0,newyork,29472,23327
509,40.703283,-73.9532301956,1,newyork,35000,3478
510,40.703283,-73.9532301956,2,newyork,27410,12828
511,40.703283,-73.9532301956,3,newyork,34271,21150
512,40.703283,-73.9552101577,0,newyork,2743,37618
513,40.703283,-73.9552101577,1,newyork,15576,30845
514,40.703283,-73.9552101577,2,newyork,8463,37910
515,40.703283,-73.9552101577,3,newyork,8919,31669
516,40.703283,-73.9571901199,0,newyork,27278,7037
517,40.703283,-73.9571901199,1,newyork,20949,30834
518,40.703283,-73.9571901199,2,newyork,30203,22377
519,40.703283,-73.9571901199,3,newyork,11585,22326
520,40.703283,-73.959170082,0,newyork,18257,49145
521,40.703283,-73.959170082,1,newyork,13408,26268
