,source,target,value
1770,boston_EastCambridge,boston_LeatherDistrict,0.214995
1771,boston_EastCambridge,boston_LongwoodMedicalArea,0.11168
1772,boston_EastCambridge,boston_MEDFORD_02155,0.5154
1773,boston_EastCambridge,boston_MidCambridge,0.755715
1774,boston_EastCambridge,boston_MissionHill,1.06371
1775,boston_EastCambridge,boston_NeighborhoodNine,0.26606
1776,boston_EastCambridge,boston_NorthCambridge,0.07358
1777,boston_EastCambridge,boston_NorthEnd,0.374005
1778,boston_EastCambridge,boston_Riverside,0.6845
1779,boston_EastCambridge,boston_Roxbury,0.020861
1780,boston_EastCambridge,boston_SOMERVILLE_02143,0.824045
1781,boston_EastCambridge,boston_SOMERVILLE_02144,0.68416
1782,boston_EastCambridge,boston_SOMERVILLE_02145,0.17495
1783,boston_EastCambridge,boston_SouthBoston,0.98243
1784,boston_EastCambridge,boston_SouthBostonWaterfront,0.234985
1785,boston_EastCambridge,boston_SouthEnd,0.424135
1786,boston_EastCambridge,boston_ThePort,0.796805
1787,boston_EastCambridge,boston_WATERTOWN_02472,0
1788,boston_EastCambridge,boston_WellingtonHarrington,0.418195
1789,boston_EastCambridge,boston_WestCambridge,0.072825
1790,boston_EastCambridge,boston_WestEnd,0.69224
1791,boston_EastCambridge,chicago_ArmourSquare,0.50485
1792,boston_EastCambridge,chicago_Bridgeport,0.222155
1793,boston_EastCambridge,chicago_Douglas,0.344085
1794,boston_EastCambridge,chicago_EastGarfieldPark,0.34759
1795,boston_EastCambridge,chicago_HumboldtPark,0.16003
1796,boston_EastCambridge,chicago_LincolnPark,0
1797,boston_EastCambridge,chicago_LoganSquare,0.18306
1798,boston_EastCambridge,chicago_Loop,0.7746
1799,boston_EastCambridge,chicago_LowerWestSide,0.404545
1800,boston_EastCambridge,chicago_McKinleyPark,0
1801,boston_EastCambridge,chicago_NearNorthSide,0.13618
1802,boston_EastCambridge,chicago_NearSouthSide,0.463345
1803,boston_EastCambridge,chicago_NearWestSide,0.686625
1804,boston_EastCambridge,chicago_NorthLawndale,0.15672185
1805,boston_EastCambridge,chicago_SouthLawndale,0.486435
1806,boston_EastCambridge,chicago_WestTown,0.276085
1807,boston_EastCambridge,newyork_AstoriaLongIslandCity,0
1808,boston_EastCambridge,newyork_BatteryPark,0
1809,boston_EastCambridge,newyork_CarnegieHill,0
1810,boston_EastCambridge,newyork_CentralPark,0.09516
1811,boston_EastCambridge,newyork_Chelsea,0.5862
1812,boston_EastCambridge,newyork_Chinatown,0.049244
1813,boston_EastCambridge,newyork_Clinton,0.369025
1814,boston_EastCambridge,newyork_EastHarlem,0.47036
1815,boston_EastCambridge,newyork_EastVillage,0
1816,boston_EastCambridge,newyork_FinancialDistrict,0.391745
1817,boston_EastCambridge,newyork_GarmentDistrict,0
1818,boston_EastCambridge,newyork_Gramercy,0.05135
1819,boston_EastCambridge,newyork_Greenpoint,0.148245
1820,boston_EastCambridge,newyork_GreenwichVillage,0
1821,boston_EastCambridge,newyork_LittleItaly,0
1822,boston_EastCambridge,newyork_LowerEastSide,0.1016
1823,boston_EastCambridge,newyork_Maspeth,0.514045
1824,boston_EastCambridge,newyork_Midtown,0.08055
1825,boston_EastCambridge,newyork_MurrayHill,0
1826,boston_EastCambridge,newyork_NorthSuttonArea,0.146885
1827,boston_EastCambridge,newyork_Soho,0
1828,boston_EastCambridge,newyork_Steinway,0
1829,boston_EastCambridge,newyork_SunnySide,0.8255
1830,boston_EastCambridge,newyork_TheWaterfront,0.23898
1831,boston_EastCambridge,newyork_Tribeca,0.27946
1832,boston_EastCambridge,newyork_UpperEastSide,0
1833,boston_EastCambridge,newyork_UpperWestSide,0
1834,boston_EastCambridge,newyork_WestVillage,0.286185
1835,boston_EastCambridge,newyork_Williamsburg,0.39902
1836,boston_EastCambridge,newyork_Woodside,0.33953
1837,boston_EastCambridge,newyork_Yorkville,0.422675
1838,boston_EastCambridge,sanfrancisco_Bayview,0
1839,boston_EastCambridge,sanfrancisco_BernalHeights,0.1456555
1840,boston_EastCambridge,sanfrancisco_CastroUpperMarket,0.05062
1841,boston_EastCambridge,sanfrancisco_Chinatown,0
1842,boston_EastCambridge,sanfrancisco_DiamondHeights,0
1843,boston_EastCambridge,sanfrancisco_Downtown,0.143035
1844,boston_EastCambridge,sanfrancisco_Excelsior,0
1845,boston_EastCambridge,sanfrancisco_FinancialDistrict,0
1846,boston_EastCambridge,sanfrancisco_GlenPark,0.251355
1847,boston_EastCambridge,sanfrancisco_HaightAshbury,0.105705
1848,boston_EastCambridge,sanfrancisco_InnerRichmond,0
1849,boston_EastCambridge,sanfrancisco_InnerSunset,0.210089
1850,boston_EastCambridge,sanfrancisco_Lakeshore,0
1851,boston_EastCambridge,sanfrancisco_Marina,0.147955
1852,boston_EastCambridge,sanfrancisco_Mission,0.21354
1853,boston_EastCambridge,sanfrancisco_NobHill,0.460455
1854,boston_EastCambridge,sanfrancisco_NoeValley,0
1855,boston_EastCambridge,sanfrancisco_NorthBeach,0.37629
1856,boston_EastCambridge,sanfrancisco_OceanView,0.11621
1857,boston_EastCambridge,sanfrancisco_OuterMission,0
1858,boston_EastCambridge,sanfrancisco_OuterRichmond,0.025654
1859,boston_EastCambridge,sanfrancisco_OuterSunset,0
1860,boston_EastCambridge,sanfrancisco_PacificHeights,0.11912
1861,boston_EastCambridge,sanfrancisco_Parkside,0
1862,boston_EastCambridge,sanfrancisco_PotreroHill,0.13294
1863,boston_EastCambridge,sanfrancisco_PresidioHeights,0.0305075
1864,boston_EastCambridge,sanfrancisco_RussianHill,0.234695
1865,boston_EastCambridge,sanfrancisco_Seacliff,0
1866,boston_EastCambridge,sanfrancisco_SouthOfMarket,0.416585
1867,boston_EastCambridge,sanfrancisco_TwinPeaks,0
1868,boston_EastCambridge,sanfrancisco_WestOfTwinPeaks,0.328475
1869,boston_EastCambridge,sanfrancisco_WesternAddition,0
1870,boston_Fenway,boston_JamaicaPlain,0.41581
1871,boston_Fenway,boston_LeatherDistrict,0
1872,boston_Fenway,boston_LongwoodMedicalArea,0.65
1873,boston_Fenway,boston_MEDFORD_02155,1.20405
1874,boston_Fenway,boston_MidCambridge,0.347015
1875,boston_Fenway,boston_MissionHill,0.73439
1876,boston_Fenway,boston_NeighborhoodNine,0.12657
1877,boston_Fenway,boston_NorthCambridge,0.13309
1878,boston_Fenway,boston_NorthEnd,0.44519
1879,boston_Fenway,boston_Riverside,0.78402
1880,boston_Fenway,boston_Roxbury,0.50969
1881,boston_Fenway,boston_SOMERVILLE_02143,0
1882,boston_Fenway,boston_SOMERVILLE_02144,0
1883,boston_Fenway,boston_SOMERVILLE_02145,0.25992
1884,boston_Fenway,boston_SouthBoston,0.557545
1885,boston_Fenway,boston_SouthBostonWaterfront,0.0229325
1886,boston_Fenway,boston_SouthEnd,1.18654
1887,boston_Fenway,boston_ThePort,0.064085
1888,boston_Fenway,boston_WATERTOWN_02472,0.322845
1889,boston_Fenway,boston_WellingtonHarrington,0.51152
1890,boston_Fenway,boston_WestCambridge,0.264875
1891,boston_Fenway,boston_WestEnd,0.582485
1892,boston_Fenway,chicago_ArmourSquare,0
1893,boston_Fenway,chicago_Bridgeport,0.10271
1894,boston_Fenway,chicago_Douglas,0.33779
1895,boston_Fenway,chicago_EastGarfieldPark,0.380235
1896,boston_Fenway,chicago_HumboldtPark,0
1897,boston_Fenway,chicago_LincolnPark,0.418815
1898,boston_Fenway,chicago_LoganSquare,0.55175
1899,boston_Fenway,chicago_Loop,0
1900,boston_Fenway,chicago_LowerWestSide,0
1901,boston_Fenway,chicago_McKinleyPark,0
1902,boston_Fenway,chicago_NearNorthSide,0.090175
1903,boston_Fenway,chicago_NearSouthSide,0.34671
1904,boston_Fenway,chicago_NearWestSide,0.676
1905,boston_Fenway,chicago_NorthLawndale,0.3527
1906,boston_Fenway,chicago_SouthLawndale,0
1907,boston_Fenway,chicago_WestTown,1.0534
1908,boston_Fenway,newyork_AstoriaLongIslandCity,0.16627
1909,boston_Fenway,newyork_BatteryPark,0.28226
1910,boston_Fenway,newyork_CarnegieHill,0
1911,boston_Fenway,newyork_CentralPark,0.39966
1912,boston_Fenway,newyork_Chelsea,0.400685
1913,boston_Fenway,newyork_Chinatown,0.341975
1914,boston_Fenway,newyork_Clinton,0.29533
1915,boston_Fenway,newyork_EastHarlem,0.066385
1916,boston_Fenway,newyork_EastVillage,0.06944
1917,boston_Fenway,newyork_FinancialDistrict,0
1918,boston_Fenway,newyork_GarmentDistrict,0.261465
1919,boston_Fenway,newyork_Gramercy,0.55695
1920,boston_Fenway,newyork_Greenpoint,0.8548
1921,boston_Fenway,newyork_GreenwichVillage,0
1922,boston_Fenway,newyork_LittleItaly,0.78303
1923,boston_Fenway,newyork_LowerEastSide,0.2418495
1924,boston_Fenway,newyork_Maspeth,0.405415
1925,boston_Fenway,newyork_Midtown,0
1926,boston_Fenway,newyork_MurrayHill,0.280055
1927,boston_Fenway,newyork_NorthSuttonArea,0.24573
1928,boston_Fenway,newyork_Soho,0
1929,boston_Fenway,newyork_Steinway,0.196115
1930,boston_Fenway,newyork_SunnySide,0.37037
1931,boston_Fenway,newyork_TheWaterfront,0.4492625
1932,boston_Fenway,newyork_Tribeca,0.06746
1933,boston_Fenway,newyork_UpperEastSide,0
1934,boston_Fenway,newyork_UpperWestSide,0.0311035
1935,boston_Fenway,newyork_WestVillage,0.11173
1936,boston_Fenway,newyork_Williamsburg,0.389035
1937,boston_Fenway,newyork_Woodside,0.211525
1938,boston_Fenway,newyork_Yorkville,0.187135
1939,boston_Fenway,sanfrancisco_Bayview,0
1940,boston_Fenway,sanfrancisco_BernalHeights,0.078735
1941,boston_Fenway,sanfrancisco_CastroUpperMarket,0
1942,boston_Fenway,sanfrancisco_Chinatown,1.88018
1943,boston_Fenway,sanfrancisco_DiamondHeights,0.06946
1944,boston_Fenway,sanfrancisco_Downtown,0.20126
1945,boston_Fenway,sanfrancisco_Excelsior,0
1946,boston_Fenway,sanfrancisco_FinancialDistrict,0
1947,boston_Fenway,sanfrancisco_GlenPark,0.163135
1948,boston_Fenway,sanfrancisco_HaightAshbury,0
1949,boston_Fenway,sanfrancisco_InnerRichmond,0
1950,boston_Fenway,sanfrancisco_InnerSunset,0
1951,boston_Fenway,sanfrancisco_Lakeshore,0
1952,boston_Fenway,sanfrancisco_Marina,0
1953,boston_Fenway,sanfrancisco_Mission,0
1954,boston_Fenway,sanfrancisco_NobHill,0
1955,boston_Fenway,sanfrancisco_NoeValley,0
1956,boston_Fenway,sanfrancisco_NorthBeach,0.406815
1957,boston_Fenway,sanfrancisco_OceanView,0.050895
1958,boston_Fenway,sanfrancisco_OuterMission,0
1959,boston_Fenway,sanfrancisco_OuterRichmond,0
1960,boston_Fenway,sanfrancisco_OuterSunset,0
1961,boston_Fenway,sanfrancisco_PacificHeights,0
1962,boston_Fenway,sanfrancisco_Parkside,0
1963,boston_Fenway,sanfrancisco_PotreroHill,0.312955
1964,boston_Fenway,sanfrancisco_PresidioHeights,0.307265
1965,boston_Fenway,sanfrancisco_RussianHill,0
1966,boston_Fenway,sanfrancisco_Seacliff,0
1967,boston_Fenway,sanfrancisco_SouthOfMarket,0.357125
1968,boston_Fenway,sanfrancisco_TwinPeaks,0
1969,boston_Fenway,sanfrancisco_WestOfTwinPeaks,0
1970,boston_Fenway,sanfrancisco_WesternAddition,0
1971,boston_JamaicaPlain,boston_LeatherDistrict,0
1972,boston_JamaicaPlain,boston_LongwoodMedicalArea,0.15639
1973,boston_JamaicaPlain,boston_MEDFORD_02155,0.102975
1974,boston_JamaicaPlain,boston_MidCambridge,0.334405
1975,boston_JamaicaPlain,boston_MissionHill,0.746075
1976,boston_JamaicaPlain,boston_NeighborhoodNine,0.25773
1977,boston_JamaicaPlain,boston_NorthCambridge,0.68322
1978,boston_JamaicaPlain,boston_NorthEnd,0.42536
1979,boston_JamaicaPlain,boston_Riverside,0.195915
1980,boston_JamaicaPlain,boston_Roxbury,1.54724
1981,boston_JamaicaPlain,boston_SOMERVILLE_02143,0.4527546
1982,boston_JamaicaPlain,boston_SOMERVILLE_02144,1.045845
1983,boston_JamaicaPlain,boston_SOMERVILLE_02145,0.65128
1984,boston_JamaicaPlain,boston_SouthBoston,0.204605
1985,boston_JamaicaPlain,boston_SouthBostonWaterfront,0
1986,boston_JamaicaPlain,boston_SouthEnd,0.154465
1987,boston_JamaicaPlain,boston_ThePort,0.126285
1988,boston_JamaicaPlain,boston_WATERTOWN_02472,0.47996
1989,boston_JamaicaPlain,boston_WellingtonHarrington,0
1990,boston_JamaicaPlain,boston_WestCambridge,0.17141
1991,boston_JamaicaPlain,boston_WestEnd,0.087325
1992,boston_JamaicaPlain,chicago_ArmourSquare,0.11602
1993,boston_JamaicaPlain,chicago_Bridgeport,0.48905
1994,boston_JamaicaPlain,chicago_Douglas,0.352675
1995,boston_JamaicaPlain,chicago_EastGarfieldPark,0.668735
1996,boston_JamaicaPlain,chicago_HumboldtPark,0.492855
1997,boston_JamaicaPlain,chicago_LincolnPark,0.377035
1998,boston_JamaicaPlain,chicago_LoganSquare,0.75938
1999,boston_JamaicaPlain,chicago_Loop,0.210165
2000,boston_JamaicaPlain,chicago_LowerWestSide,0.208315
2001,boston_JamaicaPlain,chicago_McKinleyPark,0
2002,boston_JamaicaPlain,chicago_NearNorthSide,0.28104
2003,boston_JamaicaPlain,chicago_NearSouthSide,0
2004,boston_JamaicaPlain,chicago_NearWestSide,0.095915
2005,boston_JamaicaPlain,chicago_NorthLawndale,0
2006,boston_JamaicaPlain,chicago_SouthLawndale,0
2007,boston_JamaicaPlain,chicago_WestTown,0.99291
2008,boston_JamaicaPlain,newyork_AstoriaLongIslandCity,0.14242
2009,boston_JamaicaPlain,newyork_BatteryPark,0
2010,boston_JamaicaPlain,newyork_CarnegieHill,0.24643
2011,boston_JamaicaPlain,newyork_CentralPark,0.15647
2012,boston_JamaicaPlain,newyork_Chelsea,0
2013,boston_JamaicaPlain,newyork_Chinatown,0.052225
2014,boston_JamaicaPlain,newyork_Clinton,0
2015,boston_JamaicaPlain,newyork_EastHarlem,0.36928
2016,boston_JamaicaPlain,newyork_EastVillage,0
2017,boston_JamaicaPlain,newyork_FinancialDistrict,0
2018,boston_JamaicaPlain,newyork_GarmentDistrict,0
2019,boston_JamaicaPlain,newyork_Gramercy,0
2020,boston_JamaicaPlain,newyork_Greenpoint,0.088935
2021,boston_JamaicaPlain,newyork_GreenwichVillage,0
2022,boston_JamaicaPlain,newyork_LittleItaly,0
2023,boston_JamaicaPlain,newyork_LowerEastSide,0
2024,boston_JamaicaPlain,newyork_Maspeth,0.0742
2025,boston_JamaicaPlain,newyork_Midtown,0.086015
2026,boston_JamaicaPlain,newyork_MurrayHill,0
2027,boston_JamaicaPlain,newyork_NorthSuttonArea,0
2028,boston_JamaicaPlain,newyork_Soho,0
2029,boston_JamaicaPlain,newyork_Steinway,0.29683
2030,boston_JamaicaPlain,newyork_SunnySide,0.705865
2031,boston_JamaicaPlain,newyork_TheWaterfront,0.21535
2032,boston_JamaicaPlain,newyork_Tribeca,0
2033,boston_JamaicaPlain,newyork_UpperEastSide,0
2034,boston_JamaicaPlain,newyork_UpperWestSide,0.140619
2035,boston_JamaicaPlain,newyork_WestVillage,0.0371695
2036,boston_JamaicaPlain,newyork_Williamsburg,0
2037,boston_JamaicaPlain,newyork_Woodside,0.26505
2038,boston_JamaicaPlain,newyork_Yorkville,0.182475
2039,boston_JamaicaPlain,sanfrancisco_Bayview,0
2040,boston_JamaicaPlain,sanfrancisco_BernalHeights,0.72425
2041,boston_JamaicaPlain,sanfrancisco_CastroUpperMarket,0.118585
2042,boston_JamaicaPlain,sanfrancisco_Chinatown,0.36026
2043,boston_JamaicaPlain,sanfrancisco_DiamondHeights,0.226835
2044,boston_JamaicaPlain,sanfrancisco_Downtown,0.204655
2045,boston_JamaicaPlain,sanfrancisco_Excelsior,0
2046,boston_JamaicaPlain,sanfrancisco_FinancialDistrict,0
2047,boston_JamaicaPlain,sanfrancisco_GlenPark,0.47617
2048,boston_JamaicaPlain,sanfrancisco_HaightAshbury,0
2049,boston_JamaicaPlain,sanfrancisco_InnerRichmond,0.05314
2050,boston_JamaicaPlain,sanfrancisco_InnerSunset,0.163735
2051,boston_JamaicaPlain,sanfrancisco_Lakeshore,0.545125
2052,boston_JamaicaPlain,sanfrancisco_Marina,0.13663
2053,boston_JamaicaPlain,sanfrancisco_Mission,0.125695
2054,boston_JamaicaPlain,sanfrancisco_NobHill,0.20523
2055,boston_JamaicaPlain,sanfrancisco_NoeValley,0
2056,boston_JamaicaPlain,sanfrancisco_NorthBeach,0.11931
2057,boston_JamaicaPlain,sanfrancisco_OceanView,0
2058,boston_JamaicaPlain,sanfrancisco_OuterMission,0
2059,boston_JamaicaPlain,sanfrancisco_OuterRichmond,0
2060,boston_JamaicaPlain,sanfrancisco_OuterSunset,0
2061,boston_JamaicaPlain,sanfrancisco_PacificHeights,0.169725
2062,boston_JamaicaPlain,sanfrancisco_Parkside,0
2063,boston_JamaicaPlain,sanfrancisco_PotreroHill,0
2064,boston_JamaicaPlain,sanfrancisco_PresidioHeights,0.198595
2065,boston_JamaicaPlain,sanfrancisco_RussianHill,0.7088
2066,boston_JamaicaPlain,sanfrancisco_Seacliff,0
2067,boston_JamaicaPlain,sanfrancisco_SouthOfMarket,0
2068,boston_JamaicaPlain,sanfrancisco_TwinPeaks,0.20215
2069,boston_JamaicaPlain,sanfrancisco_WestOfTwinPeaks,0.0473775
2070,boston_JamaicaPlain,sanfrancisco_WesternAddition,0.27446
2071,boston_LeatherDistrict,boston_LongwoodMedicalArea,0
2072,boston_LeatherDistrict,boston_MEDFORD_02155,0
2073,boston_LeatherDistrict,boston_MidCambridge,0.107015
2074,boston_LeatherDistrict,boston_MissionHill,0
2075,boston_LeatherDistrict,boston_NeighborhoodNine,0
2076,boston_LeatherDistrict,boston_NorthCambridge,0
2077,boston_LeatherDistrict,boston_NorthEnd,2.84671
2078,boston_LeatherDistrict,boston_Riverside,0.67395
2079,boston_LeatherDistrict,boston_Roxbury,0.22255
2080,boston_LeatherDistrict,boston_SOMERVILLE_02143,0
2081,boston_LeatherDistrict,boston_SOMERVILLE_02144,0
2082,boston_LeatherDistrict,boston_SOMERVILLE_02145,0
2083,boston_LeatherDistrict,boston_SouthBoston,0.205895
2084,boston_LeatherDistrict,boston_SouthBostonWaterfront,0.725255
2085,boston_LeatherDistrict,boston_SouthEnd,0.74892
2086,boston_LeatherDistrict,boston_ThePort,0
2087,boston_LeatherDistrict,boston_WATERTOWN_02472,0
2088,boston_LeatherDistrict,boston_WellingtonHarrington,0.13667
2089,boston_LeatherDistrict,boston_WestCambridge,0
2090,boston_LeatherDistrict,boston_WestEnd,0.3112415
2091,boston_LeatherDistrict,chicago_ArmourSquare,0
2092,boston_LeatherDistrict,chicago_Bridgeport,0
2093,boston_LeatherDistrict,chicago_Douglas,0
2094,boston_LeatherDistrict,chicago_EastGarfieldPark,0
2095,boston_LeatherDistrict,chicago_HumboldtPark,0
2096,boston_LeatherDistrict,chicago_LincolnPark,0
2097,boston_LeatherDistrict,chicago_LoganSquare,0.112505
2098,boston_LeatherDistrict,chicago_Loop,1.6035
2099,boston_LeatherDistrict,chicago_LowerWestSide,0
2100,boston_LeatherDistrict,chicago_McKinleyPark,0
2101,boston_LeatherDistrict,chicago_NearNorthSide,1.07464
2102,boston_LeatherDistrict,chicago_NearSouthSide,0.266785
2103,boston_LeatherDistrict,chicago_NearWestSide,0
2104,boston_LeatherDistrict,chicago_NorthLawndale,0.0388615
2105,boston_LeatherDistrict,chicago_SouthLawndale,0
2106,boston_LeatherDistrict,chicago_WestTown,0
2107,boston_LeatherDistrict,newyork_AstoriaLongIslandCity,0.0223285
2108,boston_LeatherDistrict,newyork_BatteryPark,0.18129
2109,boston_LeatherDistrict,newyork_CarnegieHill,0
2110,boston_LeatherDistrict,newyork_CentralPark,0.29439
2111,boston_LeatherDistrict,newyork_Chelsea,0.307545
2112,boston_LeatherDistrict,newyork_Chinatown,1.2966
2113,boston_LeatherDistrict,newyork_Clinton,0
2114,boston_LeatherDistrict,newyork_EastHarlem,0
2115,boston_LeatherDistrict,newyork_EastVillage,0
2116,boston_LeatherDistrict,newyork_FinancialDistrict,0.99921
2117,boston_LeatherDistrict,newyork_GarmentDistrict,0
2118,boston_LeatherDistrict,newyork_Gramercy,0.15216
2119,boston_LeatherDistrict,newyork_Greenpoint,0
2120,boston_LeatherDistrict,newyork_GreenwichVillage,0.119935
2121,boston_LeatherDistrict,newyork_LittleItaly,0.41458
2122,boston_LeatherDistrict,newyork_LowerEastSide,0.237695
2123,boston_LeatherDistrict,newyork_Maspeth,0
2124,boston_LeatherDistrict,newyork_Midtown,0.032238
2125,boston_LeatherDistrict,newyork_MurrayHill,0
2126,boston_LeatherDistrict,newyork_NorthSuttonArea,0
2127,boston_LeatherDistrict,newyork_Soho,0.08726
2128,boston_LeatherDistrict,newyork_Steinway,0
2129,boston_LeatherDistrict,newyork_SunnySide,0
2130,boston_LeatherDistrict,newyork_TheWaterfront,0
2131,boston_LeatherDistrict,newyork_Tribeca,0.46965
2132,boston_LeatherDistrict,newyork_UpperEastSide,0
2133,boston_LeatherDistrict,newyork_UpperWestSide,0
2134,boston_LeatherDistrict,newyork_WestVillage,0.071495
2135,boston_LeatherDistrict,newyork_Williamsburg,0
2136,boston_LeatherDistrict,newyork_Woodside,0
2137,boston_LeatherDistrict,newyork_Yorkville,0
2138,boston_LeatherDistrict,sanfrancisco_Bayview,0
2139,boston_LeatherDistrict,sanfrancisco_BernalHeights,0
2140,boston_LeatherDistrict,sanfrancisco_CastroUpperMarket,0
2141,boston_LeatherDistrict,sanfrancisco_Chinatown,1.08085
2142,boston_LeatherDistrict,sanfrancisco_DiamondHeights,0
2143,boston_LeatherDistrict,sanfrancisco_Downtown,0
2144,boston_LeatherDistrict,sanfrancisco_Excelsior,0
2145,boston_LeatherDistrict,sanfrancisco_FinancialDistrict,0.5743
2146,boston_LeatherDistrict,sanfrancisco_GlenPark,0
2147,boston_LeatherDistrict,sanfrancisco_HaightAshbury,0
2148,boston_LeatherDistrict,sanfrancisco_InnerRichmond,0
2149,boston_LeatherDistrict,sanfrancisco_InnerSunset,0
2150,boston_LeatherDistrict,sanfrancisco_Lakeshore,0
2151,boston_LeatherDistrict,sanfrancisco_Marina,0
2152,boston_LeatherDistrict,sanfrancisco_Mission,0
2153,boston_LeatherDistrict,sanfrancisco_NobHill,0.29231
2154,boston_LeatherDistrict,sanfrancisco_NoeValley,0
2155,boston_LeatherDistrict,sanfrancisco_NorthBeach,0.06947
2156,boston_LeatherDistrict,sanfrancisco_OceanView,0
2157,boston_LeatherDistrict,sanfrancisco_OuterMission,0
2158,boston_LeatherDistrict,sanfrancisco_OuterRichmond,0
2159,boston_LeatherDistrict,sanfrancisco_OuterSunset,0
2160,boston_LeatherDistrict,sanfrancisco_PacificHeights,0
2161,boston_LeatherDistrict,sanfrancisco_Parkside,0
2162,boston_LeatherDistrict,sanfrancisco_PotreroHill,0.094825
2163,boston_LeatherDistrict,sanfrancisco_PresidioHeights,0
2164,boston_LeatherDistrict,sanfrancisco_RussianHill,0
2165,boston_LeatherDistrict,sanfrancisco_Seacliff,0
2166,boston_LeatherDistrict,sanfrancisco_SouthOfMarket,0.161555
2167,boston_LeatherDistrict,sanfrancisco_TwinPeaks,0
2168,boston_LeatherDistrict,sanfrancisco_WestOfTwinPeaks,0
2169,boston_LeatherDistrict,sanfrancisco_WesternAddition,0
2170,boston_LongwoodMedicalArea,boston_MEDFORD_02155,0.290825
2171,boston_LongwoodMedicalArea,boston_MidCambridge,0
2172,boston_LongwoodMedicalArea,boston_MissionHill,2.233185
2173,boston_LongwoodMedicalArea,boston_NeighborhoodNine,0.14473
2174,boston_LongwoodMedicalArea,boston_NorthCambridge,0.06436
2175,boston_LongwoodMedicalArea,boston_NorthEnd,0.5621
2176,boston_LongwoodMedicalArea,boston_Riverside,0.932025
2177,boston_LongwoodMedicalArea,boston_Roxbury,0.866295
2178,boston_LongwoodMedicalArea,boston_SOMERVILLE_02143,0.103155
2179,boston_LongwoodMedicalArea,boston_SOMERVILLE_02144,0
2180,boston_LongwoodMedicalArea,boston_SOMERVILLE_02145,0
2181,boston_LongwoodMedicalArea,boston_SouthBoston,0.25404
2182,boston_LongwoodMedicalArea,boston_SouthBostonWaterfront,0.574555
2183,boston_LongwoodMedicalArea,boston_SouthEnd,0.471755
2184,boston_LongwoodMedicalArea,boston_ThePort,0.90256
2185,boston_LongwoodMedicalArea,boston_WATERTOWN_02472,0.165255
2186,boston_LongwoodMedicalArea,boston_WellingtonHarrington,0
2187,boston_LongwoodMedicalArea,boston_WestCambridge,0.031011
2188,boston_LongwoodMedicalArea,boston_WestEnd,0.55155
2189,boston_LongwoodMedicalArea,chicago_ArmourSquare,0.132695
2190,boston_LongwoodMedicalArea,chicago_Bridgeport,0
2191,boston_LongwoodMedicalArea,chicago_Douglas,0.21366
2192,boston_LongwoodMedicalArea,chicago_EastGarfieldPark,0.392005
2193,boston_LongwoodMedicalArea,chicago_HumboldtPark,0
2194,boston_LongwoodMedicalArea,chicago_LincolnPark,0.64045
2195,boston_LongwoodMedicalArea,chicago_LoganSquare,0.41501
2196,boston_LongwoodMedicalArea,chicago_Loop,0
2197,boston_LongwoodMedicalArea,chicago_LowerWestSide,0
2198,boston_LongwoodMedicalArea,chicago_McKinleyPark,0
2199,boston_LongwoodMedicalArea,chicago_NearNorthSide,1.00231
2200,boston_LongwoodMedicalArea,chicago_NearSouthSide,0.47104
2201,boston_LongwoodMedicalArea,chicago_NearWestSide,0.1494625
2202,boston_LongwoodMedicalArea,chicago_NorthLawndale,0.31628
2203,boston_LongwoodMedicalArea,chicago_SouthLawndale,0.52672
2204,boston_LongwoodMedicalArea,chicago_WestTown,0.452845
2205,boston_LongwoodMedicalArea,newyork_AstoriaLongIslandCity,0.194615
2206,boston_LongwoodMedicalArea,newyork_BatteryPark,0
2207,boston_LongwoodMedicalArea,newyork_CarnegieHill,0
2208,boston_LongwoodMedicalArea,newyork_CentralPark,0
2209,boston_LongwoodMedicalArea,newyork_Chelsea,0.06711
2210,boston_LongwoodMedicalArea,newyork_Chinatown,0.57585
2211,boston_LongwoodMedicalArea,newyork_Clinton,0.16185
2212,boston_LongwoodMedicalArea,newyork_EastHarlem,0.101225
2213,boston_LongwoodMedicalArea,newyork_EastVillage,0
2214,boston_LongwoodMedicalArea,newyork_FinancialDistrict,1.14435
2215,boston_LongwoodMedicalArea,newyork_GarmentDistrict,0.514135
2216,boston_LongwoodMedicalArea,newyork_Gramercy,0.254145
2217,boston_LongwoodMedicalArea,newyork_Greenpoint,0
2218,boston_LongwoodMedicalArea,newyork_GreenwichVillage,0.0396725
2219,boston_LongwoodMedicalArea,newyork_LittleItaly,0.0893
2220,boston_LongwoodMedicalArea,newyork_LowerEastSide,0
2221,boston_LongwoodMedicalArea,newyork_Maspeth,0
2222,boston_LongwoodMedicalArea,newyork_Midtown,0.050635
2223,boston_LongwoodMedicalArea,newyork_MurrayHill,0
2224,boston_LongwoodMedicalArea,newyork_NorthSuttonArea,0.20029
2225,boston_LongwoodMedicalArea,newyork_Soho,0
2226,boston_LongwoodMedicalArea,newyork_Steinway,0
2227,boston_LongwoodMedicalArea,newyork_SunnySide,0
2228,boston_LongwoodMedicalArea,newyork_TheWaterfront,0.401015
2229,boston_LongwoodMedicalArea,newyork_Tribeca,0
2230,boston_LongwoodMedicalArea,newyork_UpperEastSide,0.31237
2231,boston_LongwoodMedicalArea,newyork_UpperWestSide,0.238705
2232,boston_LongwoodMedicalArea,newyork_WestVillage,0
2233,boston_LongwoodMedicalArea,newyork_Williamsburg,0
