,lat,lng,_r,_g,_b,color
0,37.713894,-122.439195111,0.123960695389,0.164368244502,0.501027077498,#7f7a6a
1,37.713894,-122.441092635,0.1249349974,0.228887698625,0.406753812636,#67614f
2,37.713894,-122.442990159,0.279569892473,0.0101940151266,0.701499423299,#b1b2b1
3,37.713894,-122.444887684,0.140761904762,0.167208102427,0.380029048656,#605e50
4,37.713894,-122.446785208,0.112717834631,0.13811645414,0.490874811463,#7d776b
5,37.713894,-122.448682732,0.110698824985,0.0566652649285,0.793658740092,#cac6be
6,37.713894,-122.452477781,0.123638344227,0.100130890052,0.704959630911,#b3afa1
7,37.713894,-122.454375306,0.111396011396,0.160317895314,0.420876585928,#6b655a
8,37.715394,-122.431605013,0.167032967033,0.139399509804,0.412903225806,#69695a
9,37.715394,-122.433502537,0.116611295681,0.156721857753,0.502117647059,#807a6b
10,37.715394,-122.435400062,0.225454545455,0.078125,0.43137254902,#6a6e65
11,37.715394,-122.437297586,0.120816599732,0.132411592662,0.433794694348,#6e6a5f
12,37.715394,-122.439195111,0.0725717439294,0.277191372189,0.244145658263,#3e342d
13,37.715394,-122.441092635,0.243515850144,0.0591443667973,0.460156862745,#72756e
14,37.715394,-122.442990159,0.135519125683,0.117082533589,0.537667698658,#898679
15,37.715394,-122.444887684,0.091421301345,0.299967288191,0.479529411765,#7a6955
16,37.715394,-122.446785208,0.0460060667341,0.397348332664,0.238067910091,#3c2b24
17,37.715394,-122.448682732,0.0862299465241,0.184281842818,0.468166089965,#776c61
18,37.715394,-122.450580257,0.126168224299,0.174235570834,0.492602495544,#7d7867
19,37.715394,-122.452477781,0.127795962902,0.17534796958,0.506100217865,#817b6a
20,37.715394,-122.454375306,0.10822375287,0.18176644662,0.522043969103,#857c6c
21,37.715394,-122.45627283,0.12739848282,0.201891891892,0.453431372549,#736e5c
22,37.715394,-122.460067879,0.228472222222,0.0550080220032,0.462427133015,#73756f
23,37.715394,-122.461965403,0.108153292181,0.137725823592,0.615032679739,#9c9587
24,37.715394,-122.463862927,0.100237247924,0.15046854083,0.505070993915,#80796d
25,37.716894,-122.424014916,,,,
26,37.716894,-122.42591244,0.091814159292,0.216009557945,0.586134453782,#958675
27,37.716894,-122.427809964,0.0964773922187,0.126420737787,0.409722222222,#68625b
28,37.716894,-122.429707489,0.470385126162,0.289838337182,0.435394670689,#4e6f69
29,37.716894,-122.431605013,0.154088050314,0.108695652174,0.424923747277,#6c6b60
30,37.716894,-122.433502537,0.116112897463,0.208212452578,0.474933757287,#79715f
31,37.716894,-122.435400062,0.102390438247,0.201379974326,0.509150326797,#817767
32,37.716894,-122.437297586,0.0970993117011,0.150599733452,0.490413943355,#7d756a
33,37.716894,-122.439195111,0.118913857678,0.100546036528,0.52068627451,#848077
34,37.716894,-122.441092635,0.1,0.192105263158,0.338680926916,#564f45
35,37.716894,-122.442990159,0.190888119954,0.0487106017192,0.401149425287,#656661
36,37.716894,-122.444887684,0.114516815666,0.169517211518,0.452843137255,#736d5f
37,37.716894,-122.446785208,0.103102779573,0.12348339719,0.712020460358,#b5ad9f
38,37.716894,-122.448682732,0.126984126984,0.114130434783,0.180392156863,#2e2c28
39,37.716894,-122.450580257,0.147257383966,0.0919459962756,0.495501730104,#7e7d72
40,37.716894,-122.452477781,0.148499210111,0.0909482758621,0.478844169247,#7a786f
41,37.716894,-122.454375306,0.0611979166667,0.377581120944,0.221568627451,#382b23
42,37.716894,-122.45627283,0.117167919799,0.156409251274,0.434953111679,#6e695d
43,37.716894,-122.458170354,0.106342393896,0.15450928382,0.479491255962,#7a7367
44,37.716894,-122.460067879,0.127391304348,0.116361428716,0.45066119471,#726f65
45,37.716894,-122.461965403,0.117640474591,0.173644314869,0.487354362035,#7c7566
46,37.716894,-122.463862927,0.105633802817,0.169798428425,0.488443888194,#7c7467
47,37.716894,-122.465760452,0.242542153048,0.053022488137,0.475196078431,#767972
48,37.716894,-122.467657976,0.109640190088,0.124556062912,0.417806041335,#6a665d
49,37.716894,-122.469555501,0.0980825958702,0.160549372484,0.385134518924,#625b52
50,37.718394,-122.422117391,0.0638888888889,0.19801980198,0.297058823529,#4b423c
51,37.718394,-122.42591244,0.0758744855967,0.193375111907,0.597326203209,#98887a
52,37.718394,-122.427809964,0.148394241417,0.113713638081,0.346013071895,#58574e
53,37.718394,-122.429707489,0.120307167235,0.117434869739,0.489215686275,#7c786e
54,37.718394,-122.431605013,0.147301587302,0.0784518828452,0.546732026144,#8b8a80
55,37.718394,-122.433502537,0.138124362895,0.147696476965,0.280075901328,#47453c
56,37.718394,-122.435400062,0.183486238532,0.0582109479306,0.506423258959,#808179
