,0,1
4072,14263,14942
4073,1136,12885
4074,690,1539
4075,14633,17673
4076,5403,17709
4077,4169,13866
4078,1804,17366
4079,3291,5119
4080,2361,19443
4081,8492,10078
4082,7862,13889
4083,8811,9238
4084,2636,16359
4085,3366,6568
4086,8796,12126
4087,3264,18896
4088,1168,15120
4089,8501,14783
4090,8573,8633
4091,7678,7841
4092,5479,5499
4093,2010,16450
4094,5945,7912
4095,773,4487
4096,1376,18485
4097,7883,8542
4098,16535,18884
4099,4279,4280
4100,5642,10630
4101,2613,4510
4102,15309,16499
4103,9437,15556
4104,9771,10306
4105,2556,5446
4106,13906,18289
4107,9163,13875
4108,5280,14746
4109,6890,7913
4110,5018,13805
4111,3959,5523
4112,10244,15910
4113,4654,8028
4114,15023,15812
4115,89,7967
4116,538,4587
4117,13335,15162
4118,12053,12114
4119,8726,8727
4120,3030,3561
4121,1966,18234
4122,12676,14775
4123,13130,13204
4124,14258,16380
4125,2007,2274
4126,2414,9801
4127,3861,4147
4128,17070,17260
4129,4632,6967
4130,148,4678
4131,9070,10189
4132,6515,10977
4133,13209,13349
4134,239,12752
4135,5764,9781
4136,4712,6408
4137,9148,16280
4138,17419,18206
4139,9106,9917
4140,2413,8131
4141,7241,10157
4142,3063,3596
4143,3540,17964
4144,8773,10050
4145,16391,16459
4146,6110,15799
4147,4594,13772
4148,13836,18027
4149,14106,14340
4150,1460,10835
4151,301,12583
4152,4474,7923
4153,2129,11399
4154,12619,13763
4155,2373,17594
4156,10557,11998
4157,968,19011
4158,4294,4964
4159,11775,11829
4160,16236,19692
4161,13271,14564
4162,1744,18033
4163,1469,7446
4164,2590,17306
4165,1746,6756
4166,9232,12185
4167,852,854
4168,16474,16580
4169,1402,6065
4170,6156,10097
4171,4921,12684
4172,4539,4542
4173,4751,6714
4174,13193,14280
4175,6719,7315
4176,11274,16599
4177,17006,17656
4178,8624,9014
4179,9740,20334
4180,3915,5269
4181,7513,10149
4182,3451,17472
4183,10486,13104
4184,615,14799
4185,11572,11573
4186,10271,10280
4187,1605,1655
4188,4231,11720
4189,2929,9711
4190,1207,2307
4191,13924,16954
4192,4509,5477
4193,8469,8793
4194,4009,17617
4195,8949,14949
4196,1470,1774
4197,13138,13702
4198,1725,3646
4199,1956,15643
4200,1657,2924
4201,1643,1809
4202,13399,18631
4203,12050,12072
4204,12267,12372
4205,94,3857
4206,8769,11623
4207,5690,7189
4208,5948,7915
4209,9326,14285
4210,14131,14864
4211,11681,14909
4212,3947,4977
4213,8944,9011
4214,1047,16946
4215,10206,10564
4216,3762,7854
4217,12455,14192
4218,9718,10523
4219,9153,9535
4220,6593,10873
4221,12743,13025
4222,1902,17277
4223,1246,7969
4224,4075,7383
4225,16247,16284
4226,13310,13921
4227,15770,16662
4228,2825,9495
4229,12390,13501
4230,2851,15341
4231,3863,6586
4232,15465,16604
4233,12605,12930
4234,5174,14088
4235,8185,10943
4236,2889,15847
4237,8613,11003
4238,14637,16055
4239,5102,9714
4240,14893,19563
4241,15052,15174
4242,373,10967
4243,2187,15954
4244,2069,17259
4245,6326,6956
4246,7044,13079
4247,13151,13513
4248,6480,6650
4249,10286,16700
4250,5713,20827
4251,3872,19237
4252,6536,7012
4253,7320,8787
4254,1688,12085
4255,1609,11563
4256,10164,19328
4257,332,17841
4258,105,1445
4259,12564,14660
4260,75,2882
4261,8169,15903
4262,1022,3871
4263,10111,12171
4264,11712,15924
4265,4927,5898
4266,14978,20171
4267,7500,11090
4268,4128,4295
4269,8134,8135
4270,9220,10118
4271,7536,8313
4272,7031,11475
4273,46,3167
4274,6963,12011
4275,16723,17771
4276,17174,17258
4277,6349,13773
4278,5427,19629
4279,2783,15233
4280,8837,8923
4281,7787,8009
4282,5658,15095
4283,3909,3919
4284,7865,11305
4285,10554,10899
4286,982,15199
4287,218,7694
4288,936,2753
4289,12285,15242
4290,14316,15444
4291,10991,11586
4292,952,3221
4293,14476,15750
4294,14298,15663
4295,7729,12575
4296,736,12117
4297,61,5594
4298,1940,17289
4299,1308,11255
4300,1977,16117
4301,1775,9983
4302,9150,17715
4303,13850,15794
4304,5,15987
4305,11930,12186
4306,14515,14940
4307,4737,8008
4308,4108,4298
4309,1558,3534
4310,7785,10840
4311,8033,15271
4312,2660,15798
4313,559,15608
4314,8370,11368
4315,6198,7569
4316,9645,12243
4317,6487,16440
4318,16234,16322
4319,13086,13818
4320,2116,4001
4321,2565,14314
4322,1021,16615
4323,5557,16763
4324,11954,12024
4325,9380,19859
4326,3132,8357
4327,2131,3384
4328,14032,14255
4329,4069,4081
4330,3277,7445
4331,12262,13463
4332,1072,7081
4333,12655,20887
4334,11058,11177
4335,2457,5774
4336,10944,19108
4337,9661,17161
4338,15668,15917
4339,7438,18250
4340,13952,14150
4341,6039,9177
4342,2863,19653
4343,7053,8835
4344,9778,11218
4345,2346,2462
4346,203,7736
4347,13390,14085
4348,12916,13057
4349,4780,8020
4350,2189,2589
4351,992,3772
4352,7454,14064
4353,5620,5634
4354,5818,18992
4355,8338,16539
4356,4248,14683
4357,3136,11203
4358,16477,16544
4359,745,2740
4360,3434,3458
4361,9337,9365
4362,755,11139
4363,4565,13580
4364,12786,14964
4365,9481,10053
4366,18637,19899
4367,17241,18005
4368,12337,13993
4369,7393,16029
4370,1935,3036
4371,11966,13049
4372,2013,4804
4373,3011,3210
4374,183,3837
4375,6158,13092
4376,7840,7988
4377,7075,7462
4378,4818,5180
4379,2172,8088
4380,6054,6333
4381,14120,14667
4382,9101,9121
4383,257,4551
4384,7837,17567
4385,10489,16550
4386,4669,4865
4387,2847,10015
4388,10184,12055
4389,9821,9849
4390,7716,10521
4391,1557,1608
4392,8675,10108
4393,14343,14726
4394,2261,17993
4395,13018,15225
4396,10151,10685
4397,4697,14904
4398,7211,11164
4399,12385,12406
4400,4205,4752
4401,8163,11050
4402,17214,18420
4403,3506,18225
4404,4763,9619
4405,15385,16610
4406,8567,8572
4407,15672,16285
4408,4113,13367
4409,12663,17533
4410,8628,9452
4411,14675,16611
4412,421,16216
4413,7611,10075
4414,14506,15065
4415,15578,16613
4416,9451,12226
4417,12694,15188
4418,8955,11959
4419,9073,12091
4420,5685,5700
4421,3736,6099
4422,3266,17896
4423,15163,15164
4424,4482,5653
4425,3224,3738
4426,12465,12855
4427,8406,16014
4428,3397,10236
4429,13188,14398
4430,3048,3316
4431,284,1113
4432,11243,11290
4433,6024,6787
4434,73,2315
4435,7022,11672
4436,4900,14267
4437,10268,14859
4438,85,12177
4439,8295,10543
4440,3478,19134
4441,2812,6583
4442,6647,13303
4443,13945,17843
4444,9217,11069
4445,6718,8063
4446,8516,10227
4447,1333,4905
4448,14616,16377
4449,6885,17139
4450,6498,7806
4451,3327,3503
4452,9016,10434
4453,4866,7269
4454,2157,13868
4455,14608,15629
4456,9387,11843
4457,4200,4361
4458,9412,9736
4459,9125,9139
4460,6553,14682
4461,4139,7030
4462,169,5171
4463,4180,6710
4464,17676,18569
4465,9442,12549
4466,11607,11830
4467,583,11306
4468,1982,2529
4469,1191,3462
4470,11640,11786
4471,14478,15708
4472,384,13122
4473,115,15713
4474,8528,9850
4475,140,3199
4476,1037,15819
4477,11981,12153
4478,230,15914
4479,1980,2162
4480,5925,7212
4481,3589,18531
4482,9436,11799
4483,1450,17222
4484,8404,9274
4485,10603,13584
4486,12831,14674
4487,785,16153
4488,12673,15855
4489,9977,10723
4490,5665,13269
4491,864,14578
4492,6216,6648
4493,13994,14201
4494,8886,10198
4495,13339,13403
4496,976,15258
4497,7000,15848
4498,4302,15097
4499,12466,14377
4500,15471,16634
4501,13586,17799
4502,8178,12095
4503,6670,7688
4504,8083,14749
4505,11938,15815
4506,12062,15974
4507,12420,13206
4508,8520,16454
4509,10581,19870
4510,10796,11002
4511,5878,13379
4512,423,4068
4513,7487,8464
4514,9084,9309
4515,144,325
4516,14054,14953
4517,16957,17002
4518,1422,17473
4519,15943,18557
4520,4259,8242
4521,11614,12224
4522,1126,11655
4523,7630,9563
4524,12858,15044
4525,299,3775
4526,3633,5385
4527,3877,6441
4528,5789,7608
4529,12013,12140
4530,10232,10961
4531,16530,19304
4532,5876,15021
4533,2338,3917
4534,13545,13721
4535,1284,13137
4536,14527,18911
4537,9354,12333
4538,2288,6720
4539,1921,9445
4540,1352,1382
4541,417,13274
4542,12731,14499
4543,2947,10213
4544,5961,6894
4545,11591,11644
4546,2226,2266
4547,9838,12950
4548,2683,16371
4549,6428,8058
4550,13042,13313
4551,3929,5862
4552,3354,7382
4553,2463,17348
4554,5904,6961
4555,4018,4842
4556,7650,10219
4557,2694,5619
4558,14155,19196
4559,8229,13492
4560,16066,17641
4561,5676,16804
4562,5574,5672
4563,12112,19711
4564,17124,17346
4565,12496,13610
4566,8116,11915
4567,4826,4837
4568,5748,17776
4569,6796,9003
4570,5183,6708
4571,6810,8834
4572,2566,5316
4573,16100,16625
4574,14047,14556
4575,16017,18474
4576,1214,9023
4577,17195,18988
4578,3356,17387
4579,10766,18926
4580,17822,19321
4581,6201,10281
4582,335,11488
4583,2585,2596
4584,11422,15927
4585,106,13523
4586,2208,2834
4587,10742,11912
4588,6433,6932
4589,3669,16949
4590,1325,16528
4591,8103,12921
4592,14361,18545
4593,1895,2233
4594,15997,18451
4595,2750,5545
4596,5138,17501
4597,4383,4990
4598,9747,10513
4599,3658,3685
4600,8597,9560
4601,2621,4499
4602,16944,19922
4603,1266,1506
4604,11407,11686
4605,10889,11182
4606,12956,13320
4607,4661,4987
4608,931,3779
4609,250,16203
4610,594,6030
4611,5858,7574
4612,8493,8526
4613,339,2772
4614,670,4338
4615,1818,14984
4616,507,4277
4617,5980,19459
4618,4269,5213
4619,1541,15712
4620,12409,12795
4621,11027,14798
4622,3493,9328
4623,2895,4097
4624,940,2370
4625,5612,6380
4626,11674,16127
4627,14383,14977
4628,4892,5289
4629,2239,18993
4630,8481,16398
4631,2601,2817
4632,9280,11106
4633,2038,16689
4634,4024,17670
4635,14069,17962
4636,2324,5746
4637,13284,13448
4638,5729,16541
4639,2042,16035
4640,13591,14966
4641,10776,11022
4642,6295,12701
4643,2564,12111
4644,4318,4836
4645,921,2583
4646,6265,6701
4647,2642,12733
4648,8489,9791
4649,14010,14860
4650,7318,13799
4651,9254,11282
4652,4211,16693
4653,2886,5091
4654,265,2635
4655,714,14111
4656,4591,19825
4657,7699,9769
4658,6048,10087
4659,305,4912
4660,12924,16180
4661,3087,7463
4662,9628,10693
4663,7565,13758
4664,13439,15153
4665,1619,2904
4666,13438,14468
4667,12458,15150
4668,8256,12038
4669,14136,14137
4670,2738,8264
4671,12965,16974
4672,978,1497
4673,12012,17946
4674,4377,13642
4675,64,185
4676,13967,14130
4677,2899,7884
4678,3785,15015
4679,1444,6715
4680,10957,11095
4681,7077,7184
4682,1438,7208
4683,8309,15362
4684,723,3440
4685,8261,8892
4686,2689,4601
4687,16858,17045
4688,8285,8331
4689,1721,18798
4690,1588,1747
4691,13255,13257
4692,1872,15743
4693,2285,5122
4694,4629,4662
4695,13546,19095
4696,4851,6649
4697,317,1313
4698,11149,14772
4699,15773,15800
4700,6803,6919
4701,14140,18519
4702,6504,18902
4703,6172,7159
4704,12430,12501
4705,12261,19872
4706,14750,14919
4707,381,4682
4708,16034,16721
4709,1145,2671
4710,337,1716
4711,17560,18157
4712,12379,17725
4713,16263,16762
4714,13464,14491
4715,4649,4650
4716,2509,5094
4717,2472,4174
4718,1802,5491
4719,1737,12169
4720,8148,10432
4721,4784,5100
4722,14593,15017
4723,7795,11135
4724,2455,2553
4725,913,5190
4726,1815,8973
4727,8950,9179
4728,1403,1410
4729,5946,6463
4730,9989,16109
4731,7603,16933
4732,197,5377
4733,2726,4781
4734,12823,19022
4735,3133,4125
4736,4334,10940
4737,12350,18411
4738,6032,15817
4739,5229,5314
4740,2150,9727
4741,1225,1820
4742,5699,5702
4743,6334,7557
4744,13449,13562
4745,11659,11685
4746,4384,7799
4747,12781,12980
4748,2154,18765
4749,14954,18306
4750,7582,7951
4751,8107,11740
4752,4477,17309
4753,9162,12919
4754,3232,5802
4755,13400,19039
4756,14824,19450
4757,16032,16439
4758,16647,18941
4759,4559,20523
4760,9848,18248
4761,4773,12108
4762,6165,9802
4763,2051,3624
4764,11228,13857
4765,8117,10855
4766,5274,15277
4767,4904,5178
4768,11949,20646
4769,8291,8890
4770,13070,17744
4771,10090,10542
4772,13585,14492
4773,1023,17837
4774,1105,2461
4775,8207,14645
4776,14710,15037
4777,2161,16107
4778,5645,6848
4779,12340,14505
4780,1627,13237
4781,14586,19886
4782,16432,18735
4783,176,15680
4784,10817,15636
4785,11747,19148
4786,4846,17246
4787,13753,18615
4788,6049,12459
4789,5767,9000
4790,5863,6170
4791,11627,11628
4792,6493,16425
4793,12457,16560
4794,6706,6707
4795,1437,21012
4796,15076,19798
4797,4166,5099
4798,4163,13568
4799,2448,7216
4800,5954,18286
4801,17043,18256
4802,6179,10241
4803,15518,16808
4804,14294,16335
4805,16316,19741
4806,6391,6636
4807,8760,11974
4808,7692,11011
4809,537,4775
4810,1405,10628
4811,15240,16606
4812,1035,3176
4813,12954,14250
4814,11324,11545
4815,1944,10058
4816,3703,7448
4817,2649,13361
4818,15161,18530
4819,7232,20994
4820,14286,14290
4821,4480,9240
4822,4703,4715
4823,4503,9583
4824,1087,9582
4825,644,4616
4826,3805,13128
4827,5809,6818
4828,12907,12991
4829,11892,12100
4830,1090,18284
4831,408,4695
4832,9042,16228
4833,1849,2961
4834,1907,8915
4835,2079,8935
4836,288,1452
4837,10765,17881
4838,3932,14811
4839,12246,12523
4840,12151,12163
4841,12603,14465
4842,58,17353
4843,2480,20264
4844,5144,5987
4845,7142,16467
4846,6284,16956
4847,2523,6665
4848,11643,11729
4849,6754,6944
4850,10174,13497
4851,9192,14869
4852,7290,13220
4853,181,3441
4854,4072,6921
4855,3309,6420
4856,5012,5020
4857,457,12182
4858,6862,6895
4859,13947,17688
4860,14402,14567
4861,6074,6098
4862,657,1827
4863,5905,5912
4864,14302,17794
4865,11598,11611
4866,1477,3708
4867,2441,6732
4868,9458,9867
4869,9617,11891
4870,4983,5719
4871,11656,11832
4872,15777,15826
4873,970,5677
4874,11502,15484
4875,1525,18317
4876,10374,11120
4877,13082,16802
4878,7206,7225
4879,3599,3986
4880,14001,16224
4881,7817,16568
4882,4896,4897
4883,3977,5794
4884,6777,11569
4885,15177,16493
4886,10452,10473
4887,8093,12059
4888,13796,21142
4889,8000,12242
4890,9864,13548
4891,4926,5853
4892,6637,7188
4893,14972,16909
4894,6965,7509
4895,11047,15130
4896,14849,15788
4897,11367,11875
4898,17330,17758
4899,16636,20595
4900,621,6496
4901,15553,15722
4902,11802,12228
4903,7705,9186
4904,6735,14910
4905,8417,9877
4906,6113,12798
4907,7922,11707
4908,6555,8363
4909,8306,11113
4910,910,6590
4911,15565,19492
4912,6347,14231
4913,5773,5836
4914,2094,7008
4915,16267,17860
4916,3315,3457
4917,3169,15235
4918,8882,12132
4919,7096,7933
4920,13666,16953
4921,739,11556
4922,12705,19477
4923,449,1332
4924,14741,15248
4925,7414,16255
4926,12068,12087
4927,18434,18997
4928,12618,12647
4929,5038,5566
4930,638,11332
4931,13973,16796
4932,3293,4493
4933,2511,13083
4934,12377,14392
4935,7722,12585
4936,6676,6692
4937,13172,16399
4938,2664,3260
4939,2135,4727
4940,12248,14164
4941,5244,5730
4942,10627,17742
4943,1763,20768
4944,1897,14372
4945,1798,8014
4946,9825,11610
4947,9344,11037
4948,4612,18612
4949,14740,17811
4950,2528,2534
4951,8428,19220
4952,8339,16254
4953,3607,4156
4954,9858,11289
4955,10397,17661
4956,14098,14143
4957,3375,19122
4958,13732,20510
4959,4963,12912
4960,5035,14971
4961,9026,11691
4962,1400,4187
4963,7946,13756
4964,3290,4375
4965,12175,12210
4966,4832,18478
4967,2525,5897
4968,1582,17623
4969,605,4057
4970,1705,5143
4971,11201,18508
4972,8779,10044
4973,2419,2742
4974,6564,7873
4975,17149,17449
4976,4450,5964
4977,9841,12136
4978,3085,17388
4979,1647,8246
4980,11360,14996
4981,13428,19790
4982,7296,14284
4983,2140,18503
4984,9744,12192
4985,2304,19143
4986,5155,7689
4987,2268,5141
4988,1548,10248
4989,7814,9397
4990,7771,17666
4991,10998,18897
4992,1317,1538
4993,12400,13162
4994,3460,18805
4995,10348,15591
4996,4403,11237
4997,1281,16028
4998,5973,7735
4999,12321,14486
5000,6212,10071
5001,6053,15806
5002,5606,19833
5003,9972,20982
5004,2390,12107
5005,4824,14724
5006,1184,2351
5007,1566,13746
5008,8016,18300
5009,26,5384
5010,10205,19262
5011,16434,16588
5012,4271,6562
5013,81,9035
5014,3158,17443
5015,12025,12026
5016,3590,16888
5017,8860,9968
5018,1153,4829
5019,6140,18021
5020,10935,15853
5021,2619,11718
5022,2019,9431
5023,3833,8734
5024,2778,19836
5025,1695,2976
5026,9579,13362
5027,6306,8514
5028,562,20720
5029,15237,15468
5030,16470,16505
5031,10188,10228
5032,9544,15893
5033,9953,15125
5034,99,11831
5035,10949,15561
5036,9123,13225
5037,9590,9853
5038,2211,5201
5039,7257,8301
5040,11537,14272
5041,12909,15985
5042,15448,15533
5043,13781,15519
5044,790,13722
5045,3516,9068
5046,6003,7892
5047,17539,17945
5048,3261,7295
5049,1259,6781
5050,15867,16714
5051,5600,13135
5052,6097,6572
5053,2630,11427
5054,8740,9929
5055,3879,10152
5056,16338,18654
5057,12664,14187
5058,6875,15790
5059,975,2045
5060,11716,11854
5061,8343,8483
5062,8288,11163
5063,13205,13387
5064,227,5536
5065,1224,6194
5066,8854,11809
5067,191,6449
5068,15061,16213
5069,6938,18548
5070,6981,10903
5071,1889,12938
5072,8362,16443
5073,13093,18743
5074,428,4270
5075,6122,6124
5076,7390,19210
5077,12910,14362
5078,1293,7995
5079,10364,15151
5080,1727,19113
5081,1964,18662
5082,8608,10607
5083,1998,16370
5084,11631,16062
5085,11146,11823
5086,11254,18491
5087,15534,15814
5088,12993,14907
5089,2831,11768
5090,455,7868
5091,6004,7151
5092,5754,9804
5093,2945,12911
5094,15982,17527
5095,16373,20759
5096,122,11335
5097,15024,15226
5098,3049,4281
5099,10921,12469
5100,599,14874
5101,1520,21597
5102,3265,3352
5103,13342,15200
5104,1369,11788
5105,5422,6052
5106,11190,12939
5107,591,9779
5108,11684,11692
5109,2102,3948
5110,14837,14875
5111,2471,18712
5112,15824,16880
5113,13231,13256
5114,15069,16861
5115,9612,10733
5116,12498,13651
5117,11840,11956
5118,3025,11340
5119,11220,12853
5120,7563,11500
5121,5777,7812
5122,13667,19943
5123,4327,6795
5124,13512,15267
5125,2384,4321
5126,17619,19628
5127,7123,19997
5128,947,4908
5129,1360,1590
5130,204,208
5131,3370,15148
5132,810,16163
5133,8124,10307
5134,4230,20855
5135,1753,8964
5136,5279,16823
5137,8435,10842
5138,4911,5224
5139,6542,12010
5140,4342,7712
5141,484,890
5142,13346,17160
5143,556,2646
5144,2960,7493
5145,14639,15450
5146,3297,8585
5147,3934,12765
5148,15025,16245
5149,2333,14883
5150,3852,15513
5151,13966,17872
5152,2450,17851
5153,7461,10447
5154,13564,17308
5155,11371,15922
5156,3022,7010
5157,3513,5415
5158,6843,11996
5159,15311,15599
5160,9043,9808
5161,2368,3747
5162,1679,12196
5163,167,5321
5164,1565,11017
5165,1328,18713
5166,17295,17810
5167,833,12084
5168,11680,17625
5169,12970,15361
5170,6107,9981
5171,467,3406
5172,2442,10872
5173,17166,17350
5174,3765,11265
5175,9946,15766
5176,14718,16545
5177,18625,19736
5178,668,2676
5179,13689,21700
5180,12753,21251
5181,1241,4901
5182,13729,17622
5183,13528,13547
5184,8878,16385
5185,8908,12230
5186,10331,14283
5187,7599,10012
5188,3274,10697
5189,10143,16824
5190,9514,9829
5191,13992,17692
5192,9969,11152
5193,16409,18000
5194,12570,18367
5195,907,1790
5196,15545,15845
5197,1364,7304
5198,9308,14566
5199,1796,4420
5200,11156,12508
5201,1765,12758
5202,18387,19483
5203,10296,11990
5204,2278,13094
5205,145,12826
5206,14390,17364
5207,13483,15734
5208,13427,20614
5209,4421,12887
5210,15748,16868
5211,708,4265
5212,1186,2145
5213,3840,4095
5214,6763,6769
5215,841,15901
5216,4631,10839
5217,474,7078
5218,10114,10684
5219,2643,12543
5220,2090,3984
5221,6907,19073
5222,9170,9228
5223,8304,8305
5224,9907,10262
5225,10218,10999
5226,16256,16489
5227,10654,10833
5228,2222,8541
5229,17113,17551
5230,9081,10606
5231,43,234
5232,6886,10819
5233,1577,3989
5234,1204,7335
5235,17870,18818
5236,8717,13581
5237,7494,10511
5238,1751,5892
5239,1644,5179
5240,15795,19299
5241,563,4982
5242,4115,7011
5243,1049,8071
5244,2593,4208
5245,793,803
5246,6307,12342
5247,7710,14823
5248,2467,15002
5249,11318,11702
5250,1544,2453
5251,3037,20463
5252,1378,9273
5253,205,4138
5254,12672,15994
5255,8221,8639
5256,16961,16962
5257,6566,6633
5258,9404,18744
5259,5986,6010
5260,2782,3588
5261,3345,10168
5262,13329,16472
5263,12847,14596
5264,11869,15772
5265,3641,7835
5266,14594,15592
5267,607,4135
5268,9312,9967
5269,9828,17728
5270,300,523
5271,10586,13620
5272,11947,11994
5273,8111,10450
5274,5158,16134
5275,12971,13098
5276,905,13713
5277,9,33
5278,1997,6742
5279,3610,4389
5280,6892,11193
5281,7187,8438
5282,10042,10049
5283,10760,16908
5284,10230,11123
5285,4440,6972
5286,9640,18669
5287,11272,11301
5288,9392,9903
5289,464,7045
5290,7554,7826
5291,1805,2978
5292,9241,18565
5293,5683,18488
5294,12214,20505
5295,2977,15293
5296,17171,19846
5297,13979,14460
5298,2415,11813
5299,1288,4835
5300,1263,12028
5301,6935,11341
5302,548,18335
5303,12200,18532
5304,5516,7813
5305,1358,17389
5306,1413,18581
5307,1137,7989
5308,11897,15938
5309,9361,10468
5310,13288,13680
5311,12558,12649
5312,15190,16002
5313,2581,13905
5314,4145,11853
5315,2598,2724
5316,15318,16257
5317,2296,15550
5318,5463,17774
5319,11267,12760
5320,17129,18622
5321,3942,15348
5322,5124,5832
5323,13490,18403
5324,973,11166
5325,13210,14242
5326,6359,13020
5327,1007,7968
5328,13898,20993
5329,4967,17320
5330,13544,15030
5331,2504,4728
5332,2592,14002
5333,2599,16194
5334,641,11067
5335,3532,19023
5336,7259,7260
5337,11060,11061
5338,5315,5480
5339,3891,18019
5340,3698,16860
5341,6072,7473
5342,3640,4085
5343,11147,14742
5344,6416,9327
5345,2371,6256
5346,13120,14704
5347,11576,16207
5348,6406,7385
5349,8022,18506
5350,16732,19266
5351,8090,18513
5352,4786,15664
5353,14354,15719
5354,4903,20318
5355,10757,15133
5356,3829,4066
5357,4725,4961
5358,14658,14982
5359,779,12181
5360,3671,4884
5361,93,19690
5362,9786,9921
5363,519,4446
5364,1324,8043
5365,7467,17991
5366,8861,10032
5367,1061,1221
5368,13897,19926
5369,14253,14359
5370,3074,11687
5371,2515,10829
5372,10975,16975
5373,12690,14313
5374,6327,6859
5375,3654,3656
5376,3957,8210
5377,5396,13832
5378,6036,8045
5379,7521,20905
5380,5064,16478
5381,2024,4089
5382,7911,9492
5383,1742,4636
5384,4191,9384
5385,10806,11281
5386,8203,8335
5387,6264,10773
5388,1114,5630
5389,15775,16711
5390,6527,9988
5391,8262,11435
5392,12972,14435
5393,10570,14956
5394,7195,7197
5395,9660,16418
5396,12405,14557
5397,6100,11223
5398,5406,5527
5399,3974,4192
5400,7364,18274
5401,2647,6055
5402,2541,4219
5403,14774,15422
5404,12560,17882
5405,4217,13352
5406,2761,6569
5407,13749,14157
5408,11699,12052
5409,13683,15730
5410,10269,11826
5411,11127,19829
5412,9085,10809
5413,2849,7099
5414,134,826
5415,12918,14181
5416,9592,18179
5417,13119,16818
5418,12415,13218
5419,3425,8233
5420,14051,19446
5421,14668,17437
5422,12573,14397
5423,3163,9753
5424,16362,18198
5425,2891,12127
5426,7592,11651
5427,8314,11518
5428,882,18881
5429,14882,15086
5430,9364,12093
5431,56,18407
5432,10337,10427
5433,2341,15620
5434,14279,16923
5435,11933,14059
5436,5006,5292
5437,2508,7675
5438,10389,15363
5439,6262,10081
5440,9183,18298
5441,8962,18390
5442,3296,3549
5443,10997,12245
5444,11856,18745
5445,4721,4723
5446,5771,14677
5447,1595,14248
5448,1704,3213
5449,2506,8415
5450,12539,13052
5451,3569,8126
5452,1579,10724
5453,2195,5456
5454,8293,11861
5455,8551,9720
5456,12397,13840
5457,13059,16873
5458,15128,19361
5459,7931,13883
5460,8531,9025
5461,13677,14112
5462,3339,5021
5463,16290,17428
5464,4643,18333
5465,8767,10905
5466,3453,12154
5467,14237,15481
5468,2857,13652
5469,2673,9517
5470,14687,17509
5471,1793,15583
5472,3311,3312
5473,15659,16740
5474,1673,13600
5475,8194,10790
5476,8392,9223
5477,2765,10808
5478,4442,7250
5479,5624,6062
5480,1172,3881
5481,14029,14045
5482,15166,15674
5483,3999,4016
5484,2104,12116
5485,7957,17095
5486,12959,13299
5487,13055,15962
5488,15221,17279
5489,9413,12220
5490,6104,8235
5491,119,17563
5492,1370,5735
5493,9911,12188
5494,76,268
5495,5513,6078
5496,1906,18605
5497,1143,6485
5498,15883,19353
5499,3737,17919
5500,11842,11967
5501,128,6858
5502,2337,9425
5503,17050,17711
5504,10512,10805
5505,368,5607
5506,4316,12547
5507,4088,4366
5508,3748,19867
5509,5411,13958
5510,1597,10380
5511,13321,14521
5512,11101,16728
5513,6135,15276
5514,8686,12041
5515,13376,14092
5516,11214,14696
5517,14079,19637
5518,8916,9302
5519,1394,4273
5520,326,16681
5521,8120,9768
5522,7638,8234
5523,4817,10340
5524,14138,14691
5525,1720,18010
5526,4239,4954
5527,3112,14850
5528,13116,16705
5529,10131,17483
5530,4393,19989
5531,8814,13235
5532,13910,14344
5533,7052,19008
5534,10009,11710
5535,13835,13877
5536,2839,18270
5537,891,2234
5538,756,962
5539,12805,19985
5540,6026,16839
5541,15031,15213
5542,2575,7935
5543,8350,19490
5544,2340,10250
5545,7362,11549
5546,13914,17703
5547,4657,5343
5548,13808,17909
5549,3831,14939
5550,3474,6489
5551,8395,11942
5552,11010,11424
5553,16355,22029
5554,6447,6788
5555,12680,16797
5556,8512,15874
5557,586,3363
5558,550,16220
5559,620,5015
5560,13409,17757
5561,13843,15523
5562,7113,18591
5563,11604,11636
5564,3090,18232
5565,10535,15928
5566,1927,4373
5567,2399,4475
5568,18554,19702
5569,8533,17921
5570,14531,15900
5571,16417,16561
5572,9321,12535
5573,7517,17933
5574,17844,21810
5575,7751,15038
5576,315,8990
5577,441,9673
5578,7444,16814
5579,17582,19399
5580,41,6615
5581,2485,2522
5582,9420,10633
5583,4283,4810
5584,374,6505
5585,15051,16411
5586,12109,20668
5587,10358,16829
5588,8511,10343
5589,10017,15637
5590,535,999
5591,5031,6353
5592,8109,15872
5593,275,3101
5594,6581,7564
5595,13804,14945
5596,7326,18449
5597,9780,13643
5598,10043,10117
5599,498,19966
5600,11528,12665
5601,16724,16890
5602,5834,7054
5603,8080,8245
5604,6524,6782
5605,10514,11016
5606,11562,19264
5607,1392,9482
5608,13207,14445
5609,12721,14737
5610,16076,16096
5611,13928,16279
5612,8679,8712
5613,5412,5424
5614,10929,10968
5615,5534,9546
5616,4104,16813
5617,3810,5275
5618,13705,14970
5619,9275,12241
5620,1366,15776
5621,2091,5979
5622,1678,1862
5623,12728,13577
5624,2409,8236
5625,4458,20684
5626,8632,8765
5627,7672,16863
5628,13694,19226
5629,12657,13384
5630,15816,16742
5631,3479,13724
5632,7538,17140
5633,10369,10799
5634,9511,10469
5635,2123,10680
5636,413,8655
5637,1015,6541
5638,15781,21050
5639,1689,6348
5640,8980,9671
5641,9330,17775
5642,3593,17845
5643,5041,5055
