,0,1
862,12288,12359
863,14756,15467
864,2137,8670
865,8751,16430
866,1489,4985
867,2149,17211
868,10007,10357
869,7331,17003
870,791,884
871,9007,10569
872,10754,11423
873,12353,12364
874,6401,7790
875,7900,17406
876,8502,10282
877,13604,16657
878,5073,6580
879,4099,17587
880,10191,10965
881,3508,6164
882,11555,17341
883,14768,14825
884,17090,17275
885,15407,16896
886,16054,16783
887,3799,4691
888,11420,11609
889,2060,12914
890,13730,14114
891,8988,9027
892,7926,8029
893,4909,5572
894,5402,11439
895,11804,12244
896,2777,14665
897,6481,6483
898,13181,14099
899,328,1287
900,14847,16713
901,1661,8381
902,8710,8715
903,13144,14096
904,5163,5176
905,8266,9503
906,582,5707
907,908,3298
908,10769,16569
909,11753,12232
910,3904,16746
911,14306,16421
912,8790,8792
913,4895,11783
914,17017,17072
915,4449,5153
916,7627,12854
917,15600,16697
918,1948,15524
919,616,16388
920,763,1983
921,3500,6780
922,4197,9022
923,12388,13241
924,14998,16963
925,7818,17256
926,14083,15829
927,3166,8167
928,2030,9690
929,11234,11386
930,7271,7552
931,261,309
932,13691,16442
933,4950,5433
934,12478,15041
935,10254,10387
936,10995,17291
937,13139,13149
938,2659,7617
939,14430,14583
940,8298,10388
941,8180,9015
942,416,3455
943,16136,16630
944,15449,15460
945,15126,16653
946,11658,12180
947,14239,15209
948,9210,9267
949,15955,16747
950,15367,15797
951,6929,6966
952,3686,16191
953,12838,13930
954,7087,10947
955,2072,2876
956,4194,6594
957,834,3677
958,6928,9082
959,13175,13504
960,2888,17075
961,4504,13416
962,8693,8759
963,13216,13637
964,2550,2629
965,14264,14409
966,7220,7233
967,3943,4569
968,2527,13770
969,8818,11014
970,216,4940
971,14669,15040
972,6693,6825
973,4610,4774
974,13918,14123
975,11342,12205
976,16376,16795
977,9918,10113
978,912,3811
979,1561,5580
980,9665,13511
981,4726,5249
982,10639,11025
983,6913,7530
984,2012,5419
985,760,15996
986,16098,16118
987,12977,16941
988,3510,8158
989,10645,10692
990,7319,7354
991,16327,16444
992,2057,16559
993,4291,4306
994,9020,12309
995,12162,12164
996,2796,4813
997,9995,10442
998,277,12269
999,6016,6191
1000,8666,9490
1001,1803,9615
1002,3212,13959
1003,11229,11230
1004,482,5656
1005,495,14146
1006,7976,9059
1007,443,3125
1008,743,12159
1009,8197,8366
1010,5302,5555
1011,6390,12219
1012,5934,5992
1013,6247,11703
1014,4607,7808
1015,2120,5251
1016,3987,4158
1017,7928,7983
1018,13036,15034
1019,9099,9975
1020,6150,6202
1021,6398,7170
1022,5261,5263
1023,5877,7914
1024,1095,1096
1025,11315,11901
1026,939,5365
1027,4272,17084
1028,3424,17571
1029,322,5367
1030,8967,11336
1031,3283,3329
1032,7408,17360
1033,13259,14296
1034,6926,17060
1035,1260,10644
1036,1909,2097
1037,2216,17961
1038,14049,14234
1039,12822,12884
1040,6271,13780
1041,2146,3621
1042,7431,9836
1043,13273,13679
1044,1170,16068
1045,9843,11148
1046,9282,10939
1047,2305,4305
1048,1418,7477
1049,10894,10936
1050,16009,16507
1051,1680,16468
1052,5303,5375
1053,48,9510
1054,4570,15463
1055,11337,11878
1056,5558,8360
1057,15615,15738
1058,389,13558
1059,3482,16486
1060,2277,2279
1061,5565,5570
1062,5971,6946
1063,4502,10439
1064,5464,6280
1065,5798,10016
1066,8992,12031
1067,610,2910
1068,12249,13084
1069,1417,6424
1070,4624,4991
1071,1814,1865
1072,14017,14018
1073,5435,13159
1074,702,3973
1075,4411,5646
1076,7541,16780
1077,6167,17224
1078,764,1201
1079,12278,12386
1080,16189,16722
1081,3912,3958
1082,9362,16407
1083,7160,7861
1084,7753,7857
1085,3342,4943
1086,12375,13543
1087,8496,9279
1088,5323,5337
1089,3396,3403
1090,6114,12199
1091,290,3399
1092,5175,17280
1093,1847,9646
1094,2055,10354
1095,11449,11905
1096,6940,11566
1097,12392,15099
1098,419,2412
1099,6521,17461
1100,14801,15574
1101,5413,7334
1102,8122,8409
1103,6936,11507
1104,7934,7965
1105,12934,13551
1106,4840,5361
1107,96,3856
1108,478,479
1109,2411,5990
1110,6233,9952
1111,11864,12069
1112,15852,16175
1113,170,5488
1114,10536,10702
1115,6973,6979
1116,8397,10193
1117,11936,12080
1118,11167,17040
1119,5787,6512
1120,4575,14841
1121,173,4093
1122,2912,5614
1123,13252,13656
1124,994,7970
1125,1461,4067
1126,6873,16919
1127,8774,9568
1128,3117,5512
1129,724,14657
1130,14961,16024
1131,6736,6738
1132,6653,7238
1133,9842,17705
1134,1408,1411
1135,12336,13377
1136,13931,14570
1137,13398,13407
1138,13100,14420
1139,4875,13522
1140,2954,3336
1141,1792,7994
1142,2521,7533
1143,13785,17266
1144,2291,3220
1145,6608,9108
1146,3939,15860
1147,3070,3502
1148,1144,1415
1149,6767,6790
1150,4424,5734
1151,5804,9418
1152,263,5382
1153,4266,15558
1154,16093,16390
1155,4980,9247
1156,10800,11174
1157,11756,11978
1158,12506,12801
1159,17073,17720
1160,6073,6275
1161,9213,11663
1162,6358,6851
1163,13494,15259
1164,13021,13597
1165,13073,17386
1166,9095,10528
1167,2454,17407
1168,12683,13432
1169,4537,17385
1170,13389,14008
1171,5815,5833
1172,11539,11540
1173,12066,12078
1174,17034,17217
1175,8252,8470
1176,2064,17396
1177,4739,13636
1178,2697,4463
1179,5262,5350
1180,5005,5432
1181,10277,11072
1182,2952,3069
1183,147,6236
1184,13182,14689
1185,13410,13531
1186,2809,8426
1187,13292,14260
1188,781,1693
1189,16500,16583
1190,8468,9039
1191,2734,2786
1192,4546,14640
1193,10375,10485
1194,1233,1794
1195,10613,12891
1196,9158,10786
1197,13715,16895
1198,3065,4225
1199,1486,9539
1200,12815,12862
1201,436,619
1202,1867,1973
1203,291,4525
1204,5581,14184
1205,14076,14815
1206,12332,12771
1207,5975,17265
1208,4164,12435
1209,4399,6263
1210,1240,1801
1211,508,9803
1212,1987,15715
1213,12926,14006
1214,4037,5322
1215,4025,6166
1216,2020,9457
1217,7405,7587
1218,7497,13909
1219,6870,7181
1220,5805,7921
1221,5063,18085
1222,4670,14057
1223,3449,3780
1224,13311,13802
1225,3426,5662
1226,15503,15504
1227,7598,9474
1228,13951,14541
1229,8646,9122
1230,7690,11181
1231,6815,8128
1232,9675,10584
1233,2238,2560
1234,12852,14204
1235,361,15632
1236,6494,15368
1237,998,1567
1238,9790,9899
1239,9188,9620
1240,2401,12482
1241,673,2678
1242,13776,14863
1243,5552,5567
1244,12467,12871
1245,12568,13829
1246,4061,4132
1247,8110,10194
1248,8736,9281
1249,11546,12150
1250,16586,16972
1251,10445,15658
1252,6784,7604
1253,14073,16753
1254,9357,9622
1255,210,6850
1256,13285,17136
1257,8764,8798
1258,14091,17631
1259,3642,16178
1260,72,2892
1261,4881,4979
1262,11056,11115
1263,1663,1682
1264,4175,4946
1265,7064,11682
1266,5342,5358
1267,1789,6685
1268,13873,14563
1269,9198,9656
1270,9605,11887
1271,13454,14167
1272,9463,13309
1273,1560,5268
1274,13219,16047
1275,8565,16702
1276,1235,1242
1277,2771,5227
1278,2036,2100
1279,3717,17448
1280,12264,12451
1281,7258,10988
1282,717,806
1283,6807,7055
1284,12675,12782
1285,9602,9717
1286,3978,5114
1287,12303,13291
1288,8747,10251
1289,8312,8657
1290,6415,13608
1291,5389,7147
1292,11834,11890
1293,16103,16223
1294,10003,10018
1295,4428,5820
1296,12423,15000
1297,13236,14958
1298,2410,17177
1299,12790,16056
1300,5814,7082
1301,5631,6429
1302,7510,16273
1303,10780,14501
1304,4713,13794
1305,6339,10052
1306,487,5431
1307,10367,10631
1308,1671,8665
1309,8436,14995
1310,3013,3688
1311,8620,8933
1312,14020,14700
1313,12257,12334
1314,4952,5635
1315,6440,8966
1316,6387,7050
1317,923,1900
1318,13253,13268
1319,7359,16075
1320,3138,18239
1321,13067,13158
1322,3817,5519
1323,958,1888
1324,5725,6329
1325,14462,14473
1326,12892,13031
1327,9091,11085
1328,13540,14065
1329,15067,15075
1330,13456,14916
1331,13988,14182
1332,11322,16994
1333,6442,14679
1334,8664,10083
1335,12272,12346
1336,14173,17721
1337,2939,15905
1338,10425,14195
1339,2492,8057
1340,16242,16243
1341,13942,14246
1342,8174,10531
1343,13891,14457
1344,14833,16513
1345,3777,15472
1346,2071,2323
1347,5778,14921
1348,12481,17057
1349,1430,2755
1350,3196,4902
1351,258,16259
1352,13939,14387
1353,12602,13199
1354,4880,17316
1355,6526,17190
1356,660,13792
1357,3639,12061
1358,10165,14431
1359,752,4149
1360,798,4579
1361,1685,2158
1362,13173,14229
1363,8477,11814
1364,7864,10187
1365,10484,10495
1366,1684,9525
1367,744,3763
1368,2559,10629
1369,3198,9207
1370,3382,5182
1371,740,784
1372,5984,7491
1373,2775,3527
1374,12613,13117
1375,12362,12439
1376,15877,16686
1377,9978,9992
1378,7182,17565
1379,5903,12030
1380,7834,7947
1381,15597,16015
1382,2142,16232
1383,281,16621
1384,15666,16433
1385,412,6185
1386,12509,17401
1387,10802,17609
1388,9225,9346
1389,10596,10737
1390,470,12184
1391,4172,10689
1392,1123,4959
1393,6066,13752
1394,13445,13571
1395,306,14518
1396,5666,16238
1397,12779,12797
1398,901,4604
1399,5738,5745
1400,2732,6448
1401,9334,10177
1402,12314,12682
1403,13276,15124
1404,15082,15157
1405,435,15552
1406,7739,16001
1407,11928,17014
1408,1272,9830
1409,8687,11743
1410,8621,8921
1411,10339,11073
1412,8155,16458
1413,10846,10901
1414,8451,10519
1415,329,350
1416,12393,14688
1417,2017,17710
1418,7545,7551
1419,9796,9875
1420,6752,6813
1421,10208,10210
1422,9730,10223
1423,9998,17885
1424,7793,7993
1425,4148,4906
1426,16947,16987
1427,12922,17216
1428,4074,5135
1429,168,5294
1430,5759,14386
1431,12554,13043
1432,667,5732
1433,5027,6434
1434,3905,4122
1435,7107,7173
1436,1989,17199
1437,13081,14733
1438,7215,7684
1439,4692,5307
1440,4326,4792
1441,5169,10526
1442,6639,6663
1443,15376,15647
1444,14643,14881
1445,13433,14068
1446,2473,2574
1447,561,6075
1448,12662,12709
1449,12260,12399
1450,12906,13599
1451,8800,8827
1452,15389,16152
1453,1891,2015
1454,4958,5051
1455,10311,11737
1456,13087,14923
1457,13040,13208
1458,6838,6993
1459,12688,16188
1460,1755,2791
1461,13739,13982
1462,124,4483
1463,701,3791
1464,5455,5494
1465,7505,10561
1466,12793,17735
1467,4942,5485
1468,143,5586
1469,3499,3844
1470,7633,12270
1471,9356,11442
1472,3754,11662
1473,4686,5492
1474,10239,15547
1475,7386,17598
1476,1749,3520
1477,8237,8248
1478,10794,15057
1479,4461,4637
1480,13923,14189
1481,12836,13405
1482,7214,17068
1483,8500,16511
1484,13214,15147
1485,1563,11044
1486,13013,16915
1487,10034,10662
1488,4038,4278
1489,3711,3968
1490,8275,11617
1491,7894,7898
1492,15117,16879
1493,1668,4140
1494,1800,3923
1495,369,7072
1496,2794,3089
1497,1858,6363
1498,7079,17142
1499,10918,11639
1500,13192,15275
1501,1166,11646
1502,16185,16314
1503,10920,12074
1504,10180,10646
1505,1318,8864
1506,16600,16907
1507,11815,14385
1508,7268,17053
1509,13118,13334
1510,13838,15630
1511,753,4430
1512,11603,11709
1513,8550,16462
1514,960,1001
1515,13265,13500
1516,10316,11015
1517,5583,5584
1518,1799,4110
1519,7365,8952
1520,9189,15022
1521,13955,17515
1522,3560,4372
1523,11599,12003
1524,9534,9566
1525,4827,13308
1526,13027,15957
1527,7137,8706
1528,469,9036
1529,7177,15264
1530,1258,16720
1531,12463,14289
1532,4036,4816
1533,8692,10454
1534,526,2464
1535,12766,14438
1536,16281,17441
1537,7651,12538
1538,12597,16311
1539,6056,7512
1540,9497,16133
1541,10209,10687
1542,9958,10200
1543,7576,13592
1544,1664,2561
1545,9237,16041
1546,4178,10612
1547,8788,10844
1548,9182,11728
1549,1929,10771
1550,1228,4284
1551,5305,9589
1552,16300,18294
1553,13131,15891
1554,6577,6613
1555,4606,5373
1556,1365,4235
1557,5756,6703
1558,15831,15931
1559,8453,9313
1560,991,4136
1561,5113,8024
1562,5907,10985
1563,8471,16268
1564,1264,10599
1565,10659,10676
1566,7560,9429
1567,5793,12483
1568,269,15930
1569,11413,17203
1570,14103,16526
1571,9776,11030
1572,13471,14469
1573,2205,9062
1574,6984,8044
1575,1822,3509
1576,11606,11688
1577,5057,5417
1578,15984,16918
1579,4640,4984
1580,5908,14777
1581,8376,8813
1582,5331,6319
1583,8315,10566
1584,6458,9342
1585,14095,14233
1586,5013,5106
1587,1446,2004
1588,2979,10556
1589,6791,7039
1590,5871,12464
1591,19,1587
1592,3489,9531
1593,4241,7168
1594,8838,12090
1595,8997,13482
1596,3202,3725
1597,611,7429
1598,2510,17041
1599,11508,11550
1600,13451,14207
1601,5193,5969
1602,3842,17044
1603,142,4524
1604,11278,11470
1605,9304,11099
1606,577,10376
1607,10134,11858
1608,2597,10772
1609,4925,17942
1610,5202,10696
1611,14511,15543
1612,4354,15134
1613,8098,10699
1614,15433,15688
1615,10220,10273
1616,6203,17643
1617,13779,13795
1618,10503,16437
1619,10422,15863
1620,9185,16997
1621,14877,16429
1622,3667,9912
1623,14913,15249
1624,15198,16419
1625,5926,6063
1626,9528,9749
1627,163,7186
1628,7040,10777
1629,13834,14177
1630,5910,5911
1631,1362,4819
1632,11513,17130
1633,3966,4352
1634,11440,11570
1635,6218,10666
1636,4161,4512
1637,7171,18309
1638,14725,15077
1639,1596,3616
1640,7927,15945
1641,9278,10924
1642,4168,5084
1643,3792,9594
1644,5379,17248
1645,15557,16679
1646,14482,15919
1647,4091,4766
1648,16682,16898
1649,1974,17375
1650,12492,15158
1651,13550,13828
1652,4748,16019
1653,1970,1971
1654,4195,9509
1655,2711,4201
1656,12931,15079
1657,12352,13266
1658,4820,16885
1659,11100,11211
1660,8150,9788
1661,6232,7586
1662,8140,17138
1663,4144,6427
1664,10005,14888
1665,9980,17383
1666,9638,17653
1667,11694,17579
1668,9048,15236
1669,4444,7301
1670,4261,8414
1671,8186,8460
1672,14900,16930
1673,11155,11213
1674,3304,6519
1675,737,6168
1676,15687,16165
1677,8439,8841
1678,5939,6106
1679,2281,12234
1680,14489,15656
1681,5277,5667
