id,lat,lng,tree,sky,entropy_mean,_r,_g,_b,color,neighborhood
135,40.703283,-73.98688955,274.25,14428.75,5.254117407,0.050688829,0.388651244,0.394048848,#64493d,Williamsburg
136,40.703283,-73.98886951,6323.75,29076,6.111454776,0.231182796,0.258333333,0.00100553,#000000,Williamsburg
137,40.703283,-73.99084948,383.5,5088,5.3590478,0.190945601,0.061184828,0.319768563,#50514c,Williamsburg
138,40.703283,-73.99282944,2402.75,10095,5.459671974,0.076563737,0.284459459,0.296118447,#4b3f36,Williamsburg
139,40.703283,-73.9948094,10519.5,45179,5.714608794,0.083418454,0.347532836,0.220941176,#382e24,Williamsburg
140,40.703283,-73.99678936,20010.75,54248.25,5.683066252,0.106981982,0.165548098,0.701176471,#b2a895,Williamsburg
141,40.703283,-74.00668917,4002.75,49848.25,5.526601985,0.524404762,0.059171598,0.309281046,#4a4e4e,Financial District
142,40.704783,-73.92551073,34594.25,30880,5.797740582,0.093939394,0.249591577,0.385784314,#625749,Williamsburg
143,40.704783,-73.92749069,3014.5,48569.5,5.406932777,0.057320872,0.208576998,0.402352941,#665851,Williamsburg
144,40.704783,-73.92947065,1609.75,59604.5,5.918178931,0.066540722,0.217653509,0.260106952,#423933,Williamsburg
145,40.704783,-73.93145061,4550.25,45280.75,5.438599349,0.042674451,0.403839677,0.247726325,#3f2c25,Williamsburg
146,40.704783,-73.93343057,8887.5,13113.5,5.830032111,0.935624659,0.088743646,0.310344828,#4f484a,Williamsburg
147,40.704783,-73.93541054,2307.5,39978.25,5.29015413,0.067172793,0.326548365,0.644033613,#a4846e,Williamsburg
148,40.704783,-73.9373905,60552.25,15746.5,6.107026074,0.196132597,0.069348659,0.284313725,#474843,Williamsburg
149,40.704783,-73.93937046,13908,32870.5,5.704661832,0.070031299,0.254556319,0.193021915,#312924,Williamsburg
150,40.704783,-73.94135042,23251.5,12214.5,5.182922413,0.161134163,0.082140423,0.556736243,#8d8d82,Williamsburg
151,40.704783,-73.94333038,4301.25,33574.5,5.835669328,0.076377953,0.208675649,0.322522523,#524841,Williamsburg
152,40.704783,-73.94531035,53056.5,19480.5,6.25348125,0.146794872,0.176390773,0.36127451,#5c5a4b,Williamsburg
153,40.704783,-73.94729031,46922.25,34308.25,6.303081387,0.076041667,0.208877285,0.750980392,#bfa997,Williamsburg
154,40.704783,-73.94927027,2283.5,498,5.378128459,0.537878788,0.222972973,0.00240328,#000000,Williamsburg
155,40.704783,-73.95125023,21723,35870.75,5.792340344,0.122222222,0.089800443,0.289938926,#494843,Williamsburg
156,40.704783,-73.9532302,23840.25,28281.5,6.317671024,0.052693208,0.282781457,0.592156863,#97796c,Williamsburg
157,40.704783,-73.95521016,18230.25,22833.75,5.688602417,0.069158403,0.219267436,0.263450099,#433a34,Williamsburg
158,40.704783,-73.95719012,15474.75,16323.25,6.075992986,0.085948773,0.326732673,0.303840988,#4d4134,Williamsburg
159,40.704783,-73.95917008,34466.5,33858.5,5.660909989,0.132664437,0.225490196,0.108333333,#1b1a15,Williamsburg
