,lat,lng,entropy_mean
0,42.298631,-71.0830938769,5.62745492125
1,42.298631,-71.0851235962,6.11064234658
2,42.298631,-71.0871533155,5.69681215157
3,42.298631,-71.0891830348,6.1383184372
4,42.298631,-71.0993316314,6.10925425437
5,42.300131,-71.0729452804,5.95185906826
6,42.300131,-71.0749749997,6.08203607831
7,42.300131,-71.077004719,6.17339645619
8,42.300131,-71.0790344383,5.76890981822
9,42.300131,-71.0810641576,6.1825189586
10,42.300131,-71.0830938769,6.10390415066
11,42.300131,-71.0851235962,6.28250087891
12,42.300131,-71.0871533155,6.01448907673
13,42.300131,-71.0993316314,5.82523536731
14,42.300131,-71.1013613507,5.86396770751
15,42.300131,-71.10339107,6.05724456045
16,42.300131,-71.1054207893,5.94009098271
17,42.300131,-71.1074505086,5.92255690292
18,42.300131,-71.1094802279,6.08886645144
19,42.301631,-71.0668561225,6.22090234719
20,42.301631,-71.0688858418,6.21971301885
21,42.301631,-71.0709155611,6.21644153131
22,42.301631,-71.0729452804,5.92959079822
23,42.301631,-71.0749749997,6.55684807959
24,42.301631,-71.077004719,5.74155414433
25,42.301631,-71.0790344383,5.73734258545
26,42.301631,-71.0810641576,5.75536442944
27,42.301631,-71.0830938769,5.95289907862
28,42.301631,-71.0851235962,5.92762737168
29,42.301631,-71.0871533155,6.30431689909
30,42.301631,-71.0891830348,6.48034064763
31,42.301631,-71.1054207893,6.03376950524
32,42.301631,-71.1074505086,6.07603137846
33,42.301631,-71.1094802279,5.53752392764
34,42.301631,-71.1115099472,5.85544822979
35,42.301631,-71.1135396665,6.08241896827
36,42.301631,-71.1155693858,6.04564489429
37,42.303131,-71.0607669646,5.9674553358
38,42.303131,-71.0627966839,5.96325609949
39,42.303131,-71.0648264032,5.92138129428
40,42.303131,-71.0668561225,5.92428848401
41,42.303131,-71.0688858418,5.96414910733
42,42.303131,-71.0709155611,6.10170758888
43,42.303131,-71.0749749997,6.14624985339
44,42.303131,-71.077004719,5.96338099261
45,42.303131,-71.0790344383,6.00977112123
46,42.303131,-71.0810641576,5.84770371858
47,42.303131,-71.0830938769,6.23971873212
48,42.303131,-71.0851235962,6.33658106102
49,42.303131,-71.0993316314,5.86364689509
50,42.303131,-71.10339107,6.44710089319
51,42.303131,-71.1054207893,6.23497740107
52,42.303131,-71.1074505086,5.93287896002
53,42.303131,-71.1135396665,6.11931826392
54,42.303131,-71.1155693858,6.31577516416
55,42.303131,-71.1175991051,6.72224111779
56,42.303131,-71.1196288244,6.01309636924
57,42.304631,-71.056707526,5.30154485951
58,42.304631,-71.0587372453,5.61935255971
59,42.304631,-71.0607669646,5.65995872121
60,42.304631,-71.0648264032,6.08790247805
61,42.304631,-71.0668561225,6.12296522302
62,42.304631,-71.0688858418,6.19701008585
63,42.304631,-71.0709155611,6.20082120204
64,42.304631,-71.0729452804,5.9044821038
65,42.304631,-71.0749749997,6.02480530566
66,42.304631,-71.077004719,6.13936204852
67,42.304631,-71.0790344383,5.99225477577
68,42.304631,-71.0810641576,5.96151559138
69,42.304631,-71.0830938769,6.1043276261
70,42.304631,-71.0851235962,6.11911084125
71,42.304631,-71.0932424734,6.37571289235
72,42.304631,-71.0952721927,6.317281158
73,42.304631,-71.10339107,6.30947244217
74,42.304631,-71.1054207893,6.15649411511
75,42.304631,-71.1074505086,6.05393240911
76,42.304631,-71.1094802279,6.22604368938
77,42.304631,-71.1135396665,5.91297086914
78,42.304631,-71.1155693858,6.00421944164
79,42.304631,-71.1175991051,5.89249439319
80,42.304631,-71.1196288244,6.49549948664
81,42.306131,-71.056707526,5.9794141832
82,42.306131,-71.0587372453,5.51144642611
83,42.306131,-71.0607669646,5.88987963216
84,42.306131,-71.0627966839,6.08547501431
85,42.306131,-71.0648264032,6.22670754291
86,42.306131,-71.0668561225,5.90148006522
87,42.306131,-71.0688858418,6.01951904302
88,42.306131,-71.0709155611,5.81521332981
89,42.306131,-71.0729452804,5.93177523712
90,42.306131,-71.0749749997,5.57462127535
91,42.306131,-71.077004719,6.07511184421
92,42.306131,-71.0790344383,6.19010404153
93,42.306131,-71.0810641576,5.72055393592
94,42.306131,-71.0830938769,6.04525322298
95,42.306131,-71.0851235962,6.03570965174
96,42.306131,-71.0871533155,6.24166141106
97,42.306131,-71.1054207893,5.71772630213
98,42.306131,-71.1074505086,5.66883490196
99,42.306131,-71.1094802279,5.83065093173
100,42.306131,-71.1115099472,5.84477802079
101,42.306131,-71.1135396665,6.2139588122
102,42.306131,-71.1155693858,5.68533534192
103,42.306131,-71.1175991051,5.74779967184
104,42.306131,-71.1196288244,6.08786226956
105,42.306131,-71.123688263,6.18119102993
106,42.306131,-71.1277477016,6.13925971233
107,42.307631,-71.0526480874,5.74582666231
108,42.307631,-71.0546778067,5.88575559175
109,42.307631,-71.056707526,6.16563762305
110,42.307631,-71.0587372453,5.9149244468
111,42.307631,-71.0607669646,5.99622907056
112,42.307631,-71.0627966839,6.05142917958
113,42.307631,-71.0648264032,6.18012158567
114,42.307631,-71.0668561225,5.8665819354
115,42.307631,-71.0688858418,5.72522989156
116,42.307631,-71.0709155611,5.70104802852
117,42.307631,-71.0729452804,5.47905030691
118,42.307631,-71.0749749997,5.82584867783
119,42.307631,-71.077004719,5.83938078902
120,42.307631,-71.0790344383,5.82802245056
121,42.307631,-71.0810641576,5.3855247685
122,42.307631,-71.0830938769,5.8803356461
123,42.307631,-71.0851235962,6.2237187033
124,42.307631,-71.0871533155,6.12240802311
125,42.307631,-71.0891830348,6.10543250546
126,42.307631,-71.0912127541,6.15377152531
127,42.307631,-71.1013613507,6.17878919583
128,42.307631,-71.10339107,6.18250151299
129,42.307631,-71.1054207893,6.0258229468
130,42.307631,-71.1074505086,5.46016877435
131,42.307631,-71.1094802279,6.38546168303
132,42.307631,-71.1115099472,6.16806152351
133,42.307631,-71.1135396665,6.17569695317
134,42.307631,-71.1155693858,6.12396446766
135,42.307631,-71.1175991051,5.79633375747
136,42.307631,-71.1196288244,6.20141965628
137,42.307631,-71.123688263,5.91687918025
138,42.307631,-71.1257179823,6.15165906649
139,42.307631,-71.1277477016,6.14369261152
140,42.309131,-71.0485886488,5.50284604749
141,42.309131,-71.0506183681,6.21334779848
142,42.309131,-71.0526480874,6.00374634773
143,42.309131,-71.056707526,4.99787624555
144,42.309131,-71.0587372453,5.72458027385
145,42.309131,-71.0607669646,6.0223799797
146,42.309131,-71.0627966839,5.29331665739
147,42.309131,-71.0648264032,5.9057612927
148,42.309131,-71.0668561225,5.99350645168
149,42.309131,-71.0688858418,6.08560370642
150,42.309131,-71.0729452804,6.00129930868
151,42.309131,-71.0749749997,5.75947651117
152,42.309131,-71.0790344383,6.18903987169
153,42.309131,-71.0810641576,5.69116488538
154,42.309131,-71.0830938769,6.11228478821
155,42.309131,-71.0851235962,5.79781828722
156,42.309131,-71.0871533155,5.83901522936
157,42.309131,-71.0891830348,5.91394082723
158,42.309131,-71.0912127541,6.15097174272
159,42.309131,-71.0932424734,6.26322598527
160,42.309131,-71.0993316314,6.26363216246
161,42.309131,-71.1013613507,6.14803392125
162,42.309131,-71.10339107,5.94056175027
163,42.309131,-71.1054207893,5.63532417857
164,42.309131,-71.1074505086,6.26563301946
165,42.309131,-71.1094802279,6.0353628293
166,42.309131,-71.1115099472,6.23644535034
167,42.309131,-71.1155693858,6.16896364234
168,42.309131,-71.1175991051,5.8678260999
169,42.309131,-71.1196288244,5.95100856981
170,42.309131,-71.1216585437,6.42027654053
171,42.309131,-71.123688263,6.21410144195
172,42.309131,-71.1257179823,6.03887326641
173,42.309131,-71.1277477016,6.2433459918
174,42.309131,-71.1297774209,5.8019614088
175,42.309131,-71.1318071402,6.28481779355
176,42.309131,-71.1338368595,5.94622264492
177,42.310631,-71.0465589295,5.81803938014
178,42.310631,-71.0506183681,6.36373746532
179,42.310631,-71.0526480874,5.95577763256
180,42.310631,-71.0546778067,6.15277791739
181,42.310631,-71.056707526,6.52005264276
182,42.310631,-71.0587372453,5.74627585126
183,42.310631,-71.0607669646,6.05011574951
184,42.310631,-71.0627966839,5.83033322313
185,42.310631,-71.0648264032,5.86662298634
186,42.310631,-71.0668561225,6.16057654474
187,42.310631,-71.0688858418,6.03804210918
188,42.310631,-71.0709155611,6.06693122773
189,42.310631,-71.0729452804,6.3105415228
190,42.310631,-71.0749749997,5.76603283115
191,42.310631,-71.077004719,5.5557409665
192,42.310631,-71.0790344383,6.16311599417
193,42.310631,-71.0810641576,6.08306819568
194,42.310631,-71.0830938769,6.01410023997
195,42.310631,-71.0851235962,5.9401814813
196,42.310631,-71.0871533155,6.00989294439
197,42.310631,-71.0891830348,6.29770769318
198,42.310631,-71.0912127541,5.7113532596
199,42.310631,-71.0932424734,6.15737701123
200,42.310631,-71.0952721927,6.29985827427
201,42.310631,-71.097301912,5.74956168658
202,42.310631,-71.0993316314,6.04365336428
203,42.310631,-71.1013613507,6.17259589339
204,42.310631,-71.10339107,5.76770539829
205,42.310631,-71.1054207893,5.49812008957
206,42.310631,-71.1074505086,6.12428427851
207,42.310631,-71.1094802279,6.02409951671
208,42.310631,-71.1115099472,6.39522714666
209,42.310631,-71.1135396665,6.34872658694
210,42.310631,-71.1155693858,5.85911708386
211,42.310631,-71.1175991051,6.21086840425
212,42.310631,-71.1196288244,6.21568769102
213,42.310631,-71.1216585437,6.49376040692
214,42.310631,-71.123688263,6.04815245813
215,42.310631,-71.1257179823,6.48441940704
216,42.310631,-71.1277477016,6.12637259253
217,42.310631,-71.1297774209,6.05837312305
218,42.310631,-71.1318071402,6.21609163904
219,42.310631,-71.1358665788,6.0843534849
220,42.312131,-71.0465589295,6.26091259062
221,42.312131,-71.0485886488,6.31317972331
222,42.312131,-71.0506183681,6.03812324634
223,42.312131,-71.0526480874,5.71719448134
224,42.312131,-71.0546778067,6.05072907919
225,42.312131,-71.056707526,6.13450982327
226,42.312131,-71.0587372453,6.12210223372
227,42.312131,-71.0607669646,6.2599328342
228,42.312131,-71.0627966839,6.04219665156
229,42.312131,-71.0648264032,6.29348940563
230,42.312131,-71.0668561225,6.10345360228
231,42.312131,-71.0688858418,6.03132778599
232,42.312131,-71.0709155611,5.91832257655
233,42.312131,-71.0729452804,5.3061847206
234,42.312131,-71.0749749997,6.11743756647
235,42.312131,-71.077004719,6.06762530837
236,42.312131,-71.0790344383,5.74141919931
237,42.312131,-71.0810641576,6.25886163383
238,42.312131,-71.0830938769,6.1674320648
239,42.312131,-71.0851235962,6.11900495636
240,42.312131,-71.0871533155,6.16755102863
241,42.312131,-71.0891830348,6.21337225827
242,42.312131,-71.0912127541,6.15418077767
243,42.312131,-71.0932424734,6.20418539877
244,42.312131,-71.097301912,6.05356733627
245,42.312131,-71.0993316314,6.02250604596
246,42.312131,-71.1013613507,5.68968312437
247,42.312131,-71.10339107,6.04511412159
248,42.312131,-71.1054207893,5.99792769203
249,42.312131,-71.1074505086,6.13404986092
250,42.312131,-71.1094802279,6.40660514098
251,42.312131,-71.1115099472,6.0957189949
252,42.312131,-71.1135396665,5.60116115776
253,42.312131,-71.1155693858,5.96887676177
254,42.312131,-71.1175991051,5.97607367779
255,42.312131,-71.1196288244,6.20976585282
256,42.312131,-71.1216585437,6.18937272408
257,42.312131,-71.123688263,6.17887856128
258,42.312131,-71.1257179823,6.06546514754
259,42.312131,-71.1277477016,5.98536525168
260,42.312131,-71.1297774209,6.11525390233
261,42.312131,-71.1318071402,5.97204984096
262,42.312131,-71.1358665788,6.36360646225
263,42.313631,-71.0424994909,6.04431518643
264,42.313631,-71.0465589295,6.17160494047
265,42.313631,-71.0526480874,6.13850289171
266,42.313631,-71.0546778067,5.82541752164
267,42.313631,-71.056707526,5.82001988348
268,42.313631,-71.0587372453,6.03949477077
269,42.313631,-71.0607669646,6.01416728656
270,42.313631,-71.0627966839,6.32620625563
271,42.313631,-71.0648264032,6.02794302105
272,42.313631,-71.0668561225,6.07806369529
273,42.313631,-71.0688858418,6.08134902913
274,42.313631,-71.0709155611,6.17887993742
275,42.313631,-71.0729452804,6.05357902473
276,42.313631,-71.0749749997,6.14159211275
277,42.313631,-71.077004719,5.89562952691
278,42.313631,-71.0790344383,6.06902583246
279,42.313631,-71.0810641576,6.03901478346
280,42.313631,-71.0830938769,5.65724521184
281,42.313631,-71.0851235962,5.99986177079
282,42.313631,-71.0871533155,6.23533215851
283,42.313631,-71.0891830348,6.5596764457
284,42.313631,-71.0912127541,5.65910564208
285,42.313631,-71.0932424734,5.847343065
286,42.313631,-71.0952721927,5.77708455898
287,42.313631,-71.097301912,6.19203526636
288,42.313631,-71.0993316314,5.99037060544
289,42.313631,-71.1013613507,5.59209846342
290,42.313631,-71.10339107,6.01843336399
291,42.313631,-71.1054207893,6.06761590762
292,42.313631,-71.1074505086,6.08701903492
293,42.313631,-71.1094802279,6.15094972871
294,42.313631,-71.1115099472,6.25922233539
295,42.313631,-71.1135396665,6.12627586837
296,42.313631,-71.1155693858,5.88410585666
297,42.313631,-71.1175991051,6.61893989841
298,42.313631,-71.1196288244,6.405143693
299,42.313631,-71.1216585437,6.41821249473
300,42.313631,-71.123688263,6.10124808629
301,42.313631,-71.1277477016,6.01468077786
