,lat,lng,dir,city,sky,tree
201,41.826604,-87.6263465738,2,chicago,68859,21340
202,41.826604,-87.6263465738,3,chicago,55808,45583
203,41.826604,-87.6303756052,0,chicago,73894,6571
204,41.826604,-87.6303756052,1,chicago,58870,22441
205,41.826604,-87.6303756052,2,chicago,48436,9758
206,41.826604,-87.6303756052,3,chicago,76391,10818
207,41.826604,-87.6344046366,0,chicago,41306,52486
208,41.826604,-87.6344046366,1,chicago,21567,68855
209,41.826604,-87.6344046366,2,chicago,47518,52003
210,41.826604,-87.6344046366,3,chicago,57095,63262
211,41.826604,-87.638433668,0,chicago,27416,49167
212,41.826604,-87.638433668,1,chicago,42899,5948
213,41.826604,-87.638433668,2,chicago,21773,57511
214,41.826604,-87.638433668,3,chicago,14332,67876
215,41.826604,-87.6404481837,0,chicago,22640,53485
216,41.826604,-87.6404481837,1,chicago,15090,87736
217,41.826604,-87.6404481837,2,chicago,20021,57988
218,41.826604,-87.6404481837,3,chicago,2956,77474
219,41.826604,-87.6424626994,0,chicago,31574,44266
220,41.826604,-87.6424626994,1,chicago,591,101747
221,41.826604,-87.6424626994,2,chicago,8167,71130
222,41.826604,-87.6424626994,3,chicago,476,35885
223,41.826604,-87.6444772151,0,chicago,19443,85356
224,41.826604,-87.6444772151,1,chicago,34548,61817
225,41.826604,-87.6444772151,2,chicago,46719,24435
226,41.826604,-87.6444772151,3,chicago,48330,34826
227,41.826604,-87.6464917308,0,chicago,50351,36543
228,41.826604,-87.6464917308,1,chicago,3943,104204
229,41.826604,-87.6464917308,2,chicago,20261,81718
230,41.826604,-87.6464917308,3,chicago,64910,20689
231,41.826604,-87.6485062465,0,chicago,1792,116053
232,41.826604,-87.6485062465,1,chicago,22634,69865
233,41.826604,-87.6485062465,2,chicago,72296,36716
234,41.826604,-87.6485062465,3,chicago,45878,54494
235,41.826604,-87.6505207622,0,chicago,72,122578
236,41.826604,-87.6505207622,1,chicago,24015,87194
237,41.826604,-87.6505207622,2,chicago,34863,89245
238,41.826604,-87.6505207622,3,chicago,6085,104729
239,41.826604,-87.6525352779,0,chicago,52530,14474
240,41.826604,-87.6525352779,1,chicago,70452,19738
241,41.826604,-87.6525352779,2,chicago,72407,39921
242,41.826604,-87.6525352779,3,chicago,48702,24890
243,41.826604,-87.6545497935,0,chicago,35597,35771
244,41.826604,-87.6545497935,1,chicago,38172,40169
245,41.826604,-87.6545497935,2,chicago,53300,15202
246,41.826604,-87.6545497935,3,chicago,67758,16786
247,41.826604,-87.6605933406,0,chicago,38648,2954
248,41.826604,-87.6605933406,1,chicago,54131,1808
249,41.826604,-87.6605933406,2,chicago,39522,243
250,41.826604,-87.6605933406,3,chicago,41417,788
251,41.826604,-87.6626078563,0,chicago,13940,61
252,41.826604,-87.6626078563,1,chicago,39082,4967
253,41.826604,-87.6626078563,2,chicago,39886,2
254,41.826604,-87.6626078563,3,chicago,40756,2427
255,41.826604,-87.664622372,0,chicago,35452,1465
256,41.826604,-87.664622372,1,chicago,66198,3615
257,41.826604,-87.664622372,2,chicago,22892,0
258,41.826604,-87.664622372,3,chicago,33431,1034
259,41.826604,-87.6666368877,0,chicago,52015,17722
260,41.826604,-87.6666368877,1,chicago,27476,57287
261,41.826604,-87.6666368877,2,chicago,21361,57903
262,41.826604,-87.6666368877,3,chicago,39926,37708
263,41.826604,-87.6686514034,0,chicago,5978,77405
264,41.826604,-87.6686514034,1,chicago,49045,24119
265,41.826604,-87.6686514034,2,chicago,48454,19193
266,41.826604,-87.6686514034,3,chicago,31462,45938
267,41.826604,-87.6706659191,0,chicago,25486,28376
268,41.826604,-87.6706659191,1,chicago,31704,58674
269,41.826604,-87.6706659191,2,chicago,4972,76300
270,41.826604,-87.6706659191,3,chicago,30943,22314
271,41.826604,-87.6726804348,0,chicago,40587,31416
272,41.826604,-87.6726804348,1,chicago,31468,6067
273,41.826604,-87.6726804348,2,chicago,38454,45730
274,41.826604,-87.6726804348,3,chicago,8062,51691
275,41.826604,-87.6746949505,0,chicago,47261,36263
276,41.826604,-87.6746949505,1,chicago,35994,35117
277,41.826604,-87.6746949505,2,chicago,1734,69994
278,41.826604,-87.6746949505,3,chicago,20283,75076
279,41.828104,-87.6142594796,0,chicago,48520,51262
280,41.828104,-87.6142594796,1,chicago,54545,64308
281,41.828104,-87.6142594796,2,chicago,46400,52561
282,41.828104,-87.6142594796,3,chicago,2572,109992
283,41.828104,-87.6162739953,0,chicago,24561,66223
284,41.828104,-87.6162739953,1,chicago,24647,17242
285,41.828104,-87.6162739953,2,chicago,17009,82927
286,41.828104,-87.6162739953,3,chicago,22256,125455
287,41.828104,-87.618288511,0,chicago,46652,16242
288,41.828104,-87.618288511,1,chicago,48471,70131
289,41.828104,-87.618288511,2,chicago,55486,28693
290,41.828104,-87.618288511,3,chicago,23728,6660
291,41.828104,-87.6203030267,0,chicago,26242,78496
292,41.828104,-87.6203030267,1,chicago,32221,49856
293,41.828104,-87.6203030267,2,chicago,25325,63564
294,41.828104,-87.6203030267,3,chicago,7102,77177
295,41.828104,-87.6263465738,0,chicago,29859,32364
296,41.828104,-87.6263465738,1,chicago,13,74827
297,41.828104,-87.6263465738,2,chicago,38240,34040
298,41.828104,-87.6263465738,3,chicago,7056,9108
299,41.828104,-87.6283610895,0,chicago,80053,33248
300,41.828104,-87.6283610895,1,chicago,76681,80946
301,41.828104,-87.6283610895,2,chicago,77496,31936
302,41.828104,-87.6283610895,3,chicago,77990,34893
303,41.828104,-87.6303756052,0,chicago,73753,6926
304,41.828104,-87.6303756052,1,chicago,58265,9144
305,41.828104,-87.6303756052,2,chicago,34190,11571
306,41.828104,-87.6303756052,3,chicago,67842,9752
307,41.828104,-87.6323901209,0,chicago,42591,44892
308,41.828104,-87.6323901209,1,chicago,73300,21668
309,41.828104,-87.6323901209,2,chicago,55324,24240
310,41.828104,-87.6323901209,3,chicago,35950,19304
311,41.828104,-87.6344046366,0,chicago,52788,27281
312,41.828104,-87.6344046366,1,chicago,56538,9726
313,41.828104,-87.6344046366,2,chicago,58015,39920
314,41.828104,-87.6344046366,3,chicago,52903,66859
315,41.828104,-87.638433668,0,chicago,4777,90522
316,41.828104,-87.638433668,1,chicago,254,119055
317,41.828104,-87.638433668,2,chicago,10593,91527
318,41.828104,-87.638433668,3,chicago,4660,83801
319,41.828104,-87.6404481837,0,chicago,25591,58549
320,41.828104,-87.6404481837,1,chicago,33787,39795
321,41.828104,-87.6404481837,2,chicago,7693,79224
322,41.828104,-87.6404481837,3,chicago,790,70512
323,41.828104,-87.6424626994,0,chicago,37827,51475
324,41.828104,-87.6424626994,1,chicago,2598,85482
325,41.828104,-87.6424626994,2,chicago,31653,59846
326,41.828104,-87.6424626994,3,chicago,42212,6730
327,41.828104,-87.6444772151,0,chicago,6974,73727
328,41.828104,-87.6444772151,1,chicago,18058,49960
329,41.828104,-87.6444772151,2,chicago,21010,66727
330,41.828104,-87.6444772151,3,chicago,21598,64496
331,41.828104,-87.6464917308,0,chicago,53973,16638
332,41.828104,-87.6464917308,1,chicago,30933,69756
333,41.828104,-87.6464917308,2,chicago,43010,23391
334,41.828104,-87.6464917308,3,chicago,58462,9211
335,41.828104,-87.6505207622,0,chicago,59342,27787
336,41.828104,-87.6505207622,1,chicago,7236,119967
337,41.828104,-87.6505207622,2,chicago,34081,42736
338,41.828104,-87.6505207622,3,chicago,63623,5209
339,41.828104,-87.6666368877,0,chicago,24122,47480
340,41.828104,-87.6666368877,1,chicago,24895,21104
341,41.828104,-87.6666368877,2,chicago,53014,22451
342,41.828104,-87.6666368877,3,chicago,18796,37885
343,41.828104,-87.6686514034,0,chicago,13189,78633
344,41.828104,-87.6686514034,1,chicago,11607,32271
345,41.828104,-87.6686514034,2,chicago,8289,58813
346,41.828104,-87.6686514034,3,chicago,12428,77670
347,41.828104,-87.6706659191,0,chicago,2130,84782
348,41.828104,-87.6706659191,1,chicago,533,83621
349,41.828104,-87.6706659191,2,chicago,6274,74974
350,41.828104,-87.6706659191,3,chicago,4232,62899
351,41.828104,-87.6726804348,0,chicago,521,79748
352,41.828104,-87.6726804348,1,chicago,4405,79596
353,41.828104,-87.6726804348,2,chicago,300,89455
354,41.828104,-87.6726804348,3,chicago,493,77938
355,41.828104,-87.6746949505,0,chicago,11261,40495
356,41.828104,-87.6746949505,1,chicago,1708,75557
357,41.828104,-87.6746949505,2,chicago,33186,48850
358,41.828104,-87.6746949505,3,chicago,42858,6754
359,41.828104,-87.6767094662,0,chicago,18111,75301
360,41.828104,-87.6767094662,1,chicago,39219,68024
361,41.828104,-87.6767094662,2,chicago,8730,83506
362,41.828104,-87.6767094662,3,chicago,17665,76497
363,41.828104,-87.6787239819,0,chicago,4151,102010
364,41.828104,-87.6787239819,1,chicago,3069,95448
365,41.828104,-87.6787239819,2,chicago,22872,70269
366,41.828104,-87.6787239819,3,chicago,20100,54555
367,41.829604,-87.6082159325,0,chicago,36617,56149
368,41.829604,-87.6082159325,1,chicago,33484,11305
369,41.829604,-87.6082159325,2,chicago,25590,6364
370,41.829604,-87.6082159325,3,chicago,54115,35274
371,41.829604,-87.6102304482,0,chicago,52543,31770
372,41.829604,-87.6102304482,1,chicago,45983,26593
373,41.829604,-87.6102304482,2,chicago,51414,36465
374,41.829604,-87.6102304482,3,chicago,26872,71390
375,41.829604,-87.6122449639,0,chicago,23590,115407
376,41.829604,-87.6122449639,1,chicago,31164,75730
377,41.829604,-87.6122449639,2,chicago,31019,94076
378,41.829604,-87.6122449639,3,chicago,33091,82646
379,41.829604,-87.6142594796,0,chicago,52975,34906
380,41.829604,-87.6142594796,1,chicago,73704,40489
381,41.829604,-87.6142594796,2,chicago,55533,49597
382,41.829604,-87.6142594796,3,chicago,27244,62516
383,41.829604,-87.6162739953,0,chicago,32021,54326
384,41.829604,-87.6162739953,1,chicago,9261,16713
385,41.829604,-87.6162739953,2,chicago,13455,65280
386,41.829604,-87.6162739953,3,chicago,9321,109187
387,41.829604,-87.618288511,0,chicago,56427,12075
388,41.829604,-87.618288511,1,chicago,17326,1190
389,41.829604,-87.618288511,2,chicago,47462,13093
390,41.829604,-87.618288511,3,chicago,61710,22272
391,41.829604,-87.6203030267,0,chicago,51828,10141
392,41.829604,-87.6203030267,1,chicago,28631,24518
393,41.829604,-87.6203030267,2,chicago,23361,50514
394,41.829604,-87.6203030267,3,chicago,31412,37310
395,41.829604,-87.6223175424,0,chicago,17203,103022
396,41.829604,-87.6223175424,1,chicago,55389,35577
397,41.829604,-87.6223175424,2,chicago,45936,32380
398,41.829604,-87.6223175424,3,chicago,42719,45438
399,41.829604,-87.6243320581,0,chicago,22435,69648
400,41.829604,-87.6243320581,1,chicago,16549,61347
401,41.829604,-87.6243320581,2,chicago,6445,54684
402,41.829604,-87.6243320581,3,chicago,35418,50109
403,41.829604,-87.6263465738,0,chicago,50970,32000
404,41.829604,-87.6263465738,1,chicago,37710,70325
405,41.829604,-87.6263465738,2,chicago,55622,30568
406,41.829604,-87.6263465738,3,chicago,52693,12389
407,41.829604,-87.6283610895,0,chicago,48654,53564
408,41.829604,-87.6283610895,1,chicago,26883,107501
409,41.829604,-87.6283610895,2,chicago,50633,57919
