
Charlestown	boston/42.38001451,-71.06826638_2.png	boston/42.37302307,-71.07084706_0.png	boston/42.37505165,-71.05399745_1.png	boston/42.37589778,-71.07155953_1.png	boston/42.385245,-71.07360992_2.png	boston/42.37646141,-71.0662407_2.png	boston/42.37583561,-71.07292928_3.png	boston/42.3794664,-71.06981396_2.png	boston/42.38631264,-71.0732113_3.png	boston/42.37646141,-71.0662407_0.png	
Chinatown	boston/42.34770996,-71.05866708_3.png	boston/42.34768504,-71.06037237_3.png	boston/42.34840852,-71.06217624_2.png	boston/42.34843216,-71.05892294_0.png	boston/42.34818722,-71.05950441_2.png	boston/42.35042524,-71.06307773_1.png	boston/42.35151756,-71.06009718_3.png	boston/42.34794081,-71.06655794_1.png	boston/42.34737865,-71.06290822_3.png	boston/42.34737546,-71.05906463_3.png	
Dorchester	boston/42.31012638,-71.07923173_1.png	boston/42.31225138,-71.06599807_1.png	boston/42.3158039,-71.05781486_3.png	boston/42.3177058,-71.05831742_1.png	boston/42.32035165,-71.06420403_0.png	boston/42.30878116,-71.06993234_3.png	boston/42.31449546,-71.07191457_2.png	boston/42.3000871,-71.07388708_3.png	boston/42.30905203,-71.04898436_2.png	boston/42.30942721,-71.07170098_1.png	
Downtown	boston/42.35584973,-71.05647154_1.png	boston/42.35454339,-71.05624979_2.png	boston/42.35555423,-71.05260836_3.png	boston/42.35884822,-71.05053691_0.png	boston/42.36363205,-71.06249655_0.png	boston/42.35606908,-71.05996414_3.png	boston/42.3546387,-71.05435326_3.png	boston/42.36069641,-71.05870606_0.png	boston/42.36004448,-71.06204973_1.png	boston/42.35328252,-71.05278486_0.png	
EVERETT_02149	boston/42.39392078,-71.05537476_3.png	boston/42.40158975,-71.06348165_0.png	boston/42.4003886,-71.06858509_1.png	boston/42.39489622,-71.06399142_0.png	boston/42.39403881,-71.06655254_0.png	boston/42.38724709,-71.03966612_3.png	boston/42.39634598,-71.06448516_2.png	boston/42.38918871,-71.04768407_2.png	boston/42.40158975,-71.06348165_2.png	boston/42.39800149,-71.06978042_0.png	
EastBoston	boston/42.36568775,-71.02320487_3.png	boston/42.37786381,-71.03948132_0.png	boston/42.36480036,-71.02932636_1.png	boston/42.36689501,-71.02851004_2.png	boston/42.3725853,-71.03188704_0.png	boston/42.37139203,-71.03623139_3.png	boston/42.3680655,-71.03420836_0.png	boston/42.37638414,-71.02827933_3.png	boston/42.38119672,-71.03552475_0.png	boston/42.36573074,-71.02399907_0.png	
EastCambridge	boston/42.36672479,-71.07465244_1.png	boston/42.36529914,-71.0763509_1.png	boston/42.37242392,-71.08602283_2.png	boston/42.37086874,-71.07688578_2.png	boston/42.36469805,-71.0790237_1.png	boston/42.37139906,-71.08726762_0.png	boston/42.36682118,-71.0820707_2.png	boston/42.37122862,-71.08725065_1.png	boston/42.3690921,-71.08706013_3.png	boston/42.37067634,-71.07600388_0.png	
Fenway	boston/42.34321652,-71.08887_3.png	boston/42.34644284,-71.09404793_1.png	boston/42.34590552,-71.10058062_1.png	boston/42.34090196,-71.09376714_3.png	boston/42.34084963,-71.09011359_0.png	boston/42.3481959,-71.09334594_3.png	boston/42.3481959,-71.09334594_2.png	boston/42.34321465,-71.09546403_0.png	boston/42.34481071,-71.08931294_2.png	boston/42.34541421,-71.08931029_1.png	
JamaicaPlain	boston/42.30298557,-71.10369093_0.png	boston/42.31176824,-71.11129009_1.png	boston/42.30539841,-71.11180487_0.png	boston/42.32732155,-71.11161031_2.png	boston/42.30989237,-71.09910385_3.png	boston/42.30546299,-71.11948282_0.png	boston/42.31195853,-71.12095033_3.png	boston/42.31643602,-71.1027809_0.png	boston/42.30987444,-71.10818963_3.png	boston/42.3101597,-71.12247357_1.png	
LeatherDistrict	boston/42.35157802,-71.05826494_1.png	boston/42.35100349,-71.05681616_1.png	boston/42.35036383,-71.05799425_2.png	boston/42.35048285,-71.05705539_3.png	boston/42.35136775,-71.05791143_3.png	boston/42.35068115,-71.05650431_2.png	boston/42.35144892,-71.05971174_0.png	boston/42.35072684,-71.05720362_1.png	boston/42.3519145,-71.05750231_1.png	boston/42.35055339,-71.05897442_3.png	
LongwoodMedicalArea	boston/42.3395572,-71.10908895_0.png	boston/42.33716892,-71.10209842_2.png	boston/42.33838071,-71.10191379_3.png	boston/42.33670595,-71.10256337_1.png	boston/42.34064093,-71.1038754_0.png	boston/42.34004232,-71.10107401_3.png	boston/42.33601947,-71.10416152_1.png	boston/42.33856102,-71.10464146_1.png	boston/42.33625447,-71.10833818_1.png	boston/42.34064093,-71.1038754_3.png	
MEDFORD_02155	boston/42.40491787,-71.09774588_3.png	boston/42.40029216,-71.10049722_3.png	boston/42.4027956,-71.098279_0.png	boston/42.40264612,-71.0946287_3.png	boston/42.40033419,-71.10774643_2.png	boston/42.40241803,-71.08317648_2.png	boston/42.39952926,-71.10075853_0.png	boston/42.3976125,-71.10228939_0.png	boston/42.40147973,-71.1083733_2.png	boston/42.40100393,-71.10823398_1.png	
MidCambridge	boston/42.37372943,-71.1105642_3.png	boston/42.37787312,-71.11016396_2.png	boston/42.37032583,-71.10251418_3.png	boston/42.37641639,-71.11875674_0.png	boston/42.37179769,-71.11084777_1.png	boston/42.36945023,-71.10699071_3.png	boston/42.37383833,-71.11917311_1.png	boston/42.36910047,-71.10680916_1.png	boston/42.37129898,-71.10978679_3.png	boston/42.3762228,-71.10691063_3.png	
MissionHill	boston/42.33265607,-71.11135663_1.png	boston/42.33220831,-71.09798426_1.png	boston/42.33566286,-71.10197466_3.png	boston/42.33257851,-71.10829104_0.png	boston/42.33182165,-71.10341585_1.png	boston/42.33012484,-71.10757504_2.png	boston/42.33552458,-71.10242413_3.png	boston/42.33261654,-71.10618177_3.png	boston/42.33736629,-71.09642069_1.png	boston/42.33124602,-71.09751324_3.png	
NeighborhoodNine	boston/42.3871756,-71.14593613_1.png	boston/42.38579126,-71.12123032_2.png	boston/42.38982744,-71.13706415_2.png	boston/42.38455868,-71.12297159_3.png	boston/42.38390269,-71.12798337_2.png	boston/42.37999557,-71.1239192_2.png	boston/42.38650127,-71.13432638_2.png	boston/42.38389274,-71.12883495_1.png	boston/42.38422884,-71.12851491_2.png	boston/42.38390269,-71.12798337_1.png	
NorthCambridge	boston/42.39407998,-71.13157523_0.png	boston/42.39473715,-71.12641127_0.png	boston/42.3943021,-71.13382489_2.png	boston/42.39407998,-71.13157523_3.png	boston/42.39580915,-71.13042309_3.png	boston/42.39144759,-71.12699676_0.png	boston/42.39063277,-71.12485574_2.png	boston/42.39335412,-71.12688546_1.png	boston/42.39154412,-71.12605147_1.png	boston/42.39407998,-71.13157523_1.png	
NorthEnd	boston/42.36504943,-71.05804534_3.png	boston/42.36374845,-71.05693699_2.png	boston/42.36618197,-71.05510668_3.png	boston/42.36316944,-71.05628058_1.png	boston/42.3650792,-71.05395821_3.png	boston/42.36251165,-71.05288137_2.png	boston/42.36458152,-71.05191278_1.png	boston/42.36618197,-71.05510668_2.png	boston/42.36557999,-71.05455702_1.png	boston/42.36502938,-71.05384279_2.png	
Riverside	boston/42.36444195,-71.11457507_2.png	boston/42.36986366,-71.11538501_2.png	boston/42.36351688,-71.11342203_3.png	boston/42.36947751,-71.11026608_3.png	boston/42.36770327,-71.11187007_3.png	boston/42.36694264,-71.11358139_1.png	boston/42.36851033,-71.11149018_3.png	boston/42.36635593,-71.10910851_0.png	boston/42.3700917,-71.11455324_2.png	boston/42.36927384,-71.11577716_3.png	
Roxbury	boston/42.31190935,-71.08055136_2.png	boston/42.33177135,-71.082879_2.png	boston/42.3243176,-71.0748395_1.png	boston/42.32248099,-71.0912378_0.png	boston/42.32890286,-71.08492442_1.png	boston/42.32801786,-71.09106406_3.png	boston/42.33717839,-71.07758057_3.png	boston/42.31343611,-71.09391093_2.png	boston/42.33585625,-71.07732432_1.png	boston/42.31845986,-71.09144255_0.png	
SOMERVILLE_02143	boston/42.39028739,-71.11081235_0.png	boston/42.38849436,-71.1117236_1.png	boston/42.38626705,-71.10914964_1.png	boston/42.37373282,-71.08125231_0.png	boston/42.37709217,-71.10253363_0.png	boston/42.38831558,-71.11163532_2.png	boston/42.37424137,-71.10334025_0.png	boston/42.38980092,-71.112219_1.png	boston/42.37791178,-71.10795139_0.png	boston/42.38050415,-71.0899177_1.png	
SOMERVILLE_02144	boston/42.39818436,-71.1096828_0.png	boston/42.39883028,-71.11078122_1.png	boston/42.39800802,-71.10945784_3.png	boston/42.39435133,-71.11279677_2.png	boston/42.39800802,-71.10945784_1.png	boston/42.39455899,-71.1119039_1.png	boston/42.39620392,-71.11083813_1.png	boston/42.39270206,-71.11815396_0.png	boston/42.39596404,-71.12012433_3.png	boston/42.39309906,-71.11065527_0.png	
SOMERVILLE_02145	boston/42.38944769,-71.08253486_2.png	boston/42.39195115,-71.0925569_3.png	boston/42.39278401,-71.08501504_1.png	boston/42.39765468,-71.08439708_0.png	boston/42.39286558,-71.08515967_1.png	boston/42.38717079,-71.08940715_3.png	boston/42.39419644,-71.09288372_1.png	boston/42.38455414,-71.08588424_0.png	boston/42.3934443,-71.08935344_2.png	boston/42.39234754,-71.08388099_0.png	
SouthBoston	boston/42.33074839,-71.04002927_3.png	boston/42.33714718,-71.06373978_2.png	boston/42.3345417,-71.03703992_1.png	boston/42.33342711,-71.02759368_2.png	boston/42.33258952,-71.03254954_2.png	boston/42.3336805,-71.06458699_0.png	boston/42.33631835,-71.04400285_0.png	boston/42.32960341,-71.05695161_3.png	boston/42.33625766,-71.04069794_2.png	boston/42.33156953,-71.0375454_3.png	
SouthBostonWaterfront	boston/42.3446767,-71.05029709_0.png	boston/42.3475026,-71.03842501_0.png	boston/42.34178426,-71.04754451_0.png	boston/42.34556656,-71.04948923_2.png	boston/42.34397889,-71.04757543_2.png	boston/42.34277682,-71.05044485_0.png	boston/42.34744795,-71.03794874_2.png	boston/42.34698377,-71.03358808_1.png	boston/42.35048037,-71.04921469_3.png	boston/42.34669665,-71.05197859_3.png	
SouthEnd	boston/42.34487883,-71.07637595_1.png	boston/42.33910804,-71.07799549_0.png	boston/42.34025447,-71.06780703_2.png	boston/42.34308939,-71.06591035_1.png	boston/42.33519796,-71.07376197_1.png	boston/42.3347687,-71.06924147_1.png	boston/42.33801913,-71.07133946_0.png	boston/42.34372942,-71.07841144_0.png	boston/42.34025447,-71.06780703_1.png	boston/42.34142154,-71.07459239_2.png	
ThePort	boston/42.36932021,-71.09722361_3.png	boston/42.36309144,-71.09249493_2.png	boston/42.36820236,-71.09499037_3.png	boston/42.36664929,-71.09789724_2.png	boston/42.36764977,-71.09777307_3.png	boston/42.36649063,-71.09934504_2.png	boston/42.36568063,-71.09736913_3.png	boston/42.36893576,-71.09696855_3.png	boston/42.36463632,-71.09727481_3.png	boston/42.36575369,-71.09680045_0.png	
WATERTOWN_02472	boston/42.37178242,-71.14816282_0.png	boston/42.37094725,-71.14509334_2.png	boston/42.36679242,-71.14702325_1.png	boston/42.37178242,-71.14816282_1.png	boston/42.37416455,-71.14660584_1.png	boston/42.37155174,-71.14759738_2.png	boston/42.37155174,-71.14759738_1.png	boston/42.37006479,-71.14909334_2.png	boston/42.37002883,-71.14992348_0.png	boston/42.37099491,-71.15440416_3.png	
WellingtonHarrington	boston/42.36749876,-71.08929847_2.png	boston/42.37376733,-71.09946726_0.png	boston/42.37226923,-71.08833352_0.png	boston/42.36573521,-71.09059276_3.png	boston/42.36680362,-71.09082969_1.png	boston/42.37098284,-71.09249825_3.png	boston/42.37185085,-71.08830926_0.png	boston/42.37372657,-71.09634805_0.png	boston/42.37050262,-71.09565616_0.png	boston/42.36838412,-71.09083176_1.png	
WestCambridge	boston/42.37765478,-71.13369006_3.png	boston/42.37755694,-71.1432837_3.png	boston/42.38264382,-71.1403936_1.png	boston/42.38498711,-71.1355573_0.png	boston/42.37518115,-71.13203962_0.png	boston/42.38341772,-71.14102845_1.png	boston/42.37578278,-71.14793191_1.png	boston/42.37587048,-71.14352875_3.png	boston/42.37665556,-71.14004892_1.png	boston/42.3776971,-71.1347109_0.png	
WestEnd	boston/42.36298413,-71.06989719_3.png	boston/42.36495225,-71.06681177_0.png	boston/42.36182318,-71.0718855_3.png	boston/42.36428231,-71.06542406_0.png	boston/42.36220816,-71.06721853_3.png	boston/42.36412104,-71.06680812_2.png	boston/42.36387451,-71.06893065_1.png	boston/42.36483126,-71.06372304_3.png	boston/42.3628065,-71.06491232_1.png	boston/42.3640918,-71.07054691_0.png	
